date,MU stock
2016-05-04,14
2016-05-05,14
2016-05-06,12
2016-05-07,5
2016-05-08,2
2016-05-09,22
2016-05-10,12
2016-05-11,27
2016-05-12,12
2016-05-13,18
2016-05-14,7
2016-05-15,4
2016-05-16,17
2016-05-17,15
2016-05-18,21
2016-05-19,14
2016-05-20,20
2016-05-21,7
2016-05-22,7
2016-05-23,25
2016-05-24,17
2016-05-25,36
2016-05-26,18
2016-05-27,35
2016-05-28,7
2016-05-29,2
2016-05-30,0
2016-05-31,33
2016-06-01,26
2016-06-02,16
2016-06-03,27
2016-06-04,7
2016-06-05,5
2016-06-06,22
2016-06-07,18
2016-06-08,10
2016-06-09,12
2016-06-10,12
2016-06-11,5
2016-06-12,0
2016-06-13,4
2016-06-14,16
2016-06-15,6
2016-06-16,14
2016-06-17,25
2016-06-18,7
2016-06-19,0
2016-06-20,10
2016-06-21,33
2016-06-22,20
2016-06-23,43
2016-06-24,46
2016-06-25,7
2016-06-26,5
2016-06-27,29
2016-06-28,38
2016-06-29,36
2016-06-30,52
2016-07-01,46
2016-07-02,9
2016-07-03,5
2016-07-04,4
2016-07-05,25
2016-07-06,32
2016-07-07,26
2016-07-08,33
2016-07-09,5
2016-07-10,0
2016-07-11,19
2016-07-12,21
2016-07-13,27
2016-07-14,20
2016-07-15,13
2016-07-16,2
2016-07-17,5
2016-07-18,19
2016-07-19,17
2016-07-20,30
2016-07-21,25
2016-07-22,13
2016-07-23,5
2016-07-24,10
2016-07-25,21
2016-07-26,37
2016-07-27,27
2016-07-28,19
2016-07-29,26
2016-07-30,7
2016-07-31,7
2016-08-01,12
2016-08-02,14
2016-08-03,29
2016-08-04,13
2016-08-05,20
2016-08-06,3
2016-08-07,3
2016-08-08,21
2016-08-09,19
2016-08-10,15
2016-08-11,13
2016-08-12,11
2016-08-13,3
2016-08-14,5
2016-08-15,25
2016-08-16,24
2016-08-17,11
2016-08-18,13
2016-08-19,45
2016-08-20,5
2016-08-21,3
2016-08-22,11
2016-08-23,17
2016-08-24,30
2016-08-25,19
2016-08-26,28
2016-08-27,10
2016-08-28,2
2016-08-29,20
2016-08-30,20
2016-08-31,26
2016-09-01,31
2016-09-02,23
2016-09-03,2
2016-09-04,0
2016-09-05,4
2016-09-06,24
2016-09-07,18
2016-09-08,33
2016-09-09,27
2016-09-10,5
2016-09-11,5
2016-09-12,29
2016-09-13,14
2016-09-14,28
2016-09-15,16
2016-09-16,34
2016-09-17,2
2016-09-18,2
2016-09-19,32
2016-09-20,20
2016-09-21,14
2016-09-22,22
2016-09-23,21
2016-09-24,5
2016-09-25,2
2016-09-26,14
2016-09-27,18
2016-09-28,18
2016-09-29,20
2016-09-30,27
2016-10-01,14
2016-10-02,51
2016-10-03,20
2016-10-04,51
2016-10-05,69
2016-10-06,34
2016-10-07,20
2016-10-08,5
2016-10-09,2
2016-10-10,26
2016-10-11,34
2016-10-12,22
2016-10-13,24
2016-10-14,19
2016-10-15,0
2016-10-16,7
2016-10-17,19
2016-10-18,16
2016-10-19,27
2016-10-20,14
2016-10-21,19
2016-10-22,7
2016-10-23,0
2016-10-24,25
2016-10-25,12
2016-10-26,18
2016-10-27,14
2016-10-28,31
2016-10-29,5
2016-10-30,0
2016-10-31,4
2016-11-01,14
2016-11-02,18
2016-11-03,35
2016-11-04,14
2016-11-05,5
2016-11-06,4
2016-11-07,12
2016-11-08,17
2016-11-09,18
2016-11-10,36
2016-11-11,12
2016-11-12,5
2016-11-13,9
2016-11-14,10
2016-11-15,16
2016-11-16,15
2016-11-17,20
2016-11-18,32
2016-11-19,2
2016-11-20,9
2016-11-21,33
2016-11-22,27
2016-11-23,25
2016-11-24,4
2016-11-25,14
2016-11-26,4
2016-11-27,4
2016-11-28,20
2016-11-29,26
2016-11-30,13
2016-12-01,35
2016-12-02,22
2016-12-03,6
2016-12-04,4
2016-12-05,22
2016-12-06,18
2016-12-07,47
2016-12-08,40
2016-12-09,20
2016-12-10,7
2016-12-11,6
2016-12-12,18
2016-12-13,13
2016-12-14,32
2016-12-15,33
2016-12-16,22
2016-12-17,9
2016-12-18,2
2016-12-19,25
2016-12-20,26
2016-12-21,58
2016-12-22,100
2016-12-23,72
2016-12-24,19
2016-12-25,15
2016-12-26,15
2016-12-27,28
2016-12-28,46
2016-12-29,29
2016-12-30,23
2016-12-31,9
2017-01-01,0
2017-01-02,16
2017-01-03,23
2017-01-04,34
2017-01-05,25
2017-01-06,18
2017-01-07,8
2017-01-08,13
2017-01-09,13
2017-01-10,26
2017-01-11,20
2017-01-12,26
2017-01-13,28
2017-01-14,6
2017-01-15,8
2017-01-16,6
2017-01-17,20
2017-01-18,29
2017-01-19,25
