date,MU stock
2014-12-01,18
2014-12-02,53
2014-12-03,27
2014-12-04,21
2014-12-05,13
2014-12-06,7
2014-12-07,4
2014-12-08,15
2014-12-09,9
2014-12-10,21
2014-12-11,18
2014-12-12,10
2014-12-13,0
2014-12-14,0
2014-12-15,12
2014-12-16,15
2014-12-17,12
2014-12-18,9
2014-12-19,3
2014-12-20,15
2014-12-21,0
2014-12-22,10
2014-12-23,17
2014-12-24,22
2014-12-25,8
2014-12-26,11
2014-12-27,7
2014-12-28,11
2014-12-29,16
2014-12-30,13
2014-12-31,36
2015-01-01,69
2015-01-02,13
2015-01-03,11
2015-01-04,7
2015-01-05,15
2015-01-06,21
2015-01-07,21
2015-01-08,12
2015-01-09,27
2015-01-10,0
2015-01-11,10
2015-01-12,29
2015-01-13,23
2015-01-14,23
2015-01-15,9
2015-01-16,18
2015-01-17,7
2015-01-18,0
2015-01-19,0
2015-01-20,14
2015-01-21,14
2015-01-22,29
2015-01-23,24
2015-01-24,0
2015-01-25,13
2015-01-26,14
2015-01-27,17
2015-01-28,6
2015-01-29,12
2015-01-30,21
2015-01-31,17
2015-02-01,3
2015-02-02,3
2015-02-03,17
2015-02-04,25
2015-02-05,23
2015-02-06,12
2015-02-07,7
2015-02-08,7
2015-02-09,8
2015-02-10,8
2015-02-11,25
2015-02-12,20
2015-02-13,12
2015-02-14,10
2015-02-15,10
2015-02-16,9
2015-02-17,18
2015-02-18,12
2015-02-19,6
2015-02-20,21
2015-02-21,17
2015-02-22,3
2015-02-23,14
2015-02-24,22
2015-02-25,11
2015-02-26,14
2015-02-27,15
2015-02-28,10
2015-03-01,3
2015-03-02,17
2015-03-03,8
2015-03-04,28
2015-03-05,14
2015-03-06,15
2015-03-07,13
2015-03-08,0
2015-03-09,11
2015-03-10,17
2015-03-11,23
2015-03-12,23
2015-03-13,18
2015-03-14,7
2015-03-15,13
2015-03-16,9
2015-03-17,23
2015-03-18,14
2015-03-19,11
2015-03-20,14
2015-03-21,10
2015-03-22,3
2015-03-23,17
2015-03-24,17
2015-03-25,8
2015-03-26,26
2015-03-27,12
2015-03-28,21
2015-03-29,14
2015-03-30,26
2015-03-31,23
2015-04-01,49
2015-04-02,48
2015-04-03,13
2015-04-04,7
2015-04-05,7
2015-04-06,12
2015-04-07,11
2015-04-08,9
2015-04-09,11
2015-04-10,12
2015-04-11,3
2015-04-12,3
2015-04-13,20
2015-04-14,8
2015-04-15,17
2015-04-16,8
2015-04-17,18
2015-04-18,10
2015-04-19,13
2015-04-20,19
2015-04-21,6
2015-04-22,25
2015-04-23,17
2015-04-24,30
2015-04-25,7
2015-04-26,0
2015-04-27,20
2015-04-28,8
2015-04-29,25
2015-04-30,12
2015-05-01,10
2015-05-02,3
2015-05-03,3
2015-05-04,14
2015-05-05,14
2015-05-06,17
2015-05-07,6
2015-05-08,27
2015-05-09,17
2015-05-10,0
2015-05-11,25
2015-05-12,14
2015-05-13,11
2015-05-14,9
2015-05-15,15
2015-05-16,10
2015-05-17,0
2015-05-18,8
2015-05-19,17
2015-05-20,25
2015-05-21,9
2015-05-22,12
2015-05-23,0
2015-05-24,14
2015-05-25,6
2015-05-26,19
2015-05-27,17
2015-05-28,20
2015-05-29,9
2015-05-30,3
2015-05-31,0
2015-06-01,14
2015-06-02,17
2015-06-03,8
2015-06-04,9
2015-06-05,9
2015-06-06,7
2015-06-07,0
2015-06-08,22
2015-06-09,22
2015-06-10,11
2015-06-11,14
2015-06-12,6
2015-06-13,3
2015-06-14,7
2015-06-15,28
2015-06-16,28
2015-06-17,23
2015-06-18,17
2015-06-19,24
2015-06-20,3
2015-06-21,3
2015-06-22,11
2015-06-23,17
2015-06-24,3
2015-06-25,46
2015-06-26,100
2015-06-27,3
2015-06-28,14
2015-06-29,43
2015-06-30,26
2015-07-01,43
2015-07-02,26
2015-07-03,6
2015-07-04,3
2015-07-05,7
2015-07-06,19
2015-07-07,25
2015-07-08,22
2015-07-09,20
2015-07-10,21
2015-07-11,0
2015-07-12,0
2015-07-13,28
2015-07-14,80
2015-07-15,51
2015-07-16,35
2015-07-17,21
2015-07-18,18
2015-07-19,11
2015-07-20,36
2015-07-21,26
2015-07-22,31
2015-07-23,9
2015-07-24,15
2015-07-25,13
2015-07-26,3
2015-07-27,20
2015-07-28,39
2015-07-29,17
2015-07-30,34
2015-07-31,35
2015-08-01,17
2015-08-02,10
2015-08-03,9
2015-08-04,14
2015-08-05,20
2015-08-06,23
2015-08-07,24
2015-08-08,10
2015-08-09,3
2015-08-10,11
2015-08-11,20
2015-08-12,26
2015-08-13,29
2015-08-14,18
2015-08-15,7
2015-08-16,7
2015-08-17,28
2015-08-18,14
