date,MU stock
2014-03-16,10
2014-03-17,30
2014-03-18,20
2014-03-19,29
2014-03-20,37
2014-03-21,28
2014-03-22,5
2014-03-23,0
2014-03-24,18
2014-03-25,26
2014-03-26,18
2014-03-27,14
2014-03-28,19
2014-03-29,5
2014-03-30,5
2014-03-31,34
2014-04-01,50
2014-04-02,48
2014-04-03,29
2014-04-04,78
2014-04-05,13
2014-04-06,16
2014-04-07,24
2014-04-08,25
2014-04-09,20
2014-04-10,35
2014-04-11,31
2014-04-12,19
2014-04-13,0
2014-04-14,34
2014-04-15,32
2014-04-16,33
2014-04-17,39
2014-04-18,18
2014-04-19,17
2014-04-20,12
2014-04-21,39
2014-04-22,38
2014-04-23,43
2014-04-24,37
2014-04-25,31
2014-04-26,13
2014-04-27,10
2014-04-28,29
2014-04-29,38
2014-04-30,41
2014-05-01,42
2014-05-02,17
2014-05-03,16
2014-05-04,8
2014-05-05,30
2014-05-06,41
2014-05-07,20
2014-05-08,39
2014-05-09,31
2014-05-10,13
2014-05-11,5
2014-05-12,31
2014-05-13,27
2014-05-14,25
2014-05-15,36
2014-05-16,23
2014-05-17,22
2014-05-18,8
2014-05-19,36
2014-05-20,27
2014-05-21,22
2014-05-22,30
2014-05-23,18
2014-05-24,18
2014-05-25,12
2014-05-26,5
2014-05-27,29
2014-05-28,12
2014-05-29,31
2014-05-30,13
2014-05-31,6
2014-06-01,0
2014-06-02,22
2014-06-03,20
2014-06-04,39
2014-06-05,28
2014-06-06,43
2014-06-07,13
2014-06-08,6
2014-06-09,25
2014-06-10,18
2014-06-11,65
2014-06-12,56
2014-06-13,39
2014-06-14,15
2014-06-15,18
2014-06-16,35
2014-06-17,40
2014-06-18,33
2014-06-19,21
2014-06-20,29
2014-06-21,25
2014-06-22,12
2014-06-23,61
2014-06-24,100
2014-06-25,62
2014-06-26,48
2014-06-27,24
2014-06-28,22
2014-06-29,12
2014-06-30,41
2014-07-01,53
2014-07-02,44
2014-07-03,26
2014-07-04,28
2014-07-05,9
2014-07-06,6
2014-07-07,30
2014-07-08,50
2014-07-09,46
2014-07-10,31
2014-07-11,35
2014-07-12,18
2014-07-13,6
2014-07-14,23
2014-07-15,47
2014-07-16,39
2014-07-17,44
2014-07-18,37
2014-07-19,6
2014-07-20,6
2014-07-21,35
2014-07-22,13
2014-07-23,29
2014-07-24,44
2014-07-25,27
2014-07-26,22
2014-07-27,9
2014-07-28,28
2014-07-29,43
2014-07-30,39
2014-07-31,57
2014-08-01,54
2014-08-02,12
2014-08-03,0
2014-08-04,53
2014-08-05,40
2014-08-06,31
2014-08-07,51
2014-08-08,41
2014-08-09,6
2014-08-10,0
2014-08-11,28
2014-08-12,42
2014-08-13,15
2014-08-14,28
2014-08-15,25
2014-08-16,12
2014-08-17,0
2014-08-18,41
2014-08-19,35
2014-08-20,40
2014-08-21,33
2014-08-22,34
2014-08-23,18
2014-08-24,12
2014-08-25,30
2014-08-26,24
2014-08-27,37
2014-08-28,22
2014-08-29,36
2014-08-30,21
2014-08-31,6
2014-09-01,0
2014-09-02,24
2014-09-03,46
2014-09-04,29
2014-09-05,30
2014-09-06,12
2014-09-07,17
2014-09-08,24
2014-09-09,31
2014-09-10,35
2014-09-11,19
2014-09-12,20
2014-09-13,20
2014-09-14,6
2014-09-15,12
2014-09-16,33
2014-09-17,31
2014-09-18,24
2014-09-19,30
2014-09-20,14
2014-09-21,0
2014-09-22,28
2014-09-23,24
2014-09-24,17
2014-09-25,58
2014-09-26,48
2014-09-27,23
2014-09-28,8
2014-09-29,52
2014-09-30,31
2014-10-01,31
2014-10-02,31
2014-10-03,26
2014-10-04,12
2014-10-05,17
2014-10-06,31
2014-10-07,21
2014-10-08,26
2014-10-09,29
2014-10-10,62
2014-10-11,14
2014-10-12,6
2014-10-13,26
2014-10-14,18
2014-10-15,52
2014-10-16,24
2014-10-17,29
2014-10-18,11
2014-10-19,6
2014-10-20,47
2014-10-21,39
2014-10-22,37
2014-10-23,26
2014-10-24,27
2014-10-25,11
2014-10-26,11
2014-10-27,30
2014-10-28,34
2014-10-29,51
2014-10-30,28
2014-10-31,40
2014-11-01,0
2014-11-02,14
2014-11-03,39
2014-11-04,30
2014-11-05,14
2014-11-06,28
2014-11-07,22
2014-11-08,11
2014-11-09,0
2014-11-10,18
2014-11-11,23
2014-11-12,23
2014-11-13,27
2014-11-14,14
2014-11-15,5
2014-11-16,11
2014-11-17,23
2014-11-18,17
2014-11-19,14
2014-11-20,19
2014-11-21,14
2014-11-22,8
2014-11-23,5
2014-11-24,18
2014-11-25,18
2014-11-26,18
2014-11-27,14
2014-11-28,24
2014-11-29,16
2014-11-30,13
2014-12-01,27
