date,MU stock
2011-05-11,8
2011-05-12,8
2011-05-13,0
2011-05-14,0
2011-05-15,10
2011-05-16,16
2011-05-17,24
2011-05-18,24
2011-05-19,8
2011-05-20,8
2011-05-21,0
2011-05-22,10
2011-05-23,16
2011-05-24,0
2011-05-25,24
2011-05-26,23
2011-05-27,8
2011-05-28,0
2011-05-29,0
2011-05-30,8
2011-05-31,31
2011-06-01,16
2011-06-02,17
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,24
2011-06-07,16
2011-06-08,8
2011-06-09,0
2011-06-10,42
2011-06-11,10
2011-06-12,10
2011-06-13,16
2011-06-14,8
2011-06-15,8
2011-06-16,8
2011-06-17,0
2011-06-18,0
2011-06-19,10
2011-06-20,0
2011-06-21,16
2011-06-22,0
2011-06-23,17
2011-06-24,8
2011-06-25,10
2011-06-26,0
2011-06-27,0
2011-06-28,8
2011-06-29,24
2011-06-30,8
2011-07-01,26
2011-07-02,10
2011-07-03,0
2011-07-04,8
2011-07-05,16
2011-07-06,16
2011-07-07,32
2011-07-08,25
2011-07-09,0
2011-07-10,21
2011-07-11,8
2011-07-12,8
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,10
2011-07-17,0
2011-07-18,24
2011-07-19,16
2011-07-20,0
2011-07-21,8
2011-07-22,17
2011-07-23,0
2011-07-24,0
2011-07-25,24
2011-07-26,16
2011-07-27,16
2011-07-28,16
2011-07-29,9
2011-07-30,0
2011-07-31,0
2011-08-01,8
2011-08-02,0
2011-08-03,32
2011-08-04,8
2011-08-05,17
2011-08-06,0
2011-08-07,0
2011-08-08,8
2011-08-09,8
2011-08-10,8
2011-08-11,0
2011-08-12,17
2011-08-13,0
2011-08-14,10
2011-08-15,33
2011-08-16,8
2011-08-17,16
2011-08-18,16
2011-08-19,8
2011-08-20,0
2011-08-21,0
2011-08-22,15
2011-08-23,0
2011-08-24,23
2011-08-25,8
2011-08-26,16
2011-08-27,0
2011-08-28,0
2011-08-29,23
2011-08-30,15
2011-08-31,0
2011-09-01,15
2011-09-02,8
2011-09-03,0
2011-09-04,9
2011-09-05,23
2011-09-06,7
2011-09-07,15
2011-09-08,0
2011-09-09,23
2011-09-10,0
2011-09-11,0
2011-09-12,7
2011-09-13,36
2011-09-14,22
2011-09-15,44
2011-09-16,24
2011-09-17,9
2011-09-18,9
2011-09-19,7
2011-09-20,14
2011-09-21,7
2011-09-22,0
2011-09-23,15
2011-09-24,100
2011-09-25,18
2011-09-26,0
2011-09-27,7
2011-09-28,29
2011-09-29,15
2011-09-30,15
2011-10-01,36
2011-10-02,9
2011-10-03,22
2011-10-04,14
2011-10-05,14
2011-10-06,14
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,14
2011-10-11,13
2011-10-12,7
2011-10-13,0
2011-10-14,0
2011-10-15,9
2011-10-16,17
2011-10-17,14
2011-10-18,0
2011-10-19,7
2011-10-20,7
2011-10-21,0
2011-10-22,9
2011-10-23,8
2011-10-24,7
2011-10-25,7
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,22
2011-11-02,7
2011-11-03,21
2011-11-04,7
2011-11-05,8
2011-11-06,0
2011-11-07,7
2011-11-08,14
2011-11-09,0
2011-11-10,21
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,7
2011-11-17,42
2011-11-18,36
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,7
2011-11-23,7
2011-11-24,0
2011-11-25,8
2011-11-26,0
2011-11-27,0
2011-11-28,7
2011-11-29,0
2011-11-30,7
2011-12-01,0
2011-12-02,22
2011-12-03,8
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,7
2011-12-09,15
2011-12-10,8
2011-12-11,0
2011-12-12,20
2011-12-13,7
2011-12-14,0
2011-12-15,7
2011-12-16,0
2011-12-17,8
2011-12-18,8
2011-12-19,14
2011-12-20,0
2011-12-21,22
2011-12-22,7
2011-12-23,8
2011-12-24,9
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,7
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,14
2012-01-04,14
2012-01-05,14
2012-01-06,0
2012-01-07,8
2012-01-08,16
2012-01-09,0
2012-01-10,13
2012-01-11,7
2012-01-12,7
2012-01-13,7
2012-01-14,0
2012-01-15,23
2012-01-16,6
2012-01-17,0
2012-01-18,19
2012-01-19,19
2012-01-20,14
2012-01-21,0
2012-01-22,0
2012-01-23,6
2012-01-24,0
2012-01-25,6
2012-01-26,13
