date,MU stock
2010-08-24,0
2010-08-25,35
2010-08-26,36
2010-08-27,18
2010-08-28,0
2010-08-29,0
2010-08-30,34
2010-08-31,0
2010-09-01,17
2010-09-02,17
2010-09-03,54
2010-09-04,0
2010-09-05,22
2010-09-06,0
2010-09-07,17
2010-09-08,0
2010-09-09,51
2010-09-10,36
2010-09-11,22
2010-09-12,0
2010-09-13,0
2010-09-14,16
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,22
2010-09-19,0
2010-09-20,17
2010-09-21,0
2010-09-22,0
2010-09-23,17
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,48
2010-09-29,16
2010-09-30,0
2010-10-01,35
2010-10-02,0
2010-10-03,0
2010-10-04,16
2010-10-05,16
2010-10-06,0
2010-10-07,0
2010-10-08,17
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,33
2010-10-13,49
2010-10-14,16
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,16
2010-10-19,0
2010-10-20,32
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,100
2010-10-25,63
2010-10-26,16
2010-10-27,48
2010-10-28,0
2010-10-29,34
2010-10-30,21
2010-10-31,0
2010-11-01,0
2010-11-02,15
2010-11-03,31
2010-11-04,31
2010-11-05,34
2010-11-06,20
2010-11-07,19
2010-11-08,31
2010-11-09,31
2010-11-10,0
2010-11-11,48
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,47
2010-11-17,16
2010-11-18,16
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,15
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,15
2010-11-30,30
2010-12-01,0
2010-12-02,0
2010-12-03,16
2010-12-04,19
2010-12-05,0
2010-12-06,15
2010-12-07,15
2010-12-08,16
2010-12-09,0
2010-12-10,66
2010-12-11,0
2010-12-12,19
2010-12-13,0
2010-12-14,46
2010-12-15,31
2010-12-16,0
2010-12-17,51
2010-12-18,40
2010-12-19,20
2010-12-20,32
2010-12-21,16
2010-12-22,17
2010-12-23,18
2010-12-24,0
2010-12-25,0
2010-12-26,22
2010-12-27,35
2010-12-28,0
2010-12-29,17
2010-12-30,18
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,46
2011-01-05,16
2011-01-06,16
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,15
2011-01-12,0
2011-01-13,30
2011-01-14,0
2011-01-15,18
2011-01-16,0
2011-01-17,15
2011-01-18,14
2011-01-19,44
2011-01-20,15
2011-01-21,61
2011-01-22,0
2011-01-23,18
2011-01-24,0
2011-01-25,44
2011-01-26,44
2011-01-27,15
2011-01-28,15
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,56
2011-02-02,41
2011-02-03,14
2011-02-04,15
2011-02-05,18
2011-02-06,17
2011-02-07,14
2011-02-08,43
2011-02-09,57
2011-02-10,14
2011-02-11,15
2011-02-12,36
2011-02-13,18
2011-02-14,14
2011-02-15,69
2011-02-16,14
2011-02-17,15
2011-02-18,15
2011-02-19,35
2011-02-20,0
2011-02-21,28
2011-02-22,14
2011-02-23,42
2011-02-24,86
2011-02-25,30
2011-02-26,0
2011-02-27,0
2011-02-28,14
2011-03-01,84
2011-03-02,14
2011-03-03,43
2011-03-04,30
2011-03-05,0
2011-03-06,0
2011-03-07,0
2011-03-08,29
2011-03-09,28
2011-03-10,43
2011-03-11,14
2011-03-12,18
2011-03-13,0
2011-03-14,29
2011-03-15,71
2011-03-16,28
2011-03-17,0
2011-03-18,0
2011-03-19,0
2011-03-20,18
2011-03-21,28
2011-03-22,14
2011-03-23,42
2011-03-24,29
2011-03-25,45
2011-03-26,0
2011-03-27,0
2011-03-28,28
2011-03-29,42
2011-03-30,0
2011-03-31,14
2011-04-01,15
2011-04-02,18
2011-04-03,17
2011-04-04,0
2011-04-05,14
2011-04-06,28
2011-04-07,0
2011-04-08,0
2011-04-09,0
2011-04-10,18
2011-04-11,0
2011-04-12,41
2011-04-13,43
2011-04-14,15
2011-04-15,15
2011-04-16,18
2011-04-17,0
2011-04-18,28
2011-04-19,29
2011-04-20,29
2011-04-21,0
2011-04-22,0
2011-04-23,19
2011-04-24,0
2011-04-25,0
2011-04-26,14
2011-04-27,28
2011-04-28,14
2011-04-29,30
2011-04-30,54
2011-05-01,0
2011-05-02,28
2011-05-03,28
2011-05-04,0
2011-05-05,43
2011-05-06,30
2011-05-07,0
2011-05-08,18
2011-05-09,41
2011-05-10,14
2011-05-11,28
