date,MU stock
2017-05-29,4
2017-05-30,17
2017-05-31,18
2017-06-01,17
2017-06-02,16
2017-06-03,6
2017-06-04,1
2017-06-05,15
2017-06-06,14
2017-06-07,20
2017-06-08,16
2017-06-09,18
2017-06-10,6
2017-06-11,1
2017-06-12,15
2017-06-13,21
2017-06-14,16
2017-06-15,16
2017-06-16,20
2017-06-17,4
2017-06-18,1
2017-06-19,22
2017-06-20,16
2017-06-21,13
2017-06-22,23
2017-06-23,19
2017-06-24,7
2017-06-25,3
2017-06-26,26
2017-06-27,26
2017-06-28,36
2017-06-29,71
2017-06-30,66
2017-07-01,14
2017-07-02,9
2017-07-03,31
2017-07-04,14
2017-07-05,29
2017-07-06,29
2017-07-07,27
2017-07-08,9
2017-07-09,1
2017-07-10,25
2017-07-11,23
2017-07-12,23
2017-07-13,29
2017-07-14,23
2017-07-15,6
2017-07-16,3
2017-07-17,17
2017-07-18,24
2017-07-19,18
2017-07-20,30
2017-07-21,20
2017-07-22,2
2017-07-23,4
2017-07-24,19
2017-07-25,28
2017-07-26,27
2017-07-27,33
2017-07-28,32
2017-07-29,3
2017-07-30,1
2017-07-31,25
2017-08-01,19
2017-08-02,22
2017-08-03,22
2017-08-04,20
2017-08-05,4
2017-08-06,3
2017-08-07,19
2017-08-08,26
2017-08-09,24
2017-08-10,14
2017-08-11,18
2017-08-12,5
2017-08-13,2
2017-08-14,12
2017-08-15,13
2017-08-16,22
2017-08-17,23
2017-08-18,20
2017-08-19,6
2017-08-20,3
2017-08-21,16
2017-08-22,20
2017-08-23,15
2017-08-24,19
2017-08-25,13
2017-08-26,3
2017-08-27,4
2017-08-28,13
2017-08-29,19
2017-08-30,17
2017-08-31,15
2017-09-01,25
2017-09-02,6
2017-09-03,4
2017-09-04,5
2017-09-05,14
2017-09-06,16
2017-09-07,12
2017-09-08,14
2017-09-09,14
2017-09-10,6
2017-09-11,23
2017-09-12,23
2017-09-13,26
2017-09-14,26
2017-09-15,22
2017-09-16,3
2017-09-17,4
2017-09-18,22
2017-09-19,27
2017-09-20,28
2017-09-21,23
2017-09-22,20
2017-09-23,5
2017-09-24,6
2017-09-25,29
2017-09-26,48
2017-09-27,53
2017-09-28,36
2017-09-29,50
2017-09-30,6
2017-10-01,5
2017-10-02,29
2017-10-03,34
2017-10-04,35
2017-10-05,28
2017-10-06,17
2017-10-07,7
2017-10-08,3
2017-10-09,34
2017-10-10,31
2017-10-11,48
2017-10-12,34
2017-10-13,26
2017-10-14,7
2017-10-15,5
2017-10-16,30
2017-10-17,26
2017-10-18,26
2017-10-19,23
2017-10-20,28
2017-10-21,7
2017-10-22,5
2017-10-23,27
2017-10-24,27
2017-10-25,27
2017-10-26,22
2017-10-27,27
2017-10-28,9
2017-10-29,2
2017-10-30,23
2017-10-31,41
2017-11-01,36
2017-11-02,29
2017-11-03,36
2017-11-04,8
2017-11-05,5
2017-11-06,24
2017-11-07,32
2017-11-08,21
2017-11-09,23
2017-11-10,26
2017-11-11,10
2017-11-12,6
2017-11-13,27
2017-11-14,22
2017-11-15,26
2017-11-16,24
2017-11-17,22
2017-11-18,7
2017-11-19,6
2017-11-20,35
2017-11-21,33
2017-11-22,33
2017-11-23,11
2017-11-24,15
2017-11-25,4
2017-11-26,7
2017-11-27,30
2017-11-28,38
2017-11-29,60
2017-11-30,55
2017-12-01,50
2017-12-02,15
2017-12-03,5
2017-12-04,53
2017-12-05,41
2017-12-06,50
2017-12-07,47
2017-12-08,37
2017-12-09,13
2017-12-10,5
2017-12-11,34
2017-12-12,39
2017-12-13,35
2017-12-14,33
2017-12-15,31
2017-12-16,12
2017-12-17,8
2017-12-18,51
2017-12-19,79
2017-12-20,100
2017-12-21,60
2017-12-22,52
2017-12-23,11
2017-12-24,7
2017-12-25,10
2017-12-26,38
2017-12-27,51
2017-12-28,31
2017-12-29,46
2017-12-30,12
2017-12-31,8
2018-01-01,7
2018-01-02,44
2018-01-03,55
2018-01-04,53
2018-01-05,53
2018-01-06,11
2018-01-07,9
2018-01-08,38
2018-01-09,49
2018-01-10,52
2018-01-11,45
2018-01-12,43
2018-01-13,12
2018-01-14,8
2018-01-15,20
2018-01-16,28
2018-01-17,40
2018-01-18,40
2018-01-19,34
2018-01-20,9
2018-01-21,6
2018-01-22,30
2018-01-23,41
2018-01-24,34
2018-01-25,35
2018-01-26,38
2018-01-27,9
2018-01-28,5
2018-01-29,30
2018-01-30,40
2018-01-31,48
2018-02-01,37
2018-02-02,39
2018-02-03,8
2018-02-04,7
2018-02-05,30
2018-02-06,63
2018-02-07,50
2018-02-08,44
2018-02-09,39
2018-02-10,11
2018-02-11,4
2018-02-12,33
2018-02-13,46
