date,MU stock
2013-02-19,8
2013-02-20,17
2013-02-21,8
2013-02-22,9
2013-02-23,10
2013-02-24,0
2013-02-25,16
2013-02-26,8
2013-02-27,25
2013-02-28,17
2013-03-01,17
2013-03-02,0
2013-03-03,0
2013-03-04,25
2013-03-05,0
2013-03-06,8
2013-03-07,34
2013-03-08,35
2013-03-09,10
2013-03-10,29
2013-03-11,33
2013-03-12,49
2013-03-13,40
2013-03-14,0
2013-03-15,68
2013-03-16,10
2013-03-17,10
2013-03-18,16
2013-03-19,32
2013-03-20,33
2013-03-21,8
2013-03-22,69
2013-03-23,19
2013-03-24,10
2013-03-25,8
2013-03-26,16
2013-03-27,34
2013-03-28,26
2013-03-29,0
2013-03-30,20
2013-03-31,10
2013-04-01,9
2013-04-02,41
2013-04-03,24
2013-04-04,8
2013-04-05,34
2013-04-06,20
2013-04-07,29
2013-04-08,24
2013-04-09,8
2013-04-10,25
2013-04-11,25
2013-04-12,34
2013-04-13,60
2013-04-14,79
2013-04-15,8
2013-04-16,16
2013-04-17,8
2013-04-18,8
2013-04-19,26
2013-04-20,0
2013-04-21,0
2013-04-22,24
2013-04-23,8
2013-04-24,17
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,16
2013-04-30,25
2013-05-01,18
2013-05-02,17
2013-05-03,9
2013-05-04,10
2013-05-05,0
2013-05-06,8
2013-05-07,0
2013-05-08,0
2013-05-09,25
2013-05-10,26
2013-05-11,0
2013-05-12,30
2013-05-13,32
2013-05-14,0
2013-05-15,0
2013-05-16,24
2013-05-17,17
2013-05-18,0
2013-05-19,30
2013-05-20,25
2013-05-21,0
2013-05-22,24
2013-05-23,24
2013-05-24,17
2013-05-25,0
2013-05-26,0
2013-05-27,8
2013-05-28,8
2013-05-29,16
2013-05-30,8
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,8
2013-06-04,0
2013-06-05,16
2013-06-06,49
2013-06-07,25
2013-06-08,20
2013-06-09,19
2013-06-10,72
2013-06-11,16
2013-06-12,48
2013-06-13,33
2013-06-14,17
2013-06-15,0
2013-06-16,20
2013-06-17,24
2013-06-18,48
2013-06-19,25
2013-06-20,50
2013-06-21,26
2013-06-22,30
2013-06-23,0
2013-06-24,33
2013-06-25,32
2013-06-26,66
2013-06-27,50
2013-06-28,26
2013-06-29,20
2013-06-30,0
2013-07-01,33
2013-07-02,49
2013-07-03,33
2013-07-04,0
2013-07-05,18
2013-07-06,0
2013-07-07,20
2013-07-08,33
2013-07-09,41
2013-07-10,51
2013-07-11,59
2013-07-12,9
2013-07-13,0
2013-07-14,20
2013-07-15,33
2013-07-16,8
2013-07-17,25
2013-07-18,42
2013-07-19,35
2013-07-20,10
2013-07-21,10
2013-07-22,41
2013-07-23,33
2013-07-24,34
2013-07-25,51
2013-07-26,35
2013-07-27,10
2013-07-28,20
2013-07-29,57
2013-07-30,16
2013-07-31,49
2013-08-01,76
2013-08-02,35
2013-08-03,10
2013-08-04,10
2013-08-05,42
2013-08-06,17
2013-08-07,68
2013-08-08,77
2013-08-09,35
2013-08-10,10
2013-08-11,20
2013-08-12,34
2013-08-13,16
2013-08-14,59
2013-08-15,9
2013-08-16,26
2013-08-17,10
2013-08-18,10
2013-08-19,41
2013-08-20,16
2013-08-21,24
2013-08-22,42
2013-08-23,34
2013-08-24,0
2013-08-25,10
2013-08-26,32
2013-08-27,32
2013-08-28,32
2013-08-29,8
2013-08-30,33
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,39
2013-09-04,48
2013-09-05,48
2013-09-06,91
2013-09-07,29
2013-09-08,0
2013-09-09,23
2013-09-10,46
2013-09-11,23
2013-09-12,16
2013-09-13,33
2013-09-14,28
2013-09-15,18
2013-09-16,23
2013-09-17,46
2013-09-18,55
2013-09-19,63
2013-09-20,41
2013-09-21,9
2013-09-22,46
2013-09-23,62
2013-09-24,31
2013-09-25,31
2013-09-26,80
2013-09-27,50
2013-09-28,0
2013-09-29,0
2013-09-30,31
2013-10-01,30
2013-10-02,31
2013-10-03,47
2013-10-04,65
2013-10-05,9
2013-10-06,27
2013-10-07,100
2013-10-08,46
2013-10-09,47
2013-10-10,72
2013-10-11,74
2013-10-12,9
2013-10-13,18
2013-10-14,72
2013-10-15,55
2013-10-16,39
2013-10-17,32
2013-10-18,25
2013-10-19,28
2013-10-20,9
2013-10-21,46
2013-10-22,38
2013-10-23,30
2013-10-24,38
2013-10-25,48
2013-10-26,92
2013-10-27,18
2013-10-28,75
2013-10-29,75
2013-10-30,23
2013-10-31,40
2013-11-01,42
2013-11-02,28
2013-11-03,18
2013-11-04,46
2013-11-05,45
2013-11-06,38
