date,MU stock
2011-01-01,0
2011-01-02,0
2011-01-03,33
2011-01-04,47
2011-01-05,32
2011-01-06,49
2011-01-07,0
2011-01-08,0
2011-01-09,19
2011-01-10,0
2011-01-11,0
2011-01-12,15
2011-01-13,31
2011-01-14,16
2011-01-15,57
2011-01-16,0
2011-01-17,0
2011-01-18,30
2011-01-19,45
2011-01-20,60
2011-01-21,47
2011-01-22,0
2011-01-23,18
2011-01-24,30
2011-01-25,15
2011-01-26,30
2011-01-27,15
2011-01-28,48
2011-01-29,0
2011-01-30,18
2011-01-31,43
2011-02-01,57
2011-02-02,0
2011-02-03,15
2011-02-04,15
2011-02-05,0
2011-02-06,0
2011-02-07,43
2011-02-08,44
2011-02-09,59
2011-02-10,30
2011-02-11,47
2011-02-12,0
2011-02-13,18
2011-02-14,29
2011-02-15,100
2011-02-16,29
2011-02-17,45
2011-02-18,15
2011-02-19,0
2011-02-20,18
2011-02-21,15
2011-02-22,0
2011-02-23,0
2011-02-24,45
2011-02-25,15
2011-02-26,36
2011-02-27,35
2011-02-28,43
2011-03-01,14
2011-03-02,44
2011-03-03,15
2011-03-04,46
2011-03-05,0
2011-03-06,0
2011-03-07,15
2011-03-08,30
2011-03-09,29
2011-03-10,15
2011-03-11,44
2011-03-12,0
2011-03-13,18
2011-03-14,61
2011-03-15,29
2011-03-16,29
2011-03-17,29
2011-03-18,31
2011-03-19,0
2011-03-20,0
2011-03-21,44
2011-03-22,0
2011-03-23,14
2011-03-24,30
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,14
2011-03-29,0
2011-03-30,58
2011-03-31,0
2011-04-01,15
2011-04-02,0
2011-04-03,36
2011-04-04,0
2011-04-05,29
2011-04-06,0
2011-04-07,30
2011-04-08,16
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,43
2011-04-13,15
2011-04-14,0
2011-04-15,0
2011-04-16,0
2011-04-17,38
2011-04-18,44
2011-04-19,15
2011-04-20,15
2011-04-21,16
2011-04-22,0
2011-04-23,40
2011-04-24,0
2011-04-25,0
2011-04-26,29
2011-04-27,0
2011-04-28,15
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,14
2011-05-03,29
2011-05-04,29
2011-05-05,30
2011-05-06,31
2011-05-07,0
2011-05-08,37
2011-05-09,14
2011-05-10,29
2011-05-11,14
2011-05-12,0
2011-05-13,15
2011-05-14,55
2011-05-15,35
2011-05-16,42
2011-05-17,0
2011-05-18,28
2011-05-19,0
2011-05-20,46
2011-05-21,18
2011-05-22,0
2011-05-23,28
2011-05-24,0
2011-05-25,29
2011-05-26,73
2011-05-27,15
2011-05-28,0
2011-05-29,37
2011-05-30,0
2011-05-31,14
2011-06-01,14
2011-06-02,15
2011-06-03,15
2011-06-04,19
2011-06-05,0
2011-06-06,14
2011-06-07,28
2011-06-08,29
2011-06-09,0
2011-06-10,60
2011-06-11,0
2011-06-12,0
2011-06-13,29
2011-06-14,56
2011-06-15,57
2011-06-16,14
2011-06-17,31
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,14
2011-06-22,0
2011-06-23,90
2011-06-24,47
2011-06-25,56
2011-06-26,0
2011-06-27,58
2011-06-28,0
2011-06-29,43
2011-06-30,29
2011-07-01,31
2011-07-02,19
2011-07-03,37
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,44
2011-07-08,0
2011-07-09,0
2011-07-10,19
2011-07-11,0
2011-07-12,43
2011-07-13,15
2011-07-14,0
2011-07-15,16
2011-07-16,19
2011-07-17,0
2011-07-18,57
2011-07-19,14
2011-07-20,44
2011-07-21,29
2011-07-22,15
2011-07-23,0
2011-07-24,0
2011-07-25,28
2011-07-26,14
2011-07-27,0
2011-07-28,44
2011-07-29,15
2011-07-30,18
2011-07-31,0
2011-08-01,0
2011-08-02,15
2011-08-03,44
2011-08-04,44
2011-08-05,15
2011-08-06,18
2011-08-07,18
2011-08-08,55
2011-08-09,0
2011-08-10,57
2011-08-11,14
2011-08-12,0
2011-08-13,18
2011-08-14,36
2011-08-15,0
2011-08-16,28
2011-08-17,43
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,42
2011-08-23,14
2011-08-24,42
2011-08-25,28
2011-08-26,44
2011-08-27,0
2011-08-28,17
2011-08-29,28
2011-08-30,55
2011-08-31,42
2011-09-01,0
2011-09-02,43
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,13
2011-09-07,54
2011-09-08,13
2011-09-09,56
2011-09-10,0
2011-09-11,16
2011-09-12,39
2011-09-13,13
2011-09-14,26
2011-09-15,13
2011-09-16,42
2011-09-17,0
2011-09-18,0
