date,MU stock
2012-01-26,66
2012-01-27,34
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,96
2012-02-01,48
2012-02-02,32
2012-02-03,100
2012-02-04,38
2012-02-05,19
2012-02-06,48
2012-02-07,48
2012-02-08,0
2012-02-09,16
2012-02-10,33
2012-02-11,0
2012-02-12,19
2012-02-13,31
2012-02-14,48
2012-02-15,16
2012-02-16,33
2012-02-17,17
2012-02-18,19
2012-02-19,0
2012-02-20,0
2012-02-21,16
2012-02-22,32
2012-02-23,32
2012-02-24,17
2012-02-25,19
2012-02-26,19
2012-02-27,0
2012-02-28,31
2012-02-29,63
2012-03-01,34
2012-03-02,18
2012-03-03,0
2012-03-04,0
2012-03-05,16
2012-03-06,31
2012-03-07,32
2012-03-08,0
2012-03-09,17
2012-03-10,0
2012-03-11,0
2012-03-12,47
2012-03-13,0
2012-03-14,0
2012-03-15,16
2012-03-16,17
2012-03-17,0
2012-03-18,0
2012-03-19,47
2012-03-20,0
2012-03-21,32
2012-03-22,16
2012-03-23,17
2012-03-24,19
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,16
2012-03-30,17
2012-03-31,0
2012-04-01,20
2012-04-02,0
2012-04-03,32
2012-04-04,0
2012-04-05,17
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,38
2012-04-10,33
2012-04-11,32
2012-04-12,32
2012-04-13,0
2012-04-14,19
2012-04-15,0
2012-04-16,16
2012-04-17,16
2012-04-18,31
2012-04-19,32
2012-04-20,0
2012-04-21,38
2012-04-22,37
2012-04-23,31
2012-04-24,16
2012-04-25,0
2012-04-26,0
2012-04-27,0
2012-04-28,0
2012-04-29,0
2012-04-30,33
2012-05-01,0
2012-05-02,47
2012-05-03,16
2012-05-04,17
2012-05-05,0
2012-05-06,0
2012-05-07,16
2012-05-08,31
2012-05-09,0
2012-05-10,16
2012-05-11,33
2012-05-12,0
2012-05-13,19
2012-05-14,0
2012-05-15,31
2012-05-16,0
2012-05-17,16
2012-05-18,33
2012-05-19,0
2012-05-20,19
2012-05-21,46
2012-05-22,0
2012-05-23,16
2012-05-24,32
2012-05-25,50
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,30
2012-05-30,0
2012-05-31,31
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,31
2012-06-06,15
2012-06-07,64
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,16
2012-06-14,0
2012-06-15,50
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,31
2012-06-21,31
2012-06-22,17
2012-06-23,0
2012-06-24,19
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,31
2012-07-03,31
2012-07-04,16
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,31
2012-07-10,0
2012-07-11,16
2012-07-12,16
2012-07-13,17
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,16
2012-07-18,16
2012-07-19,32
2012-07-20,34
2012-07-21,40
2012-07-22,0
2012-07-23,16
2012-07-24,47
2012-07-25,16
2012-07-26,16
2012-07-27,17
2012-07-28,0
2012-07-29,20
2012-07-30,0
2012-07-31,0
2012-08-01,16
2012-08-02,0
2012-08-03,33
2012-08-04,0
2012-08-05,0
2012-08-06,16
2012-08-07,16
2012-08-08,16
2012-08-09,48
2012-08-10,34
2012-08-11,0
2012-08-12,20
2012-08-13,16
2012-08-14,16
2012-08-15,33
2012-08-16,0
2012-08-17,34
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,16
2012-08-22,16
2012-08-23,16
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,31
2012-08-29,15
2012-08-30,16
2012-08-31,16
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,30
2012-09-05,0
2012-09-06,15
2012-09-07,16
2012-09-08,0
2012-09-09,18
2012-09-10,30
2012-09-11,15
2012-09-12,15
2012-09-13,15
2012-09-14,32
2012-09-15,37
2012-09-16,0
2012-09-17,0
2012-09-18,44
2012-09-19,30
2012-09-20,0
2012-09-21,0
2012-09-22,36
2012-09-23,36
2012-09-24,30
2012-09-25,15
2012-09-26,15
2012-09-27,30
2012-09-28,31
2012-09-29,36
2012-09-30,36
2012-10-01,15
2012-10-02,15
2012-10-03,0
2012-10-04,0
2012-10-05,31
2012-10-06,18
2012-10-07,34
2012-10-08,0
2012-10-09,43
2012-10-10,29
2012-10-11,14
2012-10-12,46
