date,MU stock
2018-02-13,25
2018-02-14,26
2018-02-15,31
2018-02-16,27
2018-02-17,9
2018-02-18,2
2018-02-19,7
2018-02-20,28
2018-02-21,22
2018-02-22,21
2018-02-23,36
2018-02-24,11
2018-02-25,7
2018-02-26,27
2018-02-27,32
2018-02-28,36
2018-03-01,29
2018-03-02,27
2018-03-03,8
2018-03-04,4
2018-03-05,38
2018-03-06,56
2018-03-07,52
2018-03-08,40
2018-03-09,46
2018-03-10,11
2018-03-11,8
2018-03-12,66
2018-03-13,81
2018-03-14,62
2018-03-15,53
2018-03-16,53
2018-03-17,12
2018-03-18,10
2018-03-19,54
2018-03-20,63
2018-03-21,54
2018-03-22,100
2018-03-23,92
2018-03-24,21
2018-03-25,8
2018-03-26,57
2018-03-27,54
2018-03-28,58
2018-03-29,41
2018-03-30,23
2018-03-31,6
2018-04-01,6
2018-04-02,44
2018-04-03,40
2018-04-04,42
2018-04-05,61
2018-04-06,41
2018-04-07,12
2018-04-08,7
2018-04-09,31
