date,MU stock
2012-06-04,0
2012-06-05,35
2012-06-06,18
2012-06-07,18
2012-06-08,38
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,35
2012-06-13,0
2012-06-14,18
2012-06-15,38
2012-06-16,22
2012-06-17,0
2012-06-18,35
2012-06-19,0
2012-06-20,35
2012-06-21,54
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,17
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,19
2012-06-30,0
2012-07-01,0
2012-07-02,18
2012-07-03,18
2012-07-04,0
2012-07-05,18
2012-07-06,57
2012-07-07,0
2012-07-08,22
2012-07-09,18
2012-07-10,0
2012-07-11,18
2012-07-12,0
2012-07-13,38
2012-07-14,22
2012-07-15,0
2012-07-16,0
2012-07-17,18
2012-07-18,18
2012-07-19,37
2012-07-20,19
2012-07-21,0
2012-07-22,23
2012-07-23,0
2012-07-24,18
2012-07-25,18
2012-07-26,18
2012-07-27,19
2012-07-28,23
2012-07-29,0
2012-07-30,0
2012-07-31,18
2012-08-01,0
2012-08-02,37
2012-08-03,19
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,18
2012-08-08,0
2012-08-09,18
2012-08-10,58
2012-08-11,0
2012-08-12,0
2012-08-13,18
2012-08-14,36
2012-08-15,0
2012-08-16,18
2012-08-17,0
2012-08-18,0
2012-08-19,23
2012-08-20,55
2012-08-21,55
2012-08-22,18
2012-08-23,36
2012-08-24,19
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,52
2012-08-29,17
2012-08-30,36
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,34
2012-09-05,17
2012-09-06,17
2012-09-07,19
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,17
2012-09-12,0
2012-09-13,34
2012-09-14,0
2012-09-15,42
2012-09-16,0
2012-09-17,0
2012-09-18,17
2012-09-19,52
2012-09-20,0
2012-09-21,18
2012-09-22,41
2012-09-23,41
2012-09-24,34
2012-09-25,17
2012-09-26,0
2012-09-27,69
2012-09-28,54
2012-09-29,42
2012-09-30,20
2012-10-01,34
2012-10-02,17
2012-10-03,0
2012-10-04,0
2012-10-05,18
2012-10-06,21
2012-10-07,20
2012-10-08,33
2012-10-09,16
2012-10-10,33
2012-10-11,17
2012-10-12,17
2012-10-13,40
2012-10-14,0
2012-10-15,16
2012-10-16,0
2012-10-17,16
2012-10-18,0
2012-10-19,17
2012-10-20,100
2012-10-21,0
2012-10-22,49
2012-10-23,64
2012-10-24,32
2012-10-25,33
2012-10-26,17
2012-10-27,0
2012-10-28,0
2012-10-29,16
2012-10-30,16
2012-10-31,17
2012-11-01,0
2012-11-02,0
2012-11-03,19
2012-11-04,0
2012-11-05,16
2012-11-06,16
2012-11-07,0
2012-11-08,49
2012-11-09,17
2012-11-10,19
2012-11-11,0
2012-11-12,0
2012-11-13,48
2012-11-14,16
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,19
2012-11-19,16
2012-11-20,63
2012-11-21,16
2012-11-22,0
2012-11-23,0
2012-11-24,19
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,16
2012-11-29,16
2012-11-30,50
2012-12-01,0
2012-12-02,0
2012-12-03,31
2012-12-04,16
2012-12-05,47
2012-12-06,32
2012-12-07,0
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,47
2012-12-12,79
2012-12-13,64
2012-12-14,33
2012-12-15,37
2012-12-16,0
2012-12-17,47
2012-12-18,16
2012-12-19,33
2012-12-20,16
2012-12-21,35
2012-12-22,20
2012-12-23,0
2012-12-24,20
2012-12-25,0
2012-12-26,36
2012-12-27,17
2012-12-28,35
2012-12-29,19
2012-12-30,0
2012-12-31,58
2013-01-01,41
2013-01-02,16
2013-01-03,63
2013-01-04,33
2013-01-05,0
2013-01-06,0
2013-01-07,46
2013-01-08,0
2013-01-09,15
2013-01-10,46
2013-01-11,16
2013-01-12,36
2013-01-13,0
2013-01-14,30
2013-01-15,30
2013-01-16,60
2013-01-17,30
2013-01-18,46
2013-01-19,36
2013-01-20,17
2013-01-21,0
2013-01-22,59
2013-01-23,45
2013-01-24,0
2013-01-25,47
2013-01-26,53
2013-01-27,0
2013-01-28,0
2013-01-29,44
2013-01-30,29
2013-01-31,15
2013-02-01,0
2013-02-02,18
2013-02-03,35
2013-02-04,15
2013-02-05,30
2013-02-06,45
2013-02-07,61
2013-02-08,16
2013-02-09,0
2013-02-10,36
2013-02-11,15
2013-02-12,31
2013-02-13,30
2013-02-14,15
2013-02-15,16
2013-02-16,0
2013-02-17,0
2013-02-18,15
2013-02-19,15
