date,MU stock
2015-12-26,96
2015-12-27,6
2015-12-28,23
2015-12-29,11
2015-12-30,15
2015-12-31,22
2016-01-01,11
2016-01-02,7
2016-01-03,6
2016-01-04,14
2016-01-05,31
2016-01-06,20
2016-01-07,20
2016-01-08,29
2016-01-09,3
2016-01-10,6
2016-01-11,16
2016-01-12,30
2016-01-13,25
2016-01-14,39
2016-01-15,34
2016-01-16,6
2016-01-17,9
2016-01-18,8
2016-01-19,19
2016-01-20,28
2016-01-21,31
2016-01-22,41
2016-01-23,6
2016-01-24,9
2016-01-25,17
2016-01-26,33
2016-01-27,19
2016-01-28,20
2016-01-29,43
2016-01-30,19
2016-01-31,6
2016-02-01,33
2016-02-02,41
2016-02-03,28
2016-02-04,20
2016-02-05,23
2016-02-06,0
2016-02-07,13
2016-02-08,17
2016-02-09,14
2016-02-10,16
2016-02-11,30
2016-02-12,26
2016-02-13,6
2016-02-14,3
2016-02-15,16
2016-02-16,33
2016-02-17,14
2016-02-18,27
2016-02-19,20
2016-02-20,6
2016-02-21,0
2016-02-22,24
2016-02-23,19
2016-02-24,11
2016-02-25,19
2016-02-26,26
2016-02-27,6
2016-02-28,3
2016-02-29,21
2016-03-01,14
2016-03-02,40
2016-03-03,32
2016-03-04,42
2016-03-05,6
2016-03-06,3
2016-03-07,27
2016-03-08,30
2016-03-09,22
2016-03-10,22
2016-03-11,26
2016-03-12,6
2016-03-13,0
2016-03-14,14
2016-03-15,19
2016-03-16,14
2016-03-17,14
2016-03-18,29
2016-03-19,0
2016-03-20,0
2016-03-21,25
2016-03-22,19
2016-03-23,14
2016-03-24,9
2016-03-25,12
2016-03-26,7
2016-03-27,0
2016-03-28,20
2016-03-29,24
2016-03-30,47
2016-03-31,39
2016-04-01,17
2016-04-02,0
2016-04-03,3
2016-04-04,14
2016-04-05,14
2016-04-06,16
2016-04-07,19
2016-04-08,26
2016-04-09,6
2016-04-10,9
2016-04-11,19
2016-04-12,24
2016-04-13,38
2016-04-14,33
2016-04-15,23
2016-04-16,6
2016-04-17,9
2016-04-18,19
2016-04-19,22
2016-04-20,19
2016-04-21,25
2016-04-22,40
2016-04-23,6
2016-04-24,3
2016-04-25,24
2016-04-26,27
2016-04-27,19
2016-04-28,36
2016-04-29,20
2016-04-30,6
2016-05-01,0
2016-05-02,25
2016-05-03,41
2016-05-04,33
2016-05-05,43
2016-05-06,6
2016-05-07,3
2016-05-08,3
2016-05-09,25
2016-05-10,19
2016-05-11,27
2016-05-12,16
2016-05-13,31
2016-05-14,3
2016-05-15,9
2016-05-16,35
2016-05-17,16
2016-05-18,8
2016-05-19,19
2016-05-20,23
2016-05-21,13
2016-05-22,0
2016-05-23,14
2016-05-24,24
2016-05-25,25
2016-05-26,34
2016-05-27,29
2016-05-28,3
2016-05-29,10
2016-05-30,25
2016-05-31,28
2016-06-01,50
2016-06-02,31
2016-06-03,35
2016-06-04,6
2016-06-05,6
2016-06-06,25
2016-06-07,31
2016-06-08,42
2016-06-09,28
2016-06-10,41
2016-06-11,0
2016-06-12,6
2016-06-13,25
2016-06-14,22
2016-06-15,19
2016-06-16,28
2016-06-17,17
2016-06-18,10
2016-06-19,7
2016-06-20,28
2016-06-21,36
2016-06-22,25
2016-06-23,46
2016-06-24,100
2016-06-25,26
2016-06-26,0
2016-06-27,38
2016-06-28,51
2016-06-29,42
2016-06-30,86
2016-07-01,71
2016-07-02,10
2016-07-03,3
2016-07-04,6
2016-07-05,24
2016-07-06,24
2016-07-07,52
2016-07-08,34
2016-07-09,3
2016-07-10,3
2016-07-11,26
2016-07-12,47
2016-07-13,35
2016-07-14,25
2016-07-15,33
2016-07-16,14
2016-07-17,0
2016-07-18,24
2016-07-19,23
2016-07-20,29
2016-07-21,27
2016-07-22,15
2016-07-23,7
2016-07-24,7
2016-07-25,26
2016-07-26,29
2016-07-27,50
2016-07-28,47
2016-07-29,28
2016-07-30,10
2016-07-31,3
2016-08-01,41
2016-08-02,38
2016-08-03,35
2016-08-04,15
2016-08-05,29
2016-08-06,11
2016-08-07,11
2016-08-08,21
2016-08-09,36
2016-08-10,24
2016-08-11,37
2016-08-12,29
2016-08-13,4
2016-08-14,0
2016-08-15,13
2016-08-16,28
2016-08-17,25
2016-08-18,41
2016-08-19,45
2016-08-20,4
2016-08-21,4
2016-08-22,25
2016-08-23,27
2016-08-24,15
2016-08-25,55
2016-08-26,49
2016-08-27,10
2016-08-28,7
2016-08-29,46
2016-08-30,40
2016-08-31,26
2016-09-01,17
2016-09-02,39
2016-09-03,14
2016-09-04,13
2016-09-05,0
2016-09-06,31
2016-09-07,38
2016-09-08,47
2016-09-09,51
2016-09-10,13
2016-09-11,7
