date,MU stock
2015-08-18,26
2015-08-19,56
2015-08-20,45
2015-08-21,31
2015-08-22,9
2015-08-23,0
2015-08-24,54
2015-08-25,40
2015-08-26,55
2015-08-27,33
2015-08-28,38
2015-08-29,17
2015-08-30,26
2015-08-31,29
2015-09-01,29
2015-09-02,14
2015-09-03,33
2015-09-04,52
2015-09-05,4
2015-09-06,4
2015-09-07,19
2015-09-08,18
2015-09-09,7
2015-09-10,18
2015-09-11,22
2015-09-12,33
2015-09-13,12
2015-09-14,31
2015-09-15,4
2015-09-16,43
2015-09-17,25
2015-09-18,37
2015-09-19,0
2015-09-20,0
2015-09-21,10
2015-09-22,39
2015-09-23,18
2015-09-24,44
2015-09-25,26
2015-09-26,8
2015-09-27,4
2015-09-28,27
2015-09-29,21
2015-09-30,24
2015-10-01,50
2015-10-02,44
2015-10-03,8
2015-10-04,8
2015-10-05,49
2015-10-06,62
2015-10-07,38
2015-10-08,42
2015-10-09,26
2015-10-10,0
2015-10-11,4
2015-10-12,39
2015-10-13,45
2015-10-14,17
2015-10-15,35
2015-10-16,44
2015-10-17,4
2015-10-18,4
2015-10-19,45
2015-10-20,41
2015-10-21,31
2015-10-22,7
2015-10-23,22
2015-10-24,8
2015-10-25,0
2015-10-26,31
2015-10-27,17
2015-10-28,21
2015-10-29,42
2015-10-30,33
2015-10-31,12
2015-11-01,4
2015-11-02,42
2015-11-03,35
2015-11-04,31
2015-11-05,24
2015-11-06,22
2015-11-07,12
2015-11-08,8
2015-11-09,14
2015-11-10,20
2015-11-11,21
2015-11-12,18
2015-11-13,14
2015-11-14,8
2015-11-15,0
2015-11-16,17
2015-11-17,27
2015-11-18,34
2015-11-19,24
2015-11-20,18
2015-11-21,0
2015-11-22,8
2015-11-23,21
2015-11-24,20
2015-11-25,10
2015-11-26,7
2015-11-27,7
2015-11-28,8
2015-11-29,8
2015-11-30,27
2015-12-01,7
2015-12-02,20
2015-12-03,21
2015-12-04,28
2015-12-05,8
2015-12-06,4
2015-12-07,31
2015-12-08,24
2015-12-09,28
2015-12-10,24
2015-12-11,25
2015-12-12,4
2015-12-13,8
2015-12-14,31
2015-12-15,39
2015-12-16,40
2015-12-17,29
2015-12-18,27
2015-12-19,4
2015-12-20,8
2015-12-21,15
2015-12-22,45
2015-12-23,35
2015-12-24,44
2015-12-25,19
2015-12-26,100
2015-12-27,9
2015-12-28,41
2015-12-29,23
2015-12-30,8
2015-12-31,21
2016-01-01,19
2016-01-02,0
2016-01-03,0
2016-01-04,41
2016-01-05,22
2016-01-06,30
2016-01-07,42
2016-01-08,19
2016-01-09,17
2016-01-10,8
2016-01-11,40
2016-01-12,18
2016-01-13,43
2016-01-14,36
2016-01-15,15
2016-01-16,21
2016-01-17,12
2016-01-18,11
2016-01-19,29
2016-01-20,33
2016-01-21,45
2016-01-22,34
2016-01-23,8
2016-01-24,12
2016-01-25,33
2016-01-26,18
2016-01-27,18
2016-01-28,37
2016-01-29,38
2016-01-30,21
2016-01-31,8
2016-02-01,33
2016-02-02,90
2016-02-03,29
2016-02-04,34
2016-02-05,42
2016-02-06,9
2016-02-07,4
2016-02-08,29
2016-02-09,19
2016-02-10,29
2016-02-11,33
2016-02-12,23
2016-02-13,4
2016-02-14,8
2016-02-15,4
2016-02-16,21
2016-02-17,46
2016-02-18,22
2016-02-19,30
2016-02-20,17
2016-02-21,0
2016-02-22,35
2016-02-23,32
2016-02-24,32
2016-02-25,29
2016-02-26,30
2016-02-27,12
2016-02-28,12
2016-02-29,17
2016-03-01,42
2016-03-02,46
2016-03-03,40
2016-03-04,37
2016-03-05,4
2016-03-06,12
2016-03-07,35
2016-03-08,57
2016-03-09,29
2016-03-10,43
2016-03-11,34
2016-03-12,12
2016-03-13,4
2016-03-14,25
2016-03-15,28
2016-03-16,18
2016-03-17,29
2016-03-18,19
2016-03-19,12
2016-03-20,0
2016-03-21,22
2016-03-22,29
2016-03-23,18
2016-03-24,27
2016-03-25,16
2016-03-26,9
2016-03-27,4
2016-03-28,38
2016-03-29,36
2016-03-30,76
2016-03-31,47
2016-04-01,37
2016-04-02,17
2016-04-03,8
2016-04-04,57
2016-04-05,25
2016-04-06,43
2016-04-07,37
2016-04-08,45
2016-04-09,17
2016-04-10,8
2016-04-11,32
2016-04-12,14
2016-04-13,33
2016-04-14,26
2016-04-15,38
2016-04-16,13
2016-04-17,8
2016-04-18,32
2016-04-19,36
2016-04-20,36
2016-04-21,33
2016-04-22,31
2016-04-23,13
2016-04-24,0
2016-04-25,25
2016-04-26,42
2016-04-27,68
2016-04-28,41
2016-04-29,42
2016-04-30,17
2016-05-01,21
2016-05-02,22
2016-05-03,36
2016-05-04,25
