date,MU stock
2017-01-19,18
2017-01-20,16
2017-01-21,30
2017-01-22,6
2017-01-23,12
2017-01-24,15
2017-01-25,11
2017-01-26,27
2017-01-27,10
2017-01-28,4
2017-01-29,0
2017-01-30,13
2017-01-31,18
2017-02-01,16
2017-02-02,18
2017-02-03,16
2017-02-04,5
2017-02-05,3
2017-02-06,11
2017-02-07,14
2017-02-08,13
2017-02-09,25
2017-02-10,8
2017-02-11,5
2017-02-12,2
2017-02-13,17
2017-02-14,19
2017-02-15,23
2017-02-16,15
2017-02-17,22
2017-02-18,7
2017-02-19,4
2017-02-20,8
2017-02-21,13
2017-02-22,19
2017-02-23,19
2017-02-24,15
2017-02-25,3
2017-02-26,4
2017-02-27,20
2017-02-28,16
2017-03-01,26
2017-03-02,31
2017-03-03,13
2017-03-04,6
2017-03-05,1
2017-03-06,15
2017-03-07,28
2017-03-08,23
2017-03-09,20
2017-03-10,19
2017-03-11,5
2017-03-12,2
2017-03-13,14
2017-03-14,22
2017-03-15,20
2017-03-16,18
2017-03-17,18
2017-03-18,2
2017-03-19,3
2017-03-20,19
2017-03-21,14
2017-03-22,23
2017-03-23,51
2017-03-24,80
2017-03-25,22
2017-03-26,7
2017-03-27,44
2017-03-28,29
2017-03-29,27
2017-03-30,36
2017-03-31,38
2017-04-01,11
2017-04-02,8
2017-04-03,24
2017-04-04,25
2017-04-05,20
2017-04-06,18
2017-04-07,17
2017-04-08,5
2017-04-09,2
2017-04-10,26
2017-04-11,29
2017-04-12,30
2017-04-13,30
2017-04-14,6
2017-04-15,2
2017-04-16,4
2017-04-17,20
2017-04-18,20
2017-04-19,12
2017-04-20,20
2017-04-21,18
2017-04-22,7
2017-04-23,2
2017-04-24,29
2017-04-25,25
2017-04-26,20
2017-04-27,22
2017-04-28,25
2017-04-29,4
2017-04-30,3
2017-05-01,17
2017-05-02,20
2017-05-03,30
2017-05-04,21
2017-05-05,24
2017-05-06,7
2017-05-07,5
2017-05-08,26
2017-05-09,27
2017-05-10,26
2017-05-11,17
2017-05-12,27
2017-05-13,2
2017-05-14,3
2017-05-15,22
2017-05-16,25
2017-05-17,27
2017-05-18,20
2017-05-19,18
2017-05-20,1
2017-05-21,4
2017-05-22,21
2017-05-23,12
2017-05-24,16
2017-05-25,26
2017-05-26,26
2017-05-27,8
2017-05-28,10
2017-05-29,5
2017-05-30,23
2017-05-31,29
2017-06-01,28
2017-06-02,30
2017-06-03,6
2017-06-04,3
2017-06-05,23
2017-06-06,27
2017-06-07,31
2017-06-08,29
2017-06-09,31
2017-06-10,9
2017-06-11,4
2017-06-12,38
2017-06-13,30
2017-06-14,31
2017-06-15,39
2017-06-16,24
2017-06-17,7
2017-06-18,6
2017-06-19,23
2017-06-20,27
2017-06-21,32
2017-06-22,36
2017-06-23,41
2017-06-24,7
2017-06-25,6
2017-06-26,38
2017-06-27,30
2017-06-28,56
2017-06-29,83
2017-06-30,100
2017-07-01,11
2017-07-02,10
2017-07-03,38
2017-07-04,17
2017-07-05,43
2017-07-06,46
2017-07-07,34
2017-07-08,15
2017-07-09,8
2017-07-10,39
2017-07-11,37
2017-07-12,42
2017-07-13,37
2017-07-14,42
2017-07-15,11
2017-07-16,2
2017-07-17,36
2017-07-18,28
2017-07-19,40
2017-07-20,36
2017-07-21,34
2017-07-22,6
2017-07-23,5
2017-07-24,27
2017-07-25,42
2017-07-26,50
2017-07-27,47
2017-07-28,36
2017-07-29,17
2017-07-30,7
2017-07-31,44
2017-08-01,41
2017-08-02,32
2017-08-03,37
2017-08-04,35
2017-08-05,13
2017-08-06,3
2017-08-07,40
2017-08-08,26
2017-08-09,38
2017-08-10,39
2017-08-11,27
2017-08-12,3
2017-08-13,6
2017-08-14,25
2017-08-15,43
2017-08-16,39
2017-08-17,24
2017-08-18,29
2017-08-19,10
2017-08-20,6
2017-08-21,28
2017-08-22,43
2017-08-23,25
2017-08-24,26
2017-08-25,23
2017-08-26,8
2017-08-27,7
2017-08-28,21
2017-08-29,32
2017-08-30,30
2017-08-31,33
2017-09-01,41
2017-09-02,13
2017-09-03,3
2017-09-04,5
2017-09-05,27
2017-09-06,31
2017-09-07,32
2017-09-08,33
2017-09-09,41
2017-09-10,4
2017-09-11,30
2017-09-12,45
2017-09-13,38
2017-09-14,42
2017-09-15,19
2017-09-16,11
2017-09-17,3
2017-09-18,29
2017-09-19,58
2017-09-20,48
2017-09-21,47
2017-09-22,38
2017-09-23,8
2017-09-24,8
2017-09-25,56
2017-09-26,91
2017-09-27,89
2017-09-28,67
2017-09-29,65
2017-09-30,16
2017-10-01,8
2017-10-02,50
2017-10-03,70
2017-10-04,46
2017-10-05,46
2017-10-06,43
