date,HAS stock
2017-05-29,28
2017-05-30,27
2017-05-31,35
2017-06-01,33
2017-06-02,39
2017-06-03,24
2017-06-04,40
2017-06-05,33
2017-06-06,40
2017-06-07,33
2017-06-08,39
2017-06-09,30
2017-06-10,31
2017-06-11,40
2017-06-12,38
2017-06-13,41
2017-06-14,35
2017-06-15,33
2017-06-16,32
2017-06-17,27
2017-06-18,23
2017-06-19,36
2017-06-20,57
2017-06-21,43
2017-06-22,41
2017-06-23,30
2017-06-24,19
2017-06-25,31
2017-06-26,31
2017-06-27,24
2017-06-28,42
2017-06-29,32
2017-06-30,39
2017-07-01,21
2017-07-02,31
2017-07-03,36
2017-07-04,23
2017-07-05,19
2017-07-06,38
2017-07-07,58
2017-07-08,18
2017-07-09,30
2017-07-10,29
2017-07-11,31
2017-07-12,24
2017-07-13,29
2017-07-14,40
2017-07-15,25
2017-07-16,32
2017-07-17,37
2017-07-18,40
2017-07-19,37
2017-07-20,35
2017-07-21,34
2017-07-22,28
2017-07-23,23
2017-07-24,49
2017-07-25,33
2017-07-26,45
2017-07-27,31
2017-07-28,46
2017-07-29,33
2017-07-30,19
2017-07-31,43
2017-08-01,41
2017-08-02,47
2017-08-03,48
2017-08-04,28
2017-08-05,18
2017-08-06,28
2017-08-07,36
2017-08-08,30
2017-08-09,27
2017-08-10,38
2017-08-11,32
2017-08-12,24
2017-08-13,19
2017-08-14,23
2017-08-15,25
2017-08-16,37
2017-08-17,30
2017-08-18,25
2017-08-19,23
2017-08-20,36
2017-08-21,18
2017-08-22,23
2017-08-23,29
2017-08-24,35
2017-08-25,37
2017-08-26,19
2017-08-27,18
2017-08-28,35
2017-08-29,38
2017-08-30,45
2017-08-31,47
2017-09-01,26
2017-09-02,37
2017-09-03,27
2017-09-04,37
2017-09-05,32
2017-09-06,42
2017-09-07,46
2017-09-08,56
2017-09-09,24
2017-09-10,30
2017-09-11,47
2017-09-12,51
2017-09-13,37
2017-09-14,49
2017-09-15,43
2017-09-16,22
2017-09-17,36
2017-09-18,44
2017-09-19,52
2017-09-20,52
2017-09-21,52
2017-09-22,54
2017-09-23,35
2017-09-24,38
2017-09-25,49
2017-09-26,51
2017-09-27,34
2017-09-28,52
2017-09-29,45
2017-09-30,44
2017-10-01,43
2017-10-02,56
2017-10-03,79
2017-10-04,53
2017-10-05,64
2017-10-06,47
2017-10-07,35
2017-10-08,35
2017-10-09,62
2017-10-10,71
2017-10-11,62
2017-10-12,53
2017-10-13,60
2017-10-14,42
2017-10-15,50
2017-10-16,61
2017-10-17,47
2017-10-18,51
2017-10-19,67
2017-10-20,54
2017-10-21,43
2017-10-22,46
2017-10-23,61
2017-10-24,65
2017-10-25,66
2017-10-26,55
2017-10-27,61
2017-10-28,40
2017-10-29,62
2017-10-30,69
2017-10-31,81
2017-11-01,46
2017-11-02,83
2017-11-03,60
2017-11-04,48
2017-11-05,54
2017-11-06,87
2017-11-07,73
2017-11-08,81
2017-11-09,61
2017-11-10,57
2017-11-11,49
2017-11-12,64
2017-11-13,79
2017-11-14,78
2017-11-15,78
2017-11-16,69
2017-11-17,79
2017-11-18,46
2017-11-19,59
2017-11-20,81
2017-11-21,70
2017-11-22,45
2017-11-23,36
2017-11-24,39
2017-11-25,57
2017-11-26,63
2017-11-27,83
2017-11-28,79
2017-11-29,87
2017-11-30,100
2017-12-01,69
2017-12-02,86
2017-12-03,65
2017-12-04,94
2017-12-05,82
2017-12-06,78
2017-12-07,87
2017-12-08,56
2017-12-09,64
2017-12-10,86
2017-12-11,85
2017-12-12,85
2017-12-13,75
2017-12-14,75
2017-12-15,65
2017-12-16,46
2017-12-17,34
2017-12-18,45
2017-12-19,51
2017-12-20,41
2017-12-21,32
2017-12-22,52
2017-12-23,39
2017-12-24,18
2017-12-25,16
2017-12-26,21
2017-12-27,33
2017-12-28,36
2017-12-29,40
2017-12-30,23
2017-12-31,16
2018-01-01,19
2018-01-02,25
2018-01-03,34
2018-01-04,27
2018-01-05,41
2018-01-06,42
2018-01-07,20
2018-01-08,37
2018-01-09,33
2018-01-10,43
2018-01-11,40
2018-01-12,39
2018-01-13,30
2018-01-14,19
2018-01-15,35
2018-01-16,40
2018-01-17,40
2018-01-18,41
2018-01-19,46
2018-01-20,30
2018-01-21,33
2018-01-22,41
2018-01-23,41
2018-01-24,43
2018-01-25,48
2018-01-26,40
2018-01-27,38
2018-01-28,38
2018-01-29,43
2018-01-30,56
2018-01-31,57
2018-02-01,47
2018-02-02,51
2018-02-03,39
2018-02-04,39
2018-02-05,63
2018-02-06,89
2018-02-07,78
2018-02-08,63
2018-02-09,59
2018-02-10,46
2018-02-11,44
2018-02-12,52
2018-02-13,38
