date,ADSK stock
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,25
2013-11-13,25
2013-11-14,0
2013-11-15,53
2013-11-16,30
2013-11-17,0
2013-11-18,25
2013-11-19,0
2013-11-20,0
2013-11-21,76
2013-11-22,51
2013-11-23,0
2013-11-24,29
2013-11-25,49
2013-11-26,48
2013-11-27,0
2013-11-28,27
2013-11-29,0
2013-11-30,30
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,74
2013-12-05,0
2013-12-06,26
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,74
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,30
2013-12-15,0
2013-12-16,0
2013-12-17,51
2013-12-18,77
2013-12-19,0
2013-12-20,84
2013-12-21,0
2013-12-22,0
2013-12-23,28
2013-12-24,31
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,30
2013-12-29,30
2013-12-30,0
2013-12-31,0
2014-01-01,64
2014-01-02,0
2014-01-03,52
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,0
2014-01-08,49
2014-01-09,25
2014-01-10,25
2014-01-11,0
2014-01-12,0
2014-01-13,24
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,24
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,28
2014-01-26,0
2014-01-27,0
2014-01-28,0
2014-01-29,0
2014-01-30,24
2014-01-31,100
2014-02-01,56
2014-02-02,0
2014-02-03,24
2014-02-04,24
2014-02-05,0
2014-02-06,0
2014-02-07,0
2014-02-08,55
2014-02-09,0
2014-02-10,23
2014-02-11,23
2014-02-12,23
2014-02-13,71
2014-02-14,49
2014-02-15,28
2014-02-16,0
2014-02-17,0
2014-02-18,0
2014-02-19,47
2014-02-20,0
2014-02-21,50
2014-02-22,83
2014-02-23,0
2014-02-24,0
2014-02-25,24
2014-02-26,24
2014-02-27,0
2014-02-28,25
2014-03-01,0
2014-03-02,55
2014-03-03,48
2014-03-04,24
2014-03-05,24
2014-03-06,0
2014-03-07,25
2014-03-08,0
2014-03-09,56
2014-03-10,0
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,0
2014-03-16,0
2014-03-17,24
2014-03-18,0
2014-03-19,0
2014-03-20,0
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,0
2014-03-25,0
2014-03-26,0
2014-03-27,24
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,47
2014-04-02,24
2014-04-03,24
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,23
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,0
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,30
2014-04-21,0
2014-04-22,0
2014-04-23,24
2014-04-24,0
2014-04-25,25
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,23
2014-04-30,0
2014-05-01,0
2014-05-02,51
2014-05-03,0
2014-05-04,0
2014-05-05,24
2014-05-06,0
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,28
2014-05-12,47
2014-05-13,0
2014-05-14,47
2014-05-15,47
2014-05-16,73
2014-05-17,0
2014-05-18,29
2014-05-19,0
2014-05-20,24
2014-05-21,0
2014-05-22,0
2014-05-23,27
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,27
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-07,33
2014-06-08,0
2014-06-09,26
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,26
2014-06-18,26
2014-06-19,54
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,53
2014-07-02,27
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,0
2014-07-11,28
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,26
2014-07-16,27
2014-07-17,27
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,54
