date,ADSK stock
2018-02-13,34
2018-02-14,17
2018-02-15,9
2018-02-16,18
2018-02-17,0
2018-02-18,0
2018-02-19,8
2018-02-20,0
2018-02-21,8
2018-02-22,17
2018-02-23,9
2018-02-24,0
2018-02-25,0
2018-02-26,0
2018-02-27,8
2018-02-28,8
2018-03-01,49
2018-03-02,17
2018-03-03,10
2018-03-04,9
2018-03-05,0
2018-03-06,57
2018-03-07,100
2018-03-08,51
2018-03-09,35
2018-03-10,10
2018-03-11,0
2018-03-12,58
2018-03-13,33
2018-03-14,0
2018-03-15,17
2018-03-16,17
2018-03-17,10
2018-03-18,19
2018-03-19,25
2018-03-20,25
2018-03-21,67
2018-03-22,42
2018-03-23,26
2018-03-24,0
2018-03-25,10
2018-03-26,8
2018-03-27,51
2018-03-28,35
2018-03-29,45
2018-03-30,29
2018-03-31,0
2018-04-01,0
2018-04-02,18
2018-04-03,34
2018-04-04,34
2018-04-05,9
2018-04-06,9
2018-04-07,0
2018-04-08,0
