date,ADSK stock
2017-05-29,6
2017-05-30,18
2017-05-31,12
2017-06-01,19
2017-06-02,19
2017-06-03,7
2017-06-04,7
2017-06-05,18
2017-06-06,24
2017-06-07,18
2017-06-08,12
2017-06-09,18
2017-06-10,7
2017-06-11,0
2017-06-12,0
2017-06-13,12
2017-06-14,12
2017-06-15,0
2017-06-16,13
2017-06-17,0
2017-06-18,0
2017-06-19,12
2017-06-20,0
2017-06-21,11
2017-06-22,0
2017-06-23,6
2017-06-24,0
2017-06-25,7
2017-06-26,6
2017-06-27,0
2017-06-28,12
2017-06-29,6
2017-06-30,19
2017-07-01,0
2017-07-02,0
2017-07-03,6
2017-07-04,6
2017-07-05,13
2017-07-06,6
2017-07-07,0
2017-07-08,0
2017-07-09,0
2017-07-10,12
2017-07-11,6
2017-07-12,0
2017-07-13,0
2017-07-14,0
2017-07-15,0
2017-07-16,0
2017-07-17,0
2017-07-18,12
2017-07-19,36
2017-07-20,0
2017-07-21,13
2017-07-22,7
2017-07-23,0
2017-07-24,6
2017-07-25,6
2017-07-26,6
2017-07-27,12
2017-07-28,0
2017-07-29,7
2017-07-30,0
2017-07-31,0
2017-08-01,17
2017-08-02,23
2017-08-03,0
2017-08-04,24
2017-08-05,0
2017-08-06,0
2017-08-07,6
2017-08-08,6
2017-08-09,6
2017-08-10,0
2017-08-11,0
2017-08-12,7
2017-08-13,0
2017-08-14,0
2017-08-15,6
2017-08-16,12
2017-08-17,18
2017-08-18,6
2017-08-19,7
2017-08-20,0
2017-08-21,12
2017-08-22,17
2017-08-23,6
2017-08-24,36
2017-08-25,50
2017-08-26,7
2017-08-27,0
2017-08-28,41
2017-08-29,12
2017-08-30,12
2017-08-31,18
2017-09-01,6
2017-09-02,0
2017-09-03,0
2017-09-04,0
2017-09-05,0
2017-09-06,6
2017-09-07,6
2017-09-08,6
2017-09-09,0
2017-09-10,7
2017-09-11,11
2017-09-12,17
2017-09-13,11
2017-09-14,29
2017-09-15,6
2017-09-16,0
2017-09-17,0
2017-09-18,23
2017-09-19,0
2017-09-20,12
2017-09-21,12
2017-09-22,12
2017-09-23,0
2017-09-24,0
2017-09-25,12
2017-09-26,11
2017-09-27,34
2017-09-28,17
2017-09-29,6
2017-09-30,7
2017-10-01,0
2017-10-02,6
2017-10-03,0
2017-10-04,11
2017-10-05,17
2017-10-06,30
2017-10-07,0
2017-10-08,0
2017-10-09,11
2017-10-10,6
2017-10-11,11
2017-10-12,17
2017-10-13,6
2017-10-14,0
2017-10-15,7
2017-10-16,0
2017-10-17,6
2017-10-18,23
2017-10-19,6
2017-10-20,12
2017-10-21,0
2017-10-22,0
2017-10-23,11
2017-10-24,11
2017-10-25,0
2017-10-26,6
2017-10-27,18
2017-10-28,0
2017-10-29,6
2017-10-30,11
2017-10-31,6
2017-11-01,23
2017-11-02,6
2017-11-03,17
2017-11-04,6
2017-11-05,6
2017-11-06,0
2017-11-07,6
2017-11-08,11
2017-11-09,0
2017-11-10,17
2017-11-11,13
2017-11-12,0
2017-11-13,6
2017-11-14,6
2017-11-15,6
2017-11-16,17
2017-11-17,12
2017-11-18,6
2017-11-19,0
2017-11-20,0
2017-11-21,17
2017-11-22,22
2017-11-23,0
2017-11-24,0
2017-11-25,0
2017-11-26,13
2017-11-27,16
2017-11-28,59
2017-11-29,100
2017-11-30,74
2017-12-01,17
2017-12-02,0
2017-12-03,0
2017-12-04,33
2017-12-05,16
2017-12-06,17
2017-12-07,11
2017-12-08,12
2017-12-09,0
2017-12-10,0
2017-12-11,5
2017-12-12,22
2017-12-13,22
2017-12-14,17
2017-12-15,12
2017-12-16,13
2017-12-17,0
2017-12-18,17
2017-12-19,0
2017-12-20,12
2017-12-21,6
2017-12-22,13
2017-12-23,7
2017-12-24,0
2017-12-25,7
2017-12-26,6
2017-12-27,6
2017-12-28,12
2017-12-29,0
2017-12-30,7
2017-12-31,0
2018-01-01,0
2018-01-02,17
2018-01-03,17
2018-01-04,22
2018-01-05,17
2018-01-06,6
2018-01-07,0
2018-01-08,0
2018-01-09,11
2018-01-10,5
2018-01-11,0
2018-01-12,17
2018-01-13,12
2018-01-14,6
2018-01-15,0
2018-01-16,16
2018-01-17,16
2018-01-18,5
2018-01-19,11
2018-01-20,0
2018-01-21,0
2018-01-22,0
2018-01-23,26
2018-01-24,11
2018-01-25,27
2018-01-26,23
2018-01-27,0
2018-01-28,6
2018-01-29,5
2018-01-30,0
2018-01-31,0
2018-02-01,11
2018-02-02,22
2018-02-03,0
2018-02-04,12
2018-02-05,0
2018-02-06,11
2018-02-07,11
2018-02-08,11
2018-02-09,0
2018-02-10,0
2018-02-11,6
2018-02-12,16
2018-02-13,33
