date,ADSK stock
2014-07-24,27
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,0
2014-07-30,27
2014-07-31,27
2014-08-01,0
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,26
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,80
2014-08-15,29
2014-08-16,32
2014-08-17,0
2014-08-18,26
2014-08-19,0
2014-08-20,0
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,31
2014-08-25,26
2014-08-26,0
2014-08-27,0
2014-08-28,26
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,25
2014-09-04,0
2014-09-05,0
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,0
2014-09-11,0
2014-09-12,26
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,50
2014-09-17,25
2014-09-18,0
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,25
2014-09-23,0
2014-09-24,0
2014-09-25,25
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,100
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,30
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,0
2014-10-15,0
2014-10-16,49
2014-10-17,0
2014-10-18,29
2014-10-19,0
2014-10-20,24
2014-10-21,0
2014-10-22,0
2014-10-23,25
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,24
2014-10-29,24
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,28
2014-11-03,24
2014-11-04,48
2014-11-05,0
2014-11-06,48
2014-11-07,25
2014-11-08,0
2014-11-09,28
2014-11-10,24
2014-11-11,0
2014-11-12,24
2014-11-13,0
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,0
2014-11-19,0
2014-11-20,48
2014-11-21,75
2014-11-22,0
2014-11-23,0
2014-11-24,24
2014-11-25,0
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,0
2014-12-02,23
2014-12-03,71
2014-12-04,48
2014-12-05,25
2014-12-06,0
2014-12-07,0
2014-12-08,0
2014-12-09,0
2014-12-10,0
2014-12-11,24
2014-12-12,25
2014-12-13,29
2014-12-14,0
2014-12-15,0
2014-12-16,0
2014-12-17,0
2014-12-18,0
2014-12-19,0
2014-12-20,59
2014-12-21,0
2014-12-22,0
2014-12-23,0
2014-12-24,59
2014-12-25,0
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,0
2014-12-30,26
2014-12-31,0
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,0
2015-01-06,0
2015-01-07,47
2015-01-08,0
2015-01-09,0
2015-01-10,0
2015-01-11,0
2015-01-12,0
2015-01-13,45
2015-01-14,23
2015-01-15,0
2015-01-16,0
2015-01-17,27
2015-01-18,0
2015-01-19,0
2015-01-20,23
2015-01-21,23
2015-01-22,0
2015-01-23,0
2015-01-24,0
2015-01-25,0
2015-01-26,0
2015-01-27,0
2015-01-28,0
2015-01-29,0
2015-01-30,0
2015-01-31,0
2015-02-01,0
2015-02-02,0
2015-02-03,0
2015-02-04,22
2015-02-05,23
2015-02-06,23
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,0
2015-02-12,0
2015-02-13,24
2015-02-14,0
2015-02-15,0
2015-02-16,0
2015-02-17,0
2015-02-18,23
2015-02-19,23
2015-02-20,0
2015-02-21,0
2015-02-22,0
2015-02-23,0
2015-02-24,0
2015-02-25,0
2015-02-26,23
2015-02-27,70
2015-02-28,26
2015-03-01,0
2015-03-02,0
2015-03-03,23
2015-03-04,0
2015-03-05,23
2015-03-06,0
2015-03-07,0
2015-03-08,0
2015-03-09,0
2015-03-10,0
2015-03-11,0
2015-03-12,23
2015-03-13,23
2015-03-14,0
2015-03-15,0
2015-03-16,23
2015-03-17,0
2015-03-18,0
2015-03-19,0
2015-03-20,0
2015-03-21,0
2015-03-22,0
2015-03-23,22
2015-03-24,0
2015-03-25,33
2015-03-26,0
2015-03-27,0
2015-03-28,0
2015-03-29,0
2015-03-30,45
2015-03-31,0
2015-04-01,0
2015-04-02,0
2015-04-03,26
2015-04-04,0
2015-04-05,0
2015-04-06,48
2015-04-07,23
2015-04-08,0
2015-04-09,0
2015-04-10,48
