date,ADSK stock
2013-06-29,32
2013-06-30,32
2013-07-01,0
2013-07-02,26
2013-07-03,0
2013-07-04,0
2013-07-05,28
2013-07-06,0
2013-07-07,0
2013-07-08,52
2013-07-09,0
2013-07-10,0
2013-07-11,0
2013-07-12,28
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,26
2013-07-17,0
2013-07-18,27
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,26
2013-07-23,0
2013-07-24,0
2013-07-25,0
2013-07-26,0
2013-07-27,0
2013-07-28,0
2013-07-29,0
2013-07-30,0
2013-07-31,0
2013-08-01,0
2013-08-02,28
2013-08-03,33
2013-08-04,0
2013-08-05,26
2013-08-06,27
2013-08-07,0
2013-08-08,0
2013-08-09,28
2013-08-10,32
2013-08-11,0
2013-08-12,0
2013-08-13,26
2013-08-14,80
2013-08-15,0
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,26
2013-08-22,0
2013-08-23,27
2013-08-24,31
2013-08-25,0
2013-08-26,0
2013-08-27,25
2013-08-28,0
2013-08-29,0
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,0
2013-09-04,0
2013-09-05,25
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,0
2013-09-12,25
2013-09-13,26
2013-09-14,0
2013-09-15,0
2013-09-16,0
2013-09-17,0
2013-09-18,0
2013-09-19,50
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,0
2013-09-26,51
2013-09-27,26
2013-09-28,0
2013-09-29,29
2013-09-30,24
2013-10-01,24
2013-10-02,50
2013-10-03,25
2013-10-04,26
2013-10-05,0
2013-10-06,0
2013-10-07,25
2013-10-08,0
2013-10-09,25
2013-10-10,0
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,0
2013-10-15,50
2013-10-16,0
2013-10-17,25
2013-10-18,0
2013-10-19,0
2013-10-20,0
2013-10-21,0
2013-10-22,0
2013-10-23,24
2013-10-24,0
2013-10-25,0
2013-10-26,0
2013-10-27,28
2013-10-28,24
2013-10-29,0
2013-10-30,0
2013-10-31,0
2013-11-01,0
2013-11-02,29
2013-11-03,28
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,24
2013-11-12,48
2013-11-13,24
2013-11-14,0
2013-11-15,0
2013-11-16,58
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,73
2013-11-22,100
2013-11-23,28
2013-11-24,28
2013-11-25,24
2013-11-26,23
2013-11-27,0
2013-11-28,25
2013-11-29,0
2013-11-30,29
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,48
2013-12-05,0
2013-12-06,25
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,24
2013-12-11,24
2013-12-12,0
2013-12-13,51
2013-12-14,29
2013-12-15,0
2013-12-16,24
2013-12-17,49
2013-12-18,24
2013-12-19,0
2013-12-20,53
2013-12-21,0
2013-12-22,0
2013-12-23,27
2013-12-24,29
2013-12-25,0
2013-12-26,28
2013-12-27,26
2013-12-28,59
2013-12-29,58
2013-12-30,0
2013-12-31,0
2014-01-01,93
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,28
2014-01-06,0
2014-01-07,23
2014-01-08,70
2014-01-09,23
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,23
2014-01-22,0
2014-01-23,23
2014-01-24,0
2014-01-25,0
2014-01-26,26
2014-01-27,22
2014-01-28,0
2014-01-29,23
2014-01-30,23
2014-01-31,24
2014-02-01,54
2014-02-02,0
2014-02-03,23
2014-02-04,23
2014-02-05,23
2014-02-06,0
2014-02-07,0
2014-02-08,27
2014-02-09,0
2014-02-10,0
2014-02-11,22
2014-02-12,0
2014-02-13,46
2014-02-14,95
2014-02-15,27
2014-02-16,0
2014-02-17,0
2014-02-18,0
2014-02-19,0
2014-02-20,0
2014-02-21,48
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,22
2014-02-27,23
2014-02-28,0
2014-03-01,27
2014-03-02,26
2014-03-03,0
2014-03-04,23
2014-03-05,0
2014-03-06,23
2014-03-07,24
2014-03-08,0
2014-03-09,27
2014-03-10,0
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,0
2014-03-16,0
