date,ADSK stock
2015-08-18,20
2015-08-19,20
2015-08-20,0
2015-08-21,41
2015-08-22,0
2015-08-23,0
2015-08-24,19
2015-08-25,19
2015-08-26,59
2015-08-27,39
2015-08-28,21
2015-08-29,0
2015-08-30,0
2015-08-31,19
2015-09-01,19
2015-09-02,19
2015-09-03,0
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,0
2015-09-10,0
2015-09-11,40
2015-09-12,0
2015-09-13,22
2015-09-14,18
2015-09-15,0
2015-09-16,0
2015-09-17,0
2015-09-18,40
2015-09-19,0
2015-09-20,0
2015-09-21,19
2015-09-22,0
2015-09-23,0
2015-09-24,0
2015-09-25,40
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,37
2015-09-30,19
2015-10-01,56
2015-10-02,20
2015-10-03,0
2015-10-04,0
2015-10-05,0
2015-10-06,0
2015-10-07,19
2015-10-08,38
2015-10-09,58
2015-10-10,22
2015-10-11,0
2015-10-12,0
2015-10-13,0
2015-10-14,18
2015-10-15,37
2015-10-16,0
2015-10-17,22
2015-10-18,43
2015-10-19,0
2015-10-20,54
2015-10-21,37
2015-10-22,19
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,0
2015-10-27,18
2015-10-28,0
2015-10-29,0
2015-10-30,39
2015-10-31,0
2015-11-01,0
2015-11-02,37
2015-11-03,0
2015-11-04,0
2015-11-05,55
2015-11-06,19
2015-11-07,22
2015-11-08,0
2015-11-09,18
2015-11-10,18
2015-11-11,19
2015-11-12,0
2015-11-13,19
2015-11-14,0
2015-11-15,0
2015-11-16,18
2015-11-17,18
2015-11-18,0
2015-11-19,18
2015-11-20,19
2015-11-21,21
2015-11-22,0
2015-11-23,18
2015-11-24,0
2015-11-25,55
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,54
2015-12-01,18
2015-12-02,18
2015-12-03,0
2015-12-04,19
2015-12-05,0
2015-12-06,0
2015-12-07,18
2015-12-08,37
2015-12-09,55
2015-12-10,0
2015-12-11,19
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,19
2015-12-16,0
2015-12-17,0
2015-12-18,20
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,20
2015-12-23,0
2015-12-24,0
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,0
2015-12-30,20
2015-12-31,23
2016-01-01,0
2016-01-02,23
2016-01-03,0
2016-01-04,0
2016-01-05,40
2016-01-06,0
2016-01-07,0
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,19
2016-01-12,0
2016-01-13,58
2016-01-14,19
2016-01-15,0
2016-01-16,0
2016-01-17,0
2016-01-18,19
2016-01-19,0
2016-01-20,0
2016-01-21,0
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,19
2016-01-27,19
2016-01-28,0
2016-01-29,20
2016-01-30,0
2016-01-31,0
2016-02-01,19
2016-02-02,0
2016-02-03,19
2016-02-04,78
2016-02-05,0
2016-02-06,0
2016-02-07,0
2016-02-08,0
2016-02-09,0
2016-02-10,58
2016-02-11,20
2016-02-12,20
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,38
2016-02-17,0
2016-02-18,19
2016-02-19,40
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,19
2016-02-24,0
2016-02-25,0
2016-02-26,0
2016-02-27,0
2016-02-28,21
2016-02-29,19
2016-03-01,0
2016-03-02,0
2016-03-03,19
2016-03-04,20
2016-03-05,0
2016-03-06,0
2016-03-07,19
2016-03-08,0
2016-03-09,0
2016-03-10,19
2016-03-11,20
2016-03-12,23
2016-03-13,0
2016-03-14,19
2016-03-15,19
2016-03-16,0
2016-03-17,0
2016-03-18,20
2016-03-19,0
2016-03-20,0
2016-03-21,0
2016-03-22,39
2016-03-23,0
2016-03-24,0
2016-03-25,0
2016-03-26,23
2016-03-27,0
2016-03-28,0
2016-03-29,19
2016-03-30,57
2016-03-31,19
2016-04-01,100
2016-04-02,22
2016-04-03,0
2016-04-04,19
2016-04-05,19
2016-04-06,19
2016-04-07,19
2016-04-08,20
2016-04-09,0
2016-04-10,0
2016-04-11,19
2016-04-12,19
2016-04-13,19
2016-04-14,0
2016-04-15,0
2016-04-16,23
2016-04-17,0
2016-04-18,19
2016-04-19,0
2016-04-20,19
2016-04-21,20
2016-04-22,20
2016-04-23,0
2016-04-24,0
2016-04-25,0
2016-04-26,38
2016-04-27,38
2016-04-28,19
2016-04-29,20
2016-04-30,0
2016-05-01,0
2016-05-02,0
2016-05-03,19
2016-05-04,19
