date,MNST stock
2012-06-04,22
2012-06-05,0
2012-06-06,0
2012-06-07,22
2012-06-08,0
2012-06-09,0
2012-06-10,27
2012-06-11,0
2012-06-12,0
2012-06-13,22
2012-06-14,0
2012-06-15,0
2012-06-16,27
2012-06-17,0
2012-06-18,0
2012-06-19,22
2012-06-20,0
2012-06-21,0
2012-06-22,23
2012-06-23,0
2012-06-24,0
2012-06-25,21
2012-06-26,0
2012-06-27,44
2012-06-28,22
2012-06-29,23
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,22
2012-07-04,23
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,22
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,22
2012-07-17,0
2012-07-18,22
2012-07-19,22
2012-07-20,23
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,22
2012-07-25,0
2012-07-26,0
2012-07-27,24
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,22
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,27
2012-08-06,0
2012-08-07,22
2012-08-08,0
2012-08-09,0
2012-08-10,23
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,46
2012-08-21,22
2012-08-22,22
2012-08-23,22
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,22
2012-08-31,0
2012-09-01,27
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,23
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,26
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,21
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,43
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,20
2012-10-18,20
2012-10-19,21
2012-10-20,0
2012-10-21,0
2012-10-22,100
2012-10-23,79
2012-10-24,81
2012-10-25,41
2012-10-26,22
2012-10-27,0
2012-10-28,24
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,22
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,19
2012-11-07,58
2012-11-08,20
2012-11-09,42
2012-11-10,24
2012-11-11,0
2012-11-12,59
2012-11-13,0
2012-11-14,0
2012-11-15,20
2012-11-16,0
2012-11-17,0
2012-11-18,46
2012-11-19,0
2012-11-20,20
2012-11-21,40
2012-11-22,21
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,19
2012-11-27,0
2012-11-28,19
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,19
2012-12-04,38
2012-12-05,19
2012-12-06,20
2012-12-07,41
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,0
2012-12-12,0
2012-12-13,0
2012-12-14,20
2012-12-15,23
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,0
2012-12-20,0
2012-12-21,0
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,0
2012-12-28,21
2012-12-29,0
2012-12-30,24
2012-12-31,0
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,20
2013-01-05,0
2013-01-06,0
2013-01-07,0
2013-01-08,0
2013-01-09,19
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,19
2013-01-15,18
2013-01-16,0
2013-01-17,0
2013-01-18,19
2013-01-19,0
2013-01-20,0
2013-01-21,18
2013-01-22,0
2013-01-23,0
2013-01-24,0
2013-01-25,19
2013-01-26,0
2013-01-27,0
2013-01-28,0
2013-01-29,0
2013-01-30,0
2013-01-31,0
2013-02-01,0
2013-02-02,22
2013-02-03,0
2013-02-04,0
2013-02-05,0
2013-02-06,0
2013-02-07,19
2013-02-08,19
2013-02-09,0
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,0
2013-02-19,18
