date,MNST stock
2017-10-06,35
2017-10-07,0
2017-10-08,0
2017-10-09,0
2017-10-10,17
2017-10-11,34
2017-10-12,17
2017-10-13,18
2017-10-14,0
2017-10-15,0
2017-10-16,17
2017-10-17,0
2017-10-18,34
2017-10-19,0
2017-10-20,0
2017-10-21,0
2017-10-22,0
2017-10-23,50
2017-10-24,0
2017-10-25,33
2017-10-26,0
2017-10-27,0
2017-10-28,0
2017-10-29,0
2017-10-30,33
2017-10-31,34
2017-11-01,17
2017-11-02,34
2017-11-03,17
2017-11-04,0
2017-11-05,0
2017-11-06,0
2017-11-07,33
2017-11-08,99
2017-11-09,100
2017-11-10,35
2017-11-11,0
2017-11-12,0
2017-11-13,16
2017-11-14,33
2017-11-15,16
2017-11-16,0
2017-11-17,0
2017-11-18,0
2017-11-19,0
2017-11-20,16
2017-11-21,16
2017-11-22,17
2017-11-23,0
2017-11-24,0
2017-11-25,0
2017-11-26,0
2017-11-27,0
2017-11-28,32
2017-11-29,50
2017-11-30,17
2017-12-01,35
2017-12-02,0
2017-12-03,19
2017-12-04,49
2017-12-05,16
2017-12-06,0
2017-12-07,0
2017-12-08,52
2017-12-09,0
2017-12-10,0
2017-12-11,16
2017-12-12,16
2017-12-13,0
2017-12-14,0
2017-12-15,0
2017-12-16,0
2017-12-17,0
2017-12-18,50
2017-12-19,0
2017-12-20,0
2017-12-21,18
2017-12-22,37
2017-12-23,40
2017-12-24,21
2017-12-25,0
2017-12-26,19
2017-12-27,0
2017-12-28,0
2017-12-29,0
2017-12-30,0
2017-12-31,0
2018-01-01,0
2018-01-02,0
2018-01-03,16
2018-01-04,0
2018-01-05,34
2018-01-06,18
2018-01-07,0
2018-01-08,0
2018-01-09,16
2018-01-10,32
2018-01-11,16
2018-01-12,50
2018-01-13,0
2018-01-14,0
2018-01-15,16
2018-01-16,16
2018-01-17,31
2018-01-18,32
2018-01-19,17
2018-01-20,0
2018-01-21,0
2018-01-22,31
2018-01-23,16
2018-01-24,0
2018-01-25,32
2018-01-26,17
2018-01-27,18
2018-01-28,0
2018-01-29,0
2018-01-30,32
2018-01-31,64
2018-02-01,32
2018-02-02,17
2018-02-03,0
2018-02-04,0
2018-02-05,32
2018-02-06,32
2018-02-07,48
2018-02-08,48
2018-02-09,17
2018-02-10,0
2018-02-11,0
2018-02-12,16
2018-02-13,48
2018-02-14,32
2018-02-15,16
2018-02-16,0
2018-02-17,18
2018-02-18,0
2018-02-19,0
2018-02-20,16
2018-02-21,0
2018-02-22,16
2018-02-23,17
2018-02-24,0
2018-02-25,18
2018-02-26,31
2018-02-27,31
2018-02-28,93
2018-03-01,77
2018-03-02,82
2018-03-03,18
2018-03-04,18
2018-03-05,77
2018-03-06,15
2018-03-07,47
2018-03-08,16
2018-03-09,0
2018-03-10,18
2018-03-11,0
2018-03-12,31
2018-03-13,0
2018-03-14,0
2018-03-15,32
2018-03-16,32
2018-03-17,18
2018-03-18,18
2018-03-19,16
2018-03-20,16
2018-03-21,16
2018-03-22,48
2018-03-23,0
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,16
2018-03-28,33
2018-03-29,17
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,17
2018-04-03,16
2018-04-04,0
2018-04-05,33
2018-04-06,0
2018-04-07,18
2018-04-08,0
2018-04-09,0
2018-04-10,16
2018-04-11,31
2018-04-12,0
2018-04-13,0
2018-04-14,0
2018-04-15,0
