date,MNST stock
2016-09-11,0
2016-09-12,0
2016-09-13,0
2016-09-14,0
2016-09-15,10
2016-09-16,20
2016-09-17,0
2016-09-18,0
2016-09-19,0
2016-09-20,9
2016-09-21,9
2016-09-22,10
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,9
2016-09-27,0
2016-09-28,10
2016-09-29,19
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,9
2016-10-04,28
2016-10-05,9
2016-10-06,0
2016-10-07,0
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,0
2016-10-12,0
2016-10-13,0
2016-10-14,10
2016-10-15,0
2016-10-16,0
2016-10-17,0
2016-10-18,0
2016-10-19,0
2016-10-20,9
2016-10-21,20
2016-10-22,0
2016-10-23,0
2016-10-24,9
2016-10-25,9
2016-10-26,19
2016-10-27,0
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,0
2016-11-01,0
2016-11-02,9
2016-11-03,0
2016-11-04,29
2016-11-05,0
2016-11-06,0
2016-11-07,9
2016-11-08,0
2016-11-09,8
2016-11-10,77
2016-11-11,49
2016-11-12,0
2016-11-13,11
2016-11-14,0
2016-11-15,19
2016-11-16,19
2016-11-17,19
2016-11-18,20
2016-11-19,0
2016-11-20,0
2016-11-21,0
2016-11-22,37
2016-11-23,0
2016-11-24,0
2016-11-25,19
2016-11-26,0
2016-11-27,0
2016-11-28,9
2016-11-29,18
2016-11-30,9
2016-12-01,27
2016-12-02,38
2016-12-03,0
2016-12-04,0
2016-12-05,8
2016-12-06,18
2016-12-07,0
2016-12-08,18
2016-12-09,10
2016-12-10,0
2016-12-11,0
2016-12-12,18
2016-12-13,9
2016-12-14,27
2016-12-15,19
2016-12-16,10
2016-12-17,0
2016-12-18,11
2016-12-19,9
2016-12-20,19
2016-12-21,0
2016-12-22,10
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,10
2016-12-27,0
2016-12-28,10
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,9
2017-01-05,0
2017-01-06,9
2017-01-07,0
2017-01-08,0
2017-01-09,9
2017-01-10,9
2017-01-11,0
2017-01-12,18
2017-01-13,9
2017-01-14,0
2017-01-15,0
2017-01-16,9
2017-01-17,0
2017-01-18,17
2017-01-19,18
2017-01-20,9
2017-01-21,10
2017-01-22,0
2017-01-23,17
2017-01-24,0
2017-01-25,0
2017-01-26,26
2017-01-27,0
2017-01-28,0
2017-01-29,10
2017-01-30,0
2017-01-31,53
2017-02-01,17
2017-02-02,17
2017-02-03,27
2017-02-04,0
2017-02-05,0
2017-02-06,9
2017-02-07,9
2017-02-08,0
2017-02-09,18
2017-02-10,18
2017-02-11,0
2017-02-12,10
2017-02-13,25
2017-02-14,17
2017-02-15,17
2017-02-16,26
2017-02-17,0
2017-02-18,10
2017-02-19,0
2017-02-20,9
2017-02-21,17
2017-02-22,0
2017-02-23,17
2017-02-24,18
2017-02-25,0
2017-02-26,0
2017-02-27,8
2017-02-28,0
2017-03-01,100
2017-03-02,75
2017-03-03,35
2017-03-04,0
2017-03-05,10
2017-03-06,16
2017-03-07,8
2017-03-08,17
2017-03-09,9
2017-03-10,9
2017-03-11,20
2017-03-12,0
2017-03-13,8
2017-03-14,25
2017-03-15,17
2017-03-16,17
2017-03-17,9
2017-03-18,0
2017-03-19,0
2017-03-20,0
2017-03-21,26
2017-03-22,0
2017-03-23,0
2017-03-24,0
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,0
2017-03-29,34
2017-03-30,18
2017-03-31,9
2017-04-01,10
2017-04-02,10
2017-04-03,0
2017-04-04,0
2017-04-05,25
2017-04-06,0
2017-04-07,9
2017-04-08,0
2017-04-09,0
2017-04-10,26
2017-04-11,0
2017-04-12,36
2017-04-13,18
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,27
2017-04-18,0
2017-04-19,0
2017-04-20,17
2017-04-21,9
2017-04-22,0
2017-04-23,0
2017-04-24,9
2017-04-25,0
2017-04-26,8
2017-04-27,9
2017-04-28,27
2017-04-29,0
2017-04-30,0
2017-05-01,0
2017-05-02,26
2017-05-03,9
2017-05-04,52
2017-05-05,54
2017-05-06,10
2017-05-07,10
2017-05-08,0
2017-05-09,34
2017-05-10,26
2017-05-11,0
2017-05-12,18
2017-05-13,0
2017-05-14,0
2017-05-15,9
2017-05-16,9
2017-05-17,0
2017-05-18,0
2017-05-19,10
2017-05-20,0
2017-05-21,0
2017-05-22,0
2017-05-23,0
2017-05-24,9
2017-05-25,0
2017-05-26,10
2017-05-27,0
2017-05-28,0
2017-05-29,0
