date,MNST stock
2015-08-18,0
2015-08-19,0
2015-08-20,49
2015-08-21,85
2015-08-22,0
2015-08-23,0
2015-08-24,16
2015-08-25,16
2015-08-26,16
2015-08-27,0
2015-08-28,0
2015-08-29,0
2015-08-30,0
2015-08-31,0
2015-09-01,0
2015-09-02,16
2015-09-03,33
2015-09-04,17
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,16
2015-09-10,0
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,16
2015-09-15,16
2015-09-16,0
2015-09-17,16
2015-09-18,0
2015-09-19,19
2015-09-20,0
2015-09-21,0
2015-09-22,16
2015-09-23,0
2015-09-24,16
2015-09-25,84
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,15
2015-09-30,0
2015-10-01,16
2015-10-02,0
2015-10-03,18
2015-10-04,0
2015-10-05,16
2015-10-06,0
2015-10-07,16
2015-10-08,31
2015-10-09,0
2015-10-10,0
2015-10-11,0
2015-10-12,0
2015-10-13,46
2015-10-14,15
2015-10-15,31
2015-10-16,32
2015-10-17,0
2015-10-18,0
2015-10-19,15
2015-10-20,15
2015-10-21,31
2015-10-22,47
2015-10-23,16
2015-10-24,0
2015-10-25,18
2015-10-26,0
2015-10-27,0
2015-10-28,0
2015-10-29,0
2015-10-30,48
2015-10-31,0
2015-11-01,0
2015-11-02,31
2015-11-03,0
2015-11-04,15
2015-11-05,62
2015-11-06,64
2015-11-07,18
2015-11-08,18
2015-11-09,31
2015-11-10,15
2015-11-11,63
2015-11-12,48
2015-11-13,16
2015-11-14,0
2015-11-15,0
2015-11-16,15
2015-11-17,30
2015-11-18,0
2015-11-19,16
2015-11-20,0
2015-11-21,0
2015-11-22,18
2015-11-23,15
2015-11-24,15
2015-11-25,0
2015-11-26,49
2015-11-27,33
2015-11-28,0
2015-11-29,0
2015-11-30,30
2015-12-01,0
2015-12-02,0
2015-12-03,16
2015-12-04,16
2015-12-05,18
2015-12-06,0
2015-12-07,0
2015-12-08,16
2015-12-09,0
2015-12-10,16
2015-12-11,32
2015-12-12,18
2015-12-13,0
2015-12-14,15
2015-12-15,0
2015-12-16,16
2015-12-17,16
2015-12-18,0
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,0
2015-12-23,0
2015-12-24,0
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,34
2015-12-29,0
2015-12-30,52
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,19
2016-01-04,0
2016-01-05,0
2016-01-06,0
2016-01-07,0
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,0
2016-01-12,0
2016-01-13,0
2016-01-14,32
2016-01-15,17
2016-01-16,19
2016-01-17,0
2016-01-18,0
2016-01-19,16
2016-01-20,16
2016-01-21,33
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,16
2016-01-27,0
2016-01-28,16
2016-01-29,17
2016-01-30,19
2016-01-31,0
2016-02-01,16
2016-02-02,32
2016-02-03,49
2016-02-04,33
2016-02-05,34
2016-02-06,19
2016-02-07,19
2016-02-08,50
2016-02-09,49
2016-02-10,32
2016-02-11,33
2016-02-12,0
2016-02-13,0
2016-02-14,18
2016-02-15,16
2016-02-16,63
2016-02-17,0
2016-02-18,16
2016-02-19,33
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,63
2016-02-24,32
2016-02-25,81
2016-02-26,100
2016-02-27,0
2016-02-28,18
2016-02-29,31
2016-03-01,0
2016-03-02,31
2016-03-03,0
2016-03-04,17
2016-03-05,0
2016-03-06,0
2016-03-07,0
2016-03-08,47
2016-03-09,16
2016-03-10,16
2016-03-11,17
2016-03-12,19
2016-03-13,0
2016-03-14,16
2016-03-15,0
2016-03-16,32
2016-03-17,16
2016-03-18,17
2016-03-19,0
2016-03-20,18
2016-03-21,16
2016-03-22,32
2016-03-23,16
2016-03-24,0
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,0
2016-03-29,16
2016-03-30,0
2016-03-31,33
2016-04-01,33
2016-04-02,19
2016-04-03,0
2016-04-04,0
2016-04-05,16
2016-04-06,32
2016-04-07,0
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,32
2016-04-12,16
2016-04-13,0
2016-04-14,49
2016-04-15,0
2016-04-16,0
2016-04-17,18
2016-04-18,16
2016-04-19,0
2016-04-20,16
2016-04-21,33
2016-04-22,0
2016-04-23,19
2016-04-24,0
2016-04-25,32
2016-04-26,47
2016-04-27,64
2016-04-28,16
2016-04-29,85
2016-04-30,19
2016-05-01,0
2016-05-02,33
2016-05-03,48
2016-05-04,0
