date,DENTSPLY,isPartial
2018-02-13,54,False
2018-02-14,49,False
2018-02-15,73,False
2018-02-16,45,False
2018-02-17,35,False
2018-02-18,23,False
2018-02-19,56,False
2018-02-20,53,False
2018-02-21,60,False
2018-02-22,77,False
2018-02-23,58,False
2018-02-24,29,False
2018-02-25,23,False
2018-02-26,72,False
2018-02-27,67,False
2018-02-28,67,False
2018-03-01,57,False
2018-03-02,47,False
2018-03-03,17,False
2018-03-04,31,False
2018-03-05,62,False
2018-03-06,81,False
2018-03-07,63,False
2018-03-08,61,False
2018-03-09,79,False
2018-03-10,20,False
2018-03-11,9,False
2018-03-12,65,False
2018-03-13,85,False
2018-03-14,80,False
2018-03-15,56,False
2018-03-16,68,False
2018-03-17,20,False
2018-03-18,28,False
2018-03-19,79,False
2018-03-20,68,False
2018-03-21,51,False
2018-03-22,71,False
2018-03-23,91,False
2018-03-24,15,False
2018-03-25,18,False
2018-03-26,62,False
2018-03-27,74,False
2018-03-28,52,False
2018-03-29,51,False
2018-03-30,23,False
2018-03-31,18,False
2018-04-01,18,False
2018-04-02,57,False
2018-04-03,58,False
2018-04-04,71,False
2018-04-05,65,False
2018-04-06,65,False
2018-04-07,29,False
2018-04-08,26,False
2018-04-09,58,False
2018-04-10,62,False
2018-04-11,75,False
2018-04-12,71,False
2018-04-13,45,False
2018-04-14,21,False
2018-04-15,9,False
2018-04-16,88,False
2018-04-17,93,False
2018-04-18,82,False
2018-04-19,100,False
2018-04-20,59,False
2018-04-21,12,False
2018-04-22,15,False
2018-04-23,54,False
2018-04-24,65,False
2018-04-25,66,False
2018-04-26,61,False
2018-04-27,48,False
2018-04-28,18,False
2018-04-29,12,False
2018-04-30,33,False
2018-05-01,46,False
2018-05-02,73,False
2018-05-03,67,False
2018-05-04,85,False
2018-05-05,29,False
2018-05-06,26,False
2018-05-07,68,False
2018-05-08,76,False
2018-05-09,92,False
2018-05-10,52,False
2018-05-11,39,False
2018-05-12,9,False
2018-05-13,18,False
2018-05-14,71,False
2018-05-15,81,False
2018-05-16,84,False
2018-05-17,54,False
2018-05-18,64,False
2018-05-19,21,False
2018-05-20,18,False
2018-05-21,68,False
2018-05-22,83,False
2018-05-23,66,False
2018-05-24,76,False
2018-05-25,49,False
2018-05-26,18,False
2018-05-27,36,False
2018-05-28,50,False
2018-05-29,68,False
2018-05-30,81,False
2018-05-31,44,False
2018-06-01,61,False
2018-06-02,24,False
2018-06-03,33,False
2018-06-04,76,False
2018-06-05,58,False
2018-06-06,77,False
2018-06-07,69,False
2018-06-08,75,False
2018-06-09,45,False
2018-06-10,27,False
2018-06-11,71,False
2018-06-12,71,False
2018-06-13,47,False
2018-06-14,65,False
2018-06-15,54,False
2018-06-16,24,False
2018-06-17,23,False
2018-06-18,78,False
2018-06-19,45,False
2018-06-20,86,False
2018-06-21,76,False
2018-06-22,77,False
2018-06-23,24,False
2018-06-24,18,False
2018-06-25,95,False
2018-06-26,86,False
2018-06-27,52,False
2018-06-28,74,False
2018-06-29,59,False
