date,GOOG stock
2014-03-16,11
2014-03-17,15
2014-03-18,16
2014-03-19,15
2014-03-20,17
2014-03-21,12
2014-03-22,10
2014-03-23,4
2014-03-24,32
2014-03-25,33
2014-03-26,34
2014-03-27,32
2014-03-28,21
2014-03-29,10
2014-03-30,4
2014-03-31,29
2014-04-01,26
2014-04-02,29
2014-04-03,100
2014-04-04,83
2014-04-05,25
2014-04-06,8
2014-04-07,37
2014-04-08,29
2014-04-09,33
2014-04-10,26
2014-04-11,37
2014-04-12,11
2014-04-13,14
2014-04-14,20
2014-04-15,33
2014-04-16,69
2014-04-17,74
2014-04-18,11
2014-04-19,10
2014-04-20,12
2014-04-21,37
2014-04-22,30
2014-04-23,30
2014-04-24,30
2014-04-25,35
2014-04-26,3
2014-04-27,4
2014-04-28,22
2014-04-29,22
2014-04-30,40
2014-05-01,20
2014-05-02,21
2014-05-03,8
2014-05-04,10
2014-05-05,21
2014-05-06,34
2014-05-07,34
2014-05-08,32
2014-05-09,36
2014-05-10,21
2014-05-11,10
2014-05-12,43
2014-05-13,51
2014-05-14,41
2014-05-15,34
2014-05-16,37
2014-05-17,11
2014-05-18,13
2014-05-19,36
2014-05-20,45
2014-05-21,34
2014-05-22,29
2014-05-23,26
2014-05-24,25
2014-05-25,13
2014-05-26,11
2014-05-27,28
2014-05-28,47
2014-05-29,24
2014-05-30,31
2014-05-31,14
2014-06-01,11
2014-06-02,18
2014-06-03,25
2014-06-04,40
2014-06-05,18
2014-06-06,20
2014-06-07,15
2014-06-08,13
2014-06-09,29
2014-06-10,33
2014-06-11,33
2014-06-12,26
2014-06-13,34
2014-06-14,21
2014-06-15,9
2014-06-16,17
2014-06-17,17
2014-06-18,25
2014-06-19,29
2014-06-20,22
2014-06-21,15
2014-06-22,10
2014-06-23,18
2014-06-24,28
2014-06-25,47
2014-06-26,38
2014-06-27,19
2014-06-28,14
2014-06-29,13
2014-06-30,21
2014-07-01,32
2014-07-02,20
2014-07-03,23
2014-07-04,10
2014-07-05,5
2014-07-06,8
2014-07-07,8
2014-07-08,18
2014-07-09,30
2014-07-10,16
2014-07-11,12
2014-07-12,14
2014-07-13,14
2014-07-14,24
2014-07-15,12
2014-07-16,18
2014-07-17,31
2014-07-18,33
2014-07-19,18
2014-07-20,10
2014-07-21,27
2014-07-22,21
2014-07-23,22
2014-07-24,25
2014-07-25,26
2014-07-26,7
2014-07-27,6
2014-07-28,19
2014-07-29,20
2014-07-30,20
2014-07-31,19
2014-08-01,21
2014-08-02,13
2014-08-03,6
2014-08-04,25
2014-08-05,17
2014-08-06,20
2014-08-07,19
2014-08-08,14
2014-08-09,8
2014-08-10,8
2014-08-11,14
2014-08-12,21
2014-08-13,23
2014-08-14,13
2014-08-15,17
2014-08-16,6
2014-08-17,11
2014-08-18,11
2014-08-19,18
2014-08-20,20
2014-08-21,16
2014-08-22,15
2014-08-23,3
2014-08-24,3
2014-08-25,14
2014-08-26,15
2014-08-27,13
2014-08-28,12
2014-08-29,21
2014-08-30,5
2014-08-31,5
2014-09-01,11
2014-09-02,13
2014-09-03,10
2014-09-04,18
2014-09-05,14
2014-09-06,5
2014-09-07,3
2014-09-08,16
2014-09-09,22
2014-09-10,13
2014-09-11,20
2014-09-12,12
2014-09-13,7
2014-09-14,12
2014-09-15,32
2014-09-16,10
2014-09-17,15
2014-09-18,28
2014-09-19,22
2014-09-20,7
2014-09-21,4
2014-09-22,16
2014-09-23,17
2014-09-24,16
2014-09-25,16
2014-09-26,14
2014-09-27,7
2014-09-28,7
2014-09-29,7
2014-09-30,16
2014-10-01,21
2014-10-02,14
2014-10-03,16
2014-10-04,9
2014-10-05,9
2014-10-06,6
2014-10-07,18
2014-10-08,21
2014-10-09,9
2014-10-10,20
2014-10-11,7
2014-10-12,7
2014-10-13,18
2014-10-14,11
2014-10-15,23
2014-10-16,31
2014-10-17,32
2014-10-18,12
2014-10-19,9
2014-10-20,22
2014-10-21,21
2014-10-22,23
2014-10-23,31
2014-10-24,24
2014-10-25,10
2014-10-26,7
2014-10-27,14
2014-10-28,23
2014-10-29,23
2014-10-30,13
2014-10-31,14
2014-11-01,10
2014-11-02,3
2014-11-03,18
2014-11-04,13
2014-11-05,19
2014-11-06,20
2014-11-07,11
2014-11-08,11
2014-11-09,6
2014-11-10,13
2014-11-11,13
2014-11-12,15
2014-11-13,19
2014-11-14,18
2014-11-15,6
2014-11-16,4
2014-11-17,21
2014-11-18,10
2014-11-19,23
2014-11-20,15
2014-11-21,15
2014-11-22,3
2014-11-23,3
2014-11-24,20
2014-11-25,8
2014-11-26,19
2014-11-27,7
2014-11-28,14
2014-11-29,3
2014-11-30,3
2014-12-01,16
