date,GOOG stock
2014-07-24,55
2014-07-25,61
2014-07-26,21
2014-07-27,21
2014-07-28,83
2014-07-29,68
2014-07-30,62
2014-07-31,63
2014-08-01,79
2014-08-02,24
2014-08-03,12
2014-08-04,58
2014-08-05,44
2014-08-06,34
2014-08-07,35
2014-08-08,51
2014-08-09,16
2014-08-10,12
2014-08-11,30
2014-08-12,57
2014-08-13,44
2014-08-14,31
2014-08-15,43
2014-08-16,20
2014-08-17,16
2014-08-18,34
2014-08-19,40
2014-08-20,40
2014-08-21,30
2014-08-22,32
2014-08-23,8
2014-08-24,16
2014-08-25,36
2014-08-26,49
2014-08-27,39
2014-08-28,50
2014-08-29,62
2014-08-30,28
2014-08-31,4
2014-09-01,16
2014-09-02,32
2014-09-03,29
2014-09-04,39
2014-09-05,34
2014-09-06,16
2014-09-07,23
2014-09-08,29
2014-09-09,41
2014-09-10,47
2014-09-11,35
2014-09-12,34
2014-09-13,12
2014-09-14,38
2014-09-15,60
2014-09-16,32
2014-09-17,29
2014-09-18,39
2014-09-19,63
2014-09-20,19
2014-09-21,15
2014-09-22,41
2014-09-23,32
2014-09-24,45
2014-09-25,55
2014-09-26,27
2014-09-27,12
2014-09-28,15
2014-09-29,22
2014-09-30,19
2014-10-01,51
2014-10-02,42
2014-10-03,51
2014-10-04,27
2014-10-05,19
2014-10-06,13
2014-10-07,54
2014-10-08,66
2014-10-09,29
2014-10-10,56
2014-10-11,23
2014-10-12,23
2014-10-13,34
2014-10-14,44
2014-10-15,72
2014-10-16,91
2014-10-17,69
2014-10-18,26
2014-10-19,19
2014-10-20,37
2014-10-21,70
2014-10-22,65
2014-10-23,57
2014-10-24,62
2014-10-25,23
2014-10-26,11
2014-10-27,22
2014-10-28,64
2014-10-29,57
2014-10-30,51
2014-10-31,47
2014-11-01,26
2014-11-02,25
2014-11-03,56
2014-11-04,21
2014-11-05,46
2014-11-06,56
2014-11-07,26
2014-11-08,11
2014-11-09,7
2014-11-10,18
2014-11-11,40
2014-11-12,31
2014-11-13,52
2014-11-14,50
2014-11-15,14
2014-11-16,25
2014-11-17,54
2014-11-18,36
2014-11-19,60
2014-11-20,31
2014-11-21,45
2014-11-22,14
2014-11-23,14
2014-11-24,48
2014-11-25,33
2014-11-26,46
2014-11-27,19
2014-11-28,29
2014-11-29,21
2014-11-30,21
2014-12-01,44
2014-12-02,27
2014-12-03,40
2014-12-04,55
2014-12-05,45
2014-12-06,22
2014-12-07,7
2014-12-08,40
2014-12-09,36
2014-12-10,46
2014-12-11,44
2014-12-12,26
2014-12-13,15
2014-12-14,11
2014-12-15,18
2014-12-16,49
2014-12-17,44
2014-12-18,48
2014-12-19,26
2014-12-20,26
2014-12-21,15
2014-12-22,39
2014-12-23,33
2014-12-24,30
2014-12-25,16
2014-12-26,29
2014-12-27,26
2014-12-28,7
2014-12-29,39
2014-12-30,40
2014-12-31,26
2015-01-01,8
2015-01-02,17
2015-01-03,11
2015-01-04,10
2015-01-05,33
2015-01-06,49
2015-01-07,24
2015-01-08,77
2015-01-09,30
2015-01-10,31
2015-01-11,17
2015-01-12,35
2015-01-13,52
2015-01-14,32
2015-01-15,44
2015-01-16,31
2015-01-17,31
2015-01-18,14
2015-01-19,9
2015-01-20,23
2015-01-21,49
2015-01-22,77
2015-01-23,45
2015-01-24,17
2015-01-25,14
2015-01-26,26
2015-01-27,40
2015-01-28,61
2015-01-29,88
2015-01-30,100
2015-01-31,44
2015-02-01,17
2015-02-02,32
2015-02-03,26
2015-02-04,40
2015-02-05,44
2015-02-06,64
2015-02-07,21
2015-02-08,17
2015-02-09,31
2015-02-10,43
2015-02-11,40
2015-02-12,35
2015-02-13,46
2015-02-14,28
2015-02-15,17
2015-02-16,30
2015-02-17,45
2015-02-18,53
2015-02-19,50
2015-02-20,61
2015-02-21,17
2015-02-22,20
2015-02-23,23
2015-02-24,40
2015-02-25,43
2015-02-26,41
2015-02-27,59
2015-02-28,23
2015-03-01,7
2015-03-02,45
2015-03-03,43
2015-03-04,40
2015-03-05,23
2015-03-06,46
2015-03-07,17
2015-03-08,14
2015-03-09,46
2015-03-10,37
2015-03-11,49
2015-03-12,32
2015-03-13,27
2015-03-14,20
2015-03-15,7
2015-03-16,34
2015-03-17,38
2015-03-18,46
2015-03-19,17
2015-03-20,21
2015-03-21,13
2015-03-22,10
2015-03-23,31
2015-03-24,46
2015-03-25,30
2015-03-26,40
2015-03-27,33
2015-03-28,11
2015-03-29,7
2015-03-30,32
2015-03-31,35
2015-04-01,35
2015-04-02,52
2015-04-03,23
2015-04-04,14
2015-04-05,7
2015-04-06,22
2015-04-07,52
2015-04-08,55
2015-04-09,29
2015-04-10,28
