date,GOOG stock
2012-01-26,27
2012-01-27,53
2012-01-28,29
2012-01-29,9
2012-01-30,49
2012-01-31,39
2012-02-01,34
2012-02-02,40
2012-02-03,38
2012-02-04,0
2012-02-05,13
2012-02-06,21
2012-02-07,26
2012-02-08,42
2012-02-09,53
2012-02-10,27
2012-02-11,6
2012-02-12,18
2012-02-13,31
2012-02-14,47
2012-02-15,37
2012-02-16,32
2012-02-17,19
2012-02-18,13
2012-02-19,13
2012-02-20,16
2012-02-21,30
2012-02-22,31
2012-02-23,29
2012-02-24,38
2012-02-25,10
2012-02-26,16
2012-02-27,10
2012-02-28,46
2012-02-29,28
2012-03-01,33
2012-03-02,37
2012-03-03,20
2012-03-04,13
2012-03-05,27
2012-03-06,47
2012-03-07,21
2012-03-08,29
2012-03-09,22
2012-03-10,19
2012-03-11,22
2012-03-12,21
2012-03-13,16
2012-03-14,26
2012-03-15,21
2012-03-16,19
2012-03-17,13
2012-03-18,6
2012-03-19,41
2012-03-20,39
2012-03-21,34
2012-03-22,19
2012-03-23,34
2012-03-24,6
2012-03-25,25
2012-03-26,42
2012-03-27,31
2012-03-28,42
2012-03-29,32
2012-03-30,31
2012-03-31,6
2012-04-01,10
2012-04-02,16
2012-04-03,26
2012-04-04,22
2012-04-05,53
2012-04-06,21
2012-04-07,7
2012-04-08,7
2012-04-09,16
2012-04-10,35
2012-04-11,31
2012-04-12,68
2012-04-13,100
2012-04-14,28
2012-04-15,12
2012-04-16,70
2012-04-17,54
2012-04-18,46
2012-04-19,44
2012-04-20,44
2012-04-21,12
2012-04-22,15
2012-04-23,33
2012-04-24,41
2012-04-25,34
2012-04-26,34
2012-04-27,33
2012-04-28,6
2012-04-29,22
2012-04-30,46
2012-05-01,37
2012-05-02,28
2012-05-03,24
2012-05-04,22
2012-05-05,13
2012-05-06,9
2012-05-07,23
2012-05-08,25
2012-05-09,41
2012-05-10,16
2012-05-11,36
2012-05-12,6
2012-05-13,13
2012-05-14,28
2012-05-15,23
2012-05-16,28
2012-05-17,51
2012-05-18,77
2012-05-19,39
2012-05-20,25
2012-05-21,46
2012-05-22,72
2012-05-23,75
2012-05-24,39
2012-05-25,30
2012-05-26,30
2012-05-27,13
2012-05-28,14
2012-05-29,28
2012-05-30,53
2012-05-31,49
2012-06-01,62
2012-06-02,35
2012-06-03,13
2012-06-04,38
2012-06-05,35
2012-06-06,40
2012-06-07,21
2012-06-08,27
2012-06-09,19
2012-06-10,9
2012-06-11,23
2012-06-12,27
2012-06-13,33
2012-06-14,26
2012-06-15,30
2012-06-16,16
2012-06-17,13
2012-06-18,23
2012-06-19,28
2012-06-20,28
2012-06-21,23
2012-06-22,33
2012-06-23,7
2012-06-24,6
2012-06-25,18
2012-06-26,15
2012-06-27,23
2012-06-28,18
2012-06-29,30
2012-06-30,7
2012-07-01,19
2012-07-02,18
2012-07-03,31
2012-07-04,11
2012-07-05,24
2012-07-06,22
2012-07-07,16
2012-07-08,0
2012-07-09,33
2012-07-10,15
2012-07-11,18
2012-07-12,16
2012-07-13,30
2012-07-14,13
2012-07-15,10
2012-07-16,23
2012-07-17,31
2012-07-18,26
2012-07-19,53
2012-07-20,50
2012-07-21,23
2012-07-22,20
2012-07-23,26
2012-07-24,34
2012-07-25,32
2012-07-26,21
2012-07-27,39
2012-07-28,10
2012-07-29,10
2012-07-30,26
2012-07-31,26
2012-08-01,21
2012-08-02,26
2012-08-03,30
2012-08-04,16
2012-08-05,10
2012-08-06,23
2012-08-07,16
2012-08-08,24
2012-08-09,26
2012-08-10,14
2012-08-11,13
2012-08-12,6
2012-08-13,29
2012-08-14,47
2012-08-15,22
2012-08-16,29
2012-08-17,30
2012-08-18,10
2012-08-19,7
2012-08-20,37
2012-08-21,42
2012-08-22,16
2012-08-23,8
2012-08-24,27
2012-08-25,13
2012-08-26,15
2012-08-27,35
2012-08-28,38
2012-08-29,28
2012-08-30,26
2012-08-31,24
2012-09-01,13
2012-09-02,12
2012-09-03,16
2012-09-04,37
2012-09-05,23
2012-09-06,46
2012-09-07,54
2012-09-08,37
2012-09-09,15
2012-09-10,65
2012-09-11,25
2012-09-12,49
2012-09-13,48
2012-09-14,31
2012-09-15,24
2012-09-16,18
2012-09-17,37
2012-09-18,17
2012-09-19,45
2012-09-20,25
2012-09-21,36
2012-09-22,9
2012-09-23,12
2012-09-24,59
2012-09-25,49
2012-09-26,59
2012-09-27,50
2012-09-28,57
2012-09-29,33
2012-09-30,18
2012-10-01,39
2012-10-02,59
2012-10-03,32
2012-10-04,39
2012-10-05,68
2012-10-06,21
2012-10-07,6
2012-10-08,52
2012-10-09,50
2012-10-10,48
2012-10-11,50
2012-10-12,48
