date,GOOG stock
2015-08-18,21
2015-08-19,16
2015-08-20,7
2015-08-21,29
2015-08-22,13
2015-08-23,10
2015-08-24,65
2015-08-25,55
2015-08-26,49
2015-08-27,31
2015-08-28,19
2015-08-29,12
2015-08-30,6
2015-08-31,19
2015-09-01,22
2015-09-02,19
2015-09-03,16
2015-09-04,15
2015-09-05,5
2015-09-06,5
2015-09-07,3
2015-09-08,14
2015-09-09,16
2015-09-10,7
2015-09-11,15
2015-09-12,10
2015-09-13,10
2015-09-14,12
2015-09-15,14
2015-09-16,8
2015-09-17,13
2015-09-18,19
2015-09-19,8
2015-09-20,7
2015-09-21,13
2015-09-22,10
2015-09-23,12
2015-09-24,12
2015-09-25,15
2015-09-26,5
2015-09-27,4
2015-09-28,11
2015-09-29,9
2015-09-30,14
2015-10-01,15
2015-10-02,21
2015-10-03,6
2015-10-04,6
2015-10-05,19
2015-10-06,17
2015-10-07,28
2015-10-08,18
2015-10-09,14
2015-10-10,7
2015-10-11,0
2015-10-12,21
2015-10-13,15
2015-10-14,16
2015-10-15,19
2015-10-16,16
2015-10-17,11
2015-10-18,10
2015-10-19,12
2015-10-20,11
2015-10-21,23
2015-10-22,47
2015-10-23,79
2015-10-24,12
2015-10-25,9
2015-10-26,30
2015-10-27,24
2015-10-28,29
2015-10-29,24
2015-10-30,21
2015-10-31,10
2015-11-01,10
2015-11-02,25
2015-11-03,16
2015-11-04,24
2015-11-05,27
2015-11-06,33
2015-11-07,7
2015-11-08,5
2015-11-09,14
2015-11-10,9
2015-11-11,16
2015-11-12,12
2015-11-13,12
2015-11-14,8
2015-11-15,4
2015-11-16,11
2015-11-17,11
2015-11-18,13
2015-11-19,17
2015-11-20,22
2015-11-21,6
2015-11-22,4
2015-11-23,9
2015-11-24,12
2015-11-25,21
2015-11-26,4
2015-11-27,8
2015-11-28,5
2015-11-29,9
2015-11-30,9
2015-12-01,23
2015-12-02,11
2015-12-03,19
2015-12-04,27
2015-12-05,10
2015-12-06,6
2015-12-07,13
2015-12-08,14
2015-12-09,16
2015-12-10,11
2015-12-11,15
2015-12-12,7
2015-12-13,4
2015-12-14,20
2015-12-15,7
2015-12-16,14
2015-12-17,20
2015-12-18,18
2015-12-19,10
2015-12-20,4
2015-12-21,12
2015-12-22,18
2015-12-23,8
2015-12-24,18
2015-12-25,14
2015-12-26,10
2015-12-27,4
2015-12-28,14
2015-12-29,16
2015-12-30,13
2015-12-31,14
2016-01-01,7
2016-01-02,6
2016-01-03,9
2016-01-04,24
2016-01-05,22
2016-01-06,22
2016-01-07,35
2016-01-08,36
2016-01-09,15
2016-01-10,4
2016-01-11,20
2016-01-12,16
2016-01-13,27
2016-01-14,26
2016-01-15,19
2016-01-16,11
2016-01-17,0
2016-01-18,10
2016-01-19,19
2016-01-20,30
2016-01-21,31
2016-01-22,22
2016-01-23,7
2016-01-24,2
2016-01-25,27
2016-01-26,21
2016-01-27,20
2016-01-28,39
2016-01-29,28
2016-01-30,9
2016-01-31,7
2016-02-01,67
2016-02-02,100
2016-02-03,59
2016-02-04,43
2016-02-05,57
2016-02-06,23
2016-02-07,22
2016-02-08,52
2016-02-09,38
2016-02-10,41
2016-02-11,40
2016-02-12,38
2016-02-13,6
2016-02-14,5
2016-02-15,9
2016-02-16,27
2016-02-17,44
2016-02-18,29
2016-02-19,29
2016-02-20,10
2016-02-21,1
2016-02-22,19
2016-02-23,21
2016-02-24,19
2016-02-25,22
2016-02-26,25
2016-02-27,6
2016-02-28,6
2016-02-29,18
2016-03-01,24
2016-03-02,27
2016-03-03,21
2016-03-04,29
2016-03-05,7
2016-03-06,2
2016-03-07,22
2016-03-08,19
2016-03-09,23
2016-03-10,18
2016-03-11,19
2016-03-12,9
2016-03-13,12
2016-03-14,13
2016-03-15,29
2016-03-16,19
2016-03-17,26
2016-03-18,18
2016-03-19,11
2016-03-20,4
2016-03-21,18
2016-03-22,21
2016-03-23,27
2016-03-24,17
2016-03-25,11
2016-03-26,5
2016-03-27,4
2016-03-28,13
2016-03-29,21
2016-03-30,16
2016-03-31,15
2016-04-01,19
2016-04-02,2
2016-04-03,6
2016-04-04,22
2016-04-05,14
2016-04-06,21
2016-04-07,17
2016-04-08,23
2016-04-09,5
2016-04-10,2
2016-04-11,15
2016-04-12,18
2016-04-13,23
2016-04-14,14
2016-04-15,19
2016-04-16,5
2016-04-17,7
2016-04-18,26
2016-04-19,21
2016-04-20,30
2016-04-21,60
2016-04-22,70
2016-04-23,17
2016-04-24,4
2016-04-25,35
2016-04-26,36
2016-04-27,51
2016-04-28,48
2016-04-29,34
2016-04-30,10
2016-05-01,15
2016-05-02,33
2016-05-03,29
2016-05-04,25
