date,GOOG stock
2017-05-29,6
2017-05-30,38
2017-05-31,42
2017-06-01,42
2017-06-02,29
2017-06-03,5
2017-06-04,7
2017-06-05,40
2017-06-06,37
2017-06-07,26
2017-06-08,27
2017-06-09,32
2017-06-10,16
2017-06-11,8
2017-06-12,40
2017-06-13,37
2017-06-14,24
2017-06-15,29
2017-06-16,39
2017-06-17,11
2017-06-18,13
2017-06-19,30
2017-06-20,25
2017-06-21,30
2017-06-22,27
2017-06-23,15
2017-06-24,6
2017-06-25,9
2017-06-26,23
2017-06-27,58
2017-06-28,37
2017-06-29,39
2017-06-30,29
2017-07-01,8
2017-07-02,3
2017-07-03,40
2017-07-04,52
2017-07-05,29
2017-07-06,33
2017-07-07,28
2017-07-08,18
2017-07-09,6
2017-07-10,23
2017-07-11,24
2017-07-12,30
2017-07-13,21
2017-07-14,38
2017-07-15,12
2017-07-16,7
2017-07-17,27
2017-07-18,19
2017-07-19,29
2017-07-20,29
2017-07-21,36
2017-07-22,10
2017-07-23,5
2017-07-24,68
2017-07-25,68
2017-07-26,44
2017-07-27,54
2017-07-28,45
2017-07-29,7
2017-07-30,4
2017-07-31,31
2017-08-01,40
2017-08-02,37
2017-08-03,25
2017-08-04,22
2017-08-05,16
2017-08-06,10
2017-08-07,41
2017-08-08,34
2017-08-09,23
2017-08-10,25
2017-08-11,35
2017-08-12,18
2017-08-13,5
2017-08-14,30
2017-08-15,28
2017-08-16,27
2017-08-17,34
2017-08-18,17
2017-08-19,12
2017-08-20,4
2017-08-21,17
2017-08-22,23
2017-08-23,21
2017-08-24,21
2017-08-25,21
2017-08-26,9
2017-08-27,7
2017-08-28,24
2017-08-29,18
2017-08-30,29
2017-08-31,30
2017-09-01,27
2017-09-02,8
2017-09-03,5
2017-09-04,8
2017-09-05,26
2017-09-06,21
2017-09-07,19
2017-09-08,14
2017-09-09,4
2017-09-10,6
2017-09-11,22
2017-09-12,20
2017-09-13,16
2017-09-14,19
2017-09-15,22
2017-09-16,3
2017-09-17,4
2017-09-18,22
2017-09-19,21
2017-09-20,27
2017-09-21,31
2017-09-22,16
2017-09-23,6
2017-09-24,12
2017-09-25,22
2017-09-26,24
2017-09-27,23
2017-09-28,24
2017-09-29,28
2017-09-30,10
2017-10-01,5
2017-10-02,20
2017-10-03,22
2017-10-04,21
2017-10-05,25
2017-10-06,29
2017-10-07,9
2017-10-08,10
2017-10-09,21
2017-10-10,21
2017-10-11,28
2017-10-12,31
2017-10-13,27
2017-10-14,9
2017-10-15,12
2017-10-16,20
2017-10-17,29
2017-10-18,22
2017-10-19,19
2017-10-20,27
2017-10-21,11
2017-10-22,5
2017-10-23,26
2017-10-24,20
2017-10-25,26
2017-10-26,84
2017-10-27,100
2017-10-28,24
2017-10-29,7
2017-10-30,30
2017-10-31,35
2017-11-01,28
2017-11-02,34
2017-11-03,37
2017-11-04,9
2017-11-05,7
2017-11-06,26
2017-11-07,25
2017-11-08,31
2017-11-09,30
2017-11-10,22
2017-11-11,11
2017-11-12,7
2017-11-13,22
2017-11-14,18
2017-11-15,15
2017-11-16,28
2017-11-17,22
2017-11-18,8
2017-11-19,10
2017-11-20,17
2017-11-21,28
2017-11-22,29
2017-11-23,12
2017-11-24,19
2017-11-25,11
2017-11-26,7
2017-11-27,32
2017-11-28,24
2017-11-29,41
2017-11-30,27
2017-12-01,28
2017-12-02,10
2017-12-03,7
2017-12-04,29
2017-12-05,29
2017-12-06,25
2017-12-07,23
2017-12-08,22
2017-12-09,11
2017-12-10,6
2017-12-11,22
2017-12-12,25
2017-12-13,15
2017-12-14,32
2017-12-15,20
2017-12-16,11
2017-12-17,10
2017-12-18,29
2017-12-19,23
2017-12-20,21
2017-12-21,33
2017-12-22,26
2017-12-23,10
2017-12-24,7
2017-12-25,8
2017-12-26,12
2017-12-27,21
2017-12-28,11
2017-12-29,19
2017-12-30,8
2017-12-31,4
2018-01-01,6
2018-01-02,18
2018-01-03,19
2018-01-04,25
2018-01-05,24
2018-01-06,20
2018-01-07,10
2018-01-08,17
2018-01-09,28
2018-01-10,30
2018-01-11,24
2018-01-12,31
2018-01-13,14
2018-01-14,7
2018-01-15,16
2018-01-16,23
2018-01-17,26
2018-01-18,31
2018-01-19,24
2018-01-20,7
2018-01-21,8
2018-01-22,29
2018-01-23,30
2018-01-24,31
2018-01-25,23
2018-01-26,33
2018-01-27,17
2018-01-28,7
2018-01-29,33
2018-01-30,35
2018-01-31,25
2018-02-01,83
2018-02-02,98
2018-02-03,23
2018-02-04,11
2018-02-05,63
2018-02-06,81
2018-02-07,50
2018-02-08,69
2018-02-09,59
2018-02-10,17
2018-02-11,10
2018-02-12,31
2018-02-13,29
