date,GOOG stock
2018-02-13,58
2018-02-14,56
2018-02-15,53
2018-02-16,53
2018-02-17,14
2018-02-18,21
2018-02-19,11
2018-02-20,44
2018-02-21,58
2018-02-22,62
2018-02-23,50
2018-02-24,17
2018-02-25,14
2018-02-26,61
2018-02-27,53
2018-02-28,49
2018-03-01,47
2018-03-02,61
2018-03-03,17
2018-03-04,8
2018-03-05,47
2018-03-06,50
2018-03-07,66
2018-03-08,36
2018-03-09,55
2018-03-10,26
2018-03-11,7
2018-03-12,36
2018-03-13,43
2018-03-14,41
2018-03-15,52
2018-03-16,31
2018-03-17,15
2018-03-18,9
2018-03-19,62
2018-03-20,71
2018-03-21,66
2018-03-22,57
2018-03-23,62
2018-03-24,20
2018-03-25,17
2018-03-26,64
2018-03-27,70
2018-03-28,100
2018-03-29,84
2018-03-30,39
2018-03-31,17
2018-04-01,7
2018-04-02,80
2018-04-03,69
2018-04-04,80
2018-04-05,61
2018-04-06,46
2018-04-07,9
2018-04-08,8
2018-04-09,52
