date,GOOG stock
2017-10-06,27
2017-10-07,10
2017-10-08,8
2017-10-09,22
2017-10-10,23
2017-10-11,32
2017-10-12,29
2017-10-13,21
2017-10-14,8
2017-10-15,8
2017-10-16,23
2017-10-17,24
2017-10-18,21
2017-10-19,20
2017-10-20,21
2017-10-21,11
2017-10-22,6
2017-10-23,26
2017-10-24,24
2017-10-25,24
2017-10-26,72
2017-10-27,94
2017-10-28,20
2017-10-29,8
2017-10-30,32
2017-10-31,36
2017-11-01,28
2017-11-02,31
2017-11-03,28
2017-11-04,7
2017-11-05,6
2017-11-06,27
2017-11-07,24
2017-11-08,28
2017-11-09,28
2017-11-10,23
2017-11-11,11
2017-11-12,7
2017-11-13,19
2017-11-14,20
2017-11-15,20
2017-11-16,23
2017-11-17,20
2017-11-18,8
2017-11-19,7
2017-11-20,18
2017-11-21,21
2017-11-22,24
2017-11-23,11
2017-11-24,16
2017-11-25,11
2017-11-26,8
2017-11-27,28
2017-11-28,24
2017-11-29,32
2017-11-30,25
2017-12-01,20
2017-12-02,7
2017-12-03,4
2017-12-04,27
2017-12-05,27
2017-12-06,29
2017-12-07,26
2017-12-08,27
2017-12-09,13
2017-12-10,4
2017-12-11,19
2017-12-12,27
2017-12-13,16
2017-12-14,26
2017-12-15,25
2017-12-16,16
2017-12-17,9
2017-12-18,28
2017-12-19,22
2017-12-20,18
2017-12-21,25
2017-12-22,23
2017-12-23,11
2017-12-24,7
2017-12-25,6
2017-12-26,13
2017-12-27,15
2017-12-28,20
2017-12-29,22
2017-12-30,9
2017-12-31,4
2018-01-01,5
2018-01-02,24
2018-01-03,22
2018-01-04,28
2018-01-05,26
2018-01-06,15
2018-01-07,8
2018-01-08,22
2018-01-09,24
2018-01-10,27
2018-01-11,24
2018-01-12,26
2018-01-13,15
2018-01-14,7
2018-01-15,11
2018-01-16,20
2018-01-17,20
2018-01-18,25
2018-01-19,19
2018-01-20,9
2018-01-21,7
2018-01-22,25
2018-01-23,32
2018-01-24,26
2018-01-25,24
2018-01-26,35
2018-01-27,10
2018-01-28,10
2018-01-29,33
2018-01-30,29
2018-01-31,31
2018-02-01,74
2018-02-02,100
2018-02-03,23
2018-02-04,12
2018-02-05,55
2018-02-06,74
2018-02-07,56
2018-02-08,61
2018-02-09,59
2018-02-10,18
2018-02-11,10
2018-02-12,37
2018-02-13,30
2018-02-14,37
2018-02-15,35
2018-02-16,36
2018-02-17,8
2018-02-18,8
2018-02-19,11
2018-02-20,29
2018-02-21,33
2018-02-22,32
2018-02-23,28
2018-02-24,11
2018-02-25,5
2018-02-26,33
2018-02-27,27
2018-02-28,30
2018-03-01,32
2018-03-02,29
2018-03-03,15
2018-03-04,7
2018-03-05,25
2018-03-06,27
2018-03-07,27
2018-03-08,21
2018-03-09,31
2018-03-10,13
2018-03-11,4
2018-03-12,25
2018-03-13,32
2018-03-14,22
2018-03-15,25
2018-03-16,20
2018-03-17,9
2018-03-18,6
2018-03-19,34
2018-03-20,41
2018-03-21,32
2018-03-22,30
2018-03-23,41
2018-03-24,8
2018-03-25,7
2018-03-26,46
2018-03-27,43
2018-03-28,54
2018-03-29,51
2018-03-30,20
2018-03-31,10
2018-04-01,8
2018-04-02,54
2018-04-03,42
2018-04-04,43
2018-04-05,37
2018-04-06,23
2018-04-07,13
2018-04-08,8
2018-04-09,28
