date,GOOG stock
2017-01-19,24
2017-01-20,19
2017-01-21,10
2017-01-22,7
2017-01-23,30
2017-01-24,24
2017-01-25,37
2017-01-26,73
2017-01-27,62
2017-01-28,13
2017-01-29,13
2017-01-30,39
2017-01-31,41
2017-02-01,41
2017-02-02,37
2017-02-03,35
2017-02-04,10
2017-02-05,10
2017-02-06,24
2017-02-07,21
2017-02-08,22
2017-02-09,28
2017-02-10,23
2017-02-11,11
2017-02-12,7
2017-02-13,23
2017-02-14,25
2017-02-15,24
2017-02-16,24
2017-02-17,28
2017-02-18,12
2017-02-19,3
2017-02-20,13
2017-02-21,18
2017-02-22,22
2017-02-23,23
2017-02-24,22
2017-02-25,6
2017-02-26,4
2017-02-27,19
2017-02-28,24
2017-03-01,33
2017-03-02,33
2017-03-03,21
2017-03-04,8
2017-03-05,4
2017-03-06,17
2017-03-07,18
2017-03-08,19
2017-03-09,19
2017-03-10,24
2017-03-11,12
2017-03-12,7
2017-03-13,24
2017-03-14,23
2017-03-15,23
2017-03-16,18
2017-03-17,15
2017-03-18,9
2017-03-19,5
2017-03-20,15
2017-03-21,23
2017-03-22,25
2017-03-23,28
2017-03-24,28
2017-03-25,10
2017-03-26,11
2017-03-27,22
2017-03-28,29
2017-03-29,24
2017-03-30,27
2017-03-31,26
2017-04-01,10
2017-04-02,4
2017-04-03,27
2017-04-04,27
2017-04-05,26
2017-04-06,22
2017-04-07,25
2017-04-08,4
2017-04-09,7
2017-04-10,16
2017-04-11,19
2017-04-12,23
2017-04-13,23
2017-04-14,12
2017-04-15,5
2017-04-16,6
2017-04-17,23
2017-04-18,23
2017-04-19,20
2017-04-20,20
2017-04-21,23
2017-04-22,6
2017-04-23,6
2017-04-24,23
2017-04-25,43
2017-04-26,35
2017-04-27,79
2017-04-28,100
2017-04-29,25
2017-04-30,9
2017-05-01,48
2017-05-02,35
2017-05-03,32
2017-05-04,39
2017-05-05,34
2017-05-06,12
2017-05-07,11
2017-05-08,36
2017-05-09,40
2017-05-10,31
2017-05-11,27
2017-05-12,20
2017-05-13,12
2017-05-14,14
2017-05-15,25
2017-05-16,32
2017-05-17,46
2017-05-18,33
2017-05-19,27
2017-05-20,11
2017-05-21,7
2017-05-22,24
2017-05-23,31
2017-05-24,42
2017-05-25,45
2017-05-26,42
2017-05-27,17
2017-05-28,14
2017-05-29,12
2017-05-30,36
2017-05-31,44
2017-06-01,40
2017-06-02,34
2017-06-03,10
2017-06-04,4
2017-06-05,42
2017-06-06,38
2017-06-07,30
2017-06-08,35
2017-06-09,41
2017-06-10,19
2017-06-11,7
2017-06-12,54
2017-06-13,42
2017-06-14,30
2017-06-15,37
2017-06-16,44
2017-06-17,9
2017-06-18,9
2017-06-19,32
2017-06-20,31
2017-06-21,31
2017-06-22,24
2017-06-23,29
2017-06-24,10
2017-06-25,8
2017-06-26,25
2017-06-27,70
2017-06-28,46
2017-06-29,41
2017-06-30,39
2017-07-01,10
2017-07-02,9
2017-07-03,45
2017-07-04,48
2017-07-05,29
2017-07-06,30
2017-07-07,39
2017-07-08,14
2017-07-09,7
2017-07-10,25
2017-07-11,25
2017-07-12,23
2017-07-13,27
2017-07-14,29
2017-07-15,12
2017-07-16,10
2017-07-17,31
2017-07-18,30
2017-07-19,32
2017-07-20,28
2017-07-21,29
2017-07-22,14
2017-07-23,8
2017-07-24,78
2017-07-25,88
2017-07-26,55
2017-07-27,54
2017-07-28,43
2017-07-29,11
2017-07-30,7
2017-07-31,41
2017-08-01,42
2017-08-02,40
2017-08-03,28
2017-08-04,33
2017-08-05,18
2017-08-06,6
2017-08-07,37
2017-08-08,36
2017-08-09,32
2017-08-10,37
2017-08-11,36
2017-08-12,15
2017-08-13,6
2017-08-14,30
2017-08-15,25
2017-08-16,32
2017-08-17,23
2017-08-18,23
2017-08-19,9
2017-08-20,5
2017-08-21,22
2017-08-22,29
2017-08-23,26
2017-08-24,31
2017-08-25,22
2017-08-26,12
2017-08-27,10
2017-08-28,22
2017-08-29,23
2017-08-30,27
2017-08-31,32
2017-09-01,24
2017-09-02,12
2017-09-03,5
2017-09-04,7
2017-09-05,20
2017-09-06,18
2017-09-07,19
2017-09-08,14
2017-09-09,7
2017-09-10,6
2017-09-11,21
2017-09-12,29
2017-09-13,23
2017-09-14,26
2017-09-15,19
2017-09-16,9
2017-09-17,6
2017-09-18,25
2017-09-19,20
2017-09-20,29
2017-09-21,31
2017-09-22,19
2017-09-23,8
2017-09-24,6
2017-09-25,21
2017-09-26,23
2017-09-27,26
2017-09-28,27
2017-09-29,25
2017-09-30,12
2017-10-01,8
2017-10-02,18
2017-10-03,21
2017-10-04,30
2017-10-05,37
2017-10-06,28
