date,GOOG stock
2014-12-01,17
2014-12-02,12
2014-12-03,8
2014-12-04,14
2014-12-05,16
2014-12-06,5
2014-12-07,2
2014-12-08,11
2014-12-09,9
2014-12-10,18
2014-12-11,9
2014-12-12,5
2014-12-13,6
2014-12-14,2
2014-12-15,13
2014-12-16,12
2014-12-17,8
2014-12-18,18
2014-12-19,3
2014-12-20,12
2014-12-21,2
2014-12-22,12
2014-12-23,15
2014-12-24,8
2014-12-25,9
2014-12-26,14
2014-12-27,12
2014-12-28,5
2014-12-29,12
2014-12-30,22
2014-12-31,9
2015-01-01,5
2015-01-02,5
2015-01-03,5
2015-01-04,3
2015-01-05,15
2015-01-06,14
2015-01-07,11
2015-01-08,19
2015-01-09,7
2015-01-10,5
2015-01-11,5
2015-01-12,6
2015-01-13,14
2015-01-14,9
2015-01-15,18
2015-01-16,13
2015-01-17,3
2015-01-18,5
2015-01-19,5
2015-01-20,10
2015-01-21,13
2015-01-22,22
2015-01-23,19
2015-01-24,8
2015-01-25,5
2015-01-26,9
2015-01-27,15
2015-01-28,22
2015-01-29,29
2015-01-30,31
2015-01-31,13
2015-02-01,5
2015-02-02,16
2015-02-03,14
2015-02-04,15
2015-02-05,20
2015-02-06,19
2015-02-07,11
2015-02-08,1
2015-02-09,12
2015-02-10,11
2015-02-11,12
2015-02-12,13
2015-02-13,19
2015-02-14,10
2015-02-15,3
2015-02-16,10
2015-02-17,8
2015-02-18,11
2015-02-19,16
2015-02-20,9
2015-02-21,3
2015-02-22,3
2015-02-23,4
2015-02-24,9
2015-02-25,9
2015-02-26,11
2015-02-27,12
2015-02-28,3
2015-03-01,3
2015-03-02,15
2015-03-03,14
2015-03-04,14
2015-03-05,13
2015-03-06,11
2015-03-07,5
2015-03-08,2
2015-03-09,5
2015-03-10,9
2015-03-11,12
2015-03-12,12
2015-03-13,9
2015-03-14,3
2015-03-15,4
2015-03-16,8
2015-03-17,13
2015-03-18,14
2015-03-19,13
2015-03-20,7
2015-03-21,1
2015-03-22,2
2015-03-23,11
2015-03-24,17
2015-03-25,8
2015-03-26,11
2015-03-27,6
2015-03-28,5
2015-03-29,0
2015-03-30,6
2015-03-31,11
2015-04-01,6
2015-04-02,15
2015-04-03,9
2015-04-04,4
2015-04-05,4
2015-04-06,8
2015-04-07,14
2015-04-08,16
2015-04-09,14
2015-04-10,8
2015-04-11,2
2015-04-12,2
2015-04-13,12
2015-04-14,14
2015-04-15,15
2015-04-16,11
2015-04-17,16
2015-04-18,5
2015-04-19,2
2015-04-20,12
2015-04-21,13
2015-04-22,5
2015-04-23,24
2015-04-24,37
2015-04-25,13
2015-04-26,8
2015-04-27,14
2015-04-28,18
2015-04-29,11
2015-04-30,8
2015-05-01,10
2015-05-02,3
2015-05-03,2
2015-05-04,14
2015-05-05,9
2015-05-06,10
2015-05-07,11
2015-05-08,9
2015-05-09,4
2015-05-10,8
2015-05-11,14
2015-05-12,16
2015-05-13,10
2015-05-14,5
2015-05-15,11
2015-05-16,5
2015-05-17,6
2015-05-18,8
2015-05-19,4
2015-05-20,10
2015-05-21,6
2015-05-22,18
2015-05-23,5
2015-05-24,5
2015-05-25,2
2015-05-26,10
2015-05-27,9
2015-05-28,11
2015-05-29,12
2015-05-30,4
2015-05-31,3
2015-06-01,8
2015-06-02,6
2015-06-03,7
2015-06-04,9
2015-06-05,8
2015-06-06,2
2015-06-07,2
2015-06-08,8
2015-06-09,6
2015-06-10,6
2015-06-11,7
2015-06-12,9
2015-06-13,2
2015-06-14,5
2015-06-15,8
2015-06-16,9
2015-06-17,12
2015-06-18,6
2015-06-19,8
2015-06-20,3
2015-06-21,4
2015-06-22,7
2015-06-23,11
2015-06-24,11
2015-06-25,11
2015-06-26,8
2015-06-27,9
2015-06-28,3
2015-06-29,5
2015-06-30,8
2015-07-01,10
2015-07-02,7
2015-07-03,3
2015-07-04,6
2015-07-05,2
2015-07-06,6
2015-07-07,8
2015-07-08,7
2015-07-09,10
2015-07-10,9
2015-07-11,6
2015-07-12,4
2015-07-13,11
2015-07-14,12
2015-07-15,16
2015-07-16,34
2015-07-17,100
2015-07-18,28
2015-07-19,15
2015-07-20,34
2015-07-21,28
2015-07-22,27
2015-07-23,25
2015-07-24,15
2015-07-25,11
2015-07-26,14
2015-07-27,20
2015-07-28,13
2015-07-29,13
2015-07-30,18
2015-07-31,15
2015-08-01,8
2015-08-02,4
2015-08-03,15
2015-08-04,14
2015-08-05,10
2015-08-06,11
2015-08-07,10
2015-08-08,10
2015-08-09,6
2015-08-10,24
2015-08-11,63
2015-08-12,27
2015-08-13,20
2015-08-14,13
2015-08-15,11
2015-08-16,4
2015-08-17,8
2015-08-18,11
