date,GOOG stock
2012-10-12,19
2012-10-13,11
2012-10-14,5
2012-10-15,13
2012-10-16,21
2012-10-17,19
2012-10-18,89
2012-10-19,100
2012-10-20,26
2012-10-21,12
2012-10-22,32
2012-10-23,42
2012-10-24,25
2012-10-25,18
2012-10-26,23
2012-10-27,10
2012-10-28,8
2012-10-29,14
2012-10-30,5
2012-10-31,27
2012-11-01,27
2012-11-02,25
2012-11-03,7
2012-11-04,3
2012-11-05,14
2012-11-06,14
2012-11-07,30
2012-11-08,26
2012-11-09,27
2012-11-10,5
2012-11-11,8
2012-11-12,18
2012-11-13,12
2012-11-14,24
2012-11-15,32
2012-11-16,14
2012-11-17,5
2012-11-18,8
2012-11-19,25
2012-11-20,16
2012-11-21,19
2012-11-22,8
2012-11-23,7
2012-11-24,4
2012-11-25,4
2012-11-26,12
2012-11-27,24
2012-11-28,24
2012-11-29,21
2012-11-30,17
2012-12-01,10
2012-12-02,6
2012-12-03,17
2012-12-04,7
2012-12-05,27
2012-12-06,10
2012-12-07,23
2012-12-08,5
2012-12-09,8
2012-12-10,13
2012-12-11,29
2012-12-12,17
2012-12-13,24
2012-12-14,22
2012-12-15,6
2012-12-16,10
2012-12-17,17
2012-12-18,21
2012-12-19,14
2012-12-20,18
2012-12-21,10
2012-12-22,8
2012-12-23,6
2012-12-24,18
2012-12-25,6
2012-12-26,5
2012-12-27,23
2012-12-28,30
2012-12-29,11
2012-12-30,7
2012-12-31,15
2013-01-01,6
2013-01-02,22
2013-01-03,19
2013-01-04,18
2013-01-05,6
2013-01-06,10
2013-01-07,16
2013-01-08,23
2013-01-09,16
2013-01-10,8
2013-01-11,16
2013-01-12,7
2013-01-13,6
2013-01-14,30
2013-01-15,31
2013-01-16,14
2013-01-17,10
2013-01-18,26
2013-01-19,10
2013-01-20,6
2013-01-21,12
2013-01-22,38
2013-01-23,50
2013-01-24,50
2013-01-25,32
2013-01-26,10
2013-01-27,8
2013-01-28,20
2013-01-29,22
2013-01-30,28
2013-01-31,16
2013-02-01,30
2013-02-02,15
2013-02-03,7
2013-02-04,21
2013-02-05,20
2013-02-06,31
2013-02-07,22
2013-02-08,35
2013-02-09,11
2013-02-10,15
2013-02-11,23
2013-02-12,27
2013-02-13,15
2013-02-14,11
2013-02-15,17
2013-02-16,13
2013-02-17,7
2013-02-18,11
2013-02-19,31
2013-02-20,26
2013-02-21,35
2013-02-22,28
2013-02-23,8
2013-02-24,6
2013-02-25,20
2013-02-26,22
2013-02-27,19
2013-02-28,21
2013-03-01,17
2013-03-02,13
2013-03-03,7
2013-03-04,25
2013-03-05,25
2013-03-06,33
2013-03-07,31
2013-03-08,29
2013-03-09,13
2013-03-10,2
2013-03-11,19
2013-03-12,19
2013-03-13,23
2013-03-14,27
2013-03-15,25
2013-03-16,7
2013-03-17,9
2013-03-18,22
2013-03-19,17
2013-03-20,13
2013-03-21,12
2013-03-22,13
2013-03-23,2
2013-03-24,6
2013-03-25,11
2013-03-26,17
2013-03-27,27
2013-03-28,23
2013-03-29,14
2013-03-30,5
2013-03-31,4
2013-04-01,14
2013-04-02,25
2013-04-03,23
2013-04-04,43
2013-04-05,24
2013-04-06,25
2013-04-07,7
2013-04-08,31
2013-04-09,43
2013-04-10,33
2013-04-11,32
2013-04-12,26
2013-04-13,7
2013-04-14,14
2013-04-15,46
2013-04-16,40
2013-04-17,42
2013-04-18,76
2013-04-19,69
2013-04-20,43
2013-04-21,27
2013-04-22,39
2013-04-23,42
2013-04-24,49
2013-04-25,28
2013-04-26,23
2013-04-27,19
2013-04-28,11
2013-04-29,45
2013-04-30,43
2013-05-01,25
2013-05-02,31
2013-05-03,48
2013-05-04,7
2013-05-05,2
2013-05-06,45
2013-05-07,36
2013-05-08,48
2013-05-09,40
2013-05-10,36
2013-05-11,8
2013-05-12,8
2013-05-13,34
2013-05-14,40
2013-05-15,84
2013-05-16,73
2013-05-17,45
2013-05-18,19
2013-05-19,11
2013-05-20,38
2013-05-21,35
2013-05-22,57
2013-05-23,63
2013-05-24,53
2013-05-25,28
2013-05-26,19
2013-05-27,18
2013-05-28,45
2013-05-29,47
2013-05-30,45
2013-05-31,41
2013-06-01,14
2013-06-02,18
2013-06-03,29
2013-06-04,30
2013-06-05,33
2013-06-06,33
2013-06-07,33
2013-06-08,23
2013-06-09,18
2013-06-10,31
2013-06-11,48
2013-06-12,39
2013-06-13,46
2013-06-14,31
2013-06-15,22
2013-06-16,17
2013-06-17,28
2013-06-18,48
2013-06-19,49
2013-06-20,57
2013-06-21,27
2013-06-22,28
2013-06-23,17
2013-06-24,22
2013-06-25,36
2013-06-26,34
2013-06-27,29
2013-06-28,20
2013-06-29,14
