date,GOOG stock
2013-06-29,4
2013-06-30,5
2013-07-01,13
2013-07-02,9
2013-07-03,8
2013-07-04,5
2013-07-05,9
2013-07-06,6
2013-07-07,6
2013-07-08,12
2013-07-09,15
2013-07-10,12
2013-07-11,14
2013-07-12,15
2013-07-13,13
2013-07-14,4
2013-07-15,10
2013-07-16,9
2013-07-17,13
2013-07-18,24
2013-07-19,31
2013-07-20,9
2013-07-21,6
2013-07-22,14
2013-07-23,17
2013-07-24,18
2013-07-25,18
2013-07-26,14
2013-07-27,5
2013-07-28,5
2013-07-29,13
2013-07-30,11
2013-07-31,14
2013-08-01,12
2013-08-02,11
2013-08-03,4
2013-08-04,3
2013-08-05,12
2013-08-06,12
2013-08-07,10
2013-08-08,11
2013-08-09,10
2013-08-10,5
2013-08-11,4
2013-08-12,8
2013-08-13,13
2013-08-14,13
2013-08-15,14
2013-08-16,9
2013-08-17,8
2013-08-18,5
2013-08-19,11
2013-08-20,12
2013-08-21,10
2013-08-22,13
2013-08-23,10
2013-08-24,6
2013-08-25,4
2013-08-26,10
2013-08-27,11
2013-08-28,10
2013-08-29,8
2013-08-30,9
2013-08-31,8
2013-09-01,4
2013-09-02,3
2013-09-03,10
2013-09-04,13
2013-09-05,11
2013-09-06,7
2013-09-07,5
2013-09-08,4
2013-09-09,8
2013-09-10,10
2013-09-11,9
2013-09-12,10
2013-09-13,8
2013-09-14,5
2013-09-15,5
2013-09-16,9
2013-09-17,10
2013-09-18,9
2013-09-19,13
2013-09-20,11
2013-09-21,6
2013-09-22,5
2013-09-23,14
2013-09-24,10
2013-09-25,9
2013-09-26,10
2013-09-27,9
2013-09-28,2
2013-09-29,5
2013-09-30,8
2013-10-01,9
2013-10-02,10
2013-10-03,10
2013-10-04,9
2013-10-05,6
2013-10-06,3
2013-10-07,9
2013-10-08,10
2013-10-09,7
2013-10-10,11
2013-10-11,10
2013-10-12,9
2013-10-13,4
2013-10-14,7
2013-10-15,8
2013-10-16,9
2013-10-17,23
2013-10-18,100
2013-10-19,38
2013-10-20,12
2013-10-21,22
2013-10-22,27
2013-10-23,25
2013-10-24,25
2013-10-25,21
2013-10-26,11
2013-10-27,7
2013-10-28,16
2013-10-29,16
2013-10-30,19
2013-10-31,17
2013-11-01,17
2013-11-02,8
2013-11-03,7
2013-11-04,16
2013-11-05,12
2013-11-06,12
2013-11-07,12
2013-11-08,15
2013-11-09,8
2013-11-10,5
2013-11-11,10
2013-11-12,12
2013-11-13,21
2013-11-14,20
2013-11-15,12
2013-11-16,10
2013-11-17,6
2013-11-18,16
2013-11-19,14
2013-11-20,13
2013-11-21,15
2013-11-22,15
2013-11-23,5
2013-11-24,5
2013-11-25,11
2013-11-26,16
2013-11-27,13
2013-11-28,6
2013-11-29,8
2013-11-30,10
2013-12-01,4
2013-12-02,10
2013-12-03,11
2013-12-04,15
2013-12-05,13
2013-12-06,15
2013-12-07,9
2013-12-08,6
2013-12-09,18
2013-12-10,14
2013-12-11,13
2013-12-12,11
2013-12-13,9
2013-12-14,3
2013-12-15,4
2013-12-16,12
2013-12-17,13
2013-12-18,15
2013-12-19,12
2013-12-20,17
2013-12-21,10
2013-12-22,10
2013-12-23,17
2013-12-24,24
2013-12-25,9
2013-12-26,18
2013-12-27,16
2013-12-28,9
2013-12-29,5
2013-12-30,15
2013-12-31,18
2014-01-01,9
2014-01-02,15
2014-01-03,11
2014-01-04,10
2014-01-05,5
2014-01-06,13
2014-01-07,17
2014-01-08,20
2014-01-09,16
2014-01-10,16
2014-01-11,4
2014-01-12,6
2014-01-13,15
2014-01-14,25
2014-01-15,17
2014-01-16,17
2014-01-17,18
2014-01-18,10
2014-01-19,7
2014-01-20,7
2014-01-21,16
2014-01-22,15
2014-01-23,15
2014-01-24,25
2014-01-25,16
2014-01-26,8
2014-01-27,21
2014-01-28,28
2014-01-29,29
2014-01-30,45
2014-01-31,60
2014-02-01,22
2014-02-02,10
2014-02-03,32
2014-02-04,27
2014-02-05,18
2014-02-06,14
2014-02-07,23
2014-02-08,13
2014-02-09,8
2014-02-10,16
2014-02-11,23
2014-02-12,21
2014-02-13,24
2014-02-14,28
2014-02-15,13
2014-02-16,12
2014-02-17,13
2014-02-18,18
2014-02-19,24
2014-02-20,25
2014-02-21,18
2014-02-22,10
2014-02-23,6
2014-02-24,21
2014-02-25,19
2014-02-26,19
2014-02-27,19
2014-02-28,20
2014-03-01,9
2014-03-02,8
2014-03-03,22
2014-03-04,21
2014-03-05,20
2014-03-06,20
2014-03-07,22
2014-03-08,8
2014-03-09,7
2014-03-10,14
2014-03-11,18
2014-03-12,15
2014-03-13,17
2014-03-14,21
2014-03-15,6
2014-03-16,4
