date,GOOG stock
2016-05-04,31
2016-05-05,34
2016-05-06,32
2016-05-07,14
2016-05-08,8
2016-05-09,26
2016-05-10,36
2016-05-11,27
2016-05-12,26
2016-05-13,32
2016-05-14,9
2016-05-15,4
2016-05-16,24
2016-05-17,27
2016-05-18,32
2016-05-19,23
2016-05-20,26
2016-05-21,10
2016-05-22,5
2016-05-23,20
2016-05-24,31
2016-05-25,28
2016-05-26,25
2016-05-27,26
2016-05-28,8
2016-05-29,6
2016-05-30,6
2016-05-31,24
2016-06-01,19
2016-06-02,19
2016-06-03,23
2016-06-04,7
2016-06-05,4
2016-06-06,21
2016-06-07,26
2016-06-08,23
2016-06-09,23
2016-06-10,25
2016-06-11,10
2016-06-12,4
2016-06-13,28
2016-06-14,13
2016-06-15,13
2016-06-16,12
2016-06-17,18
2016-06-18,9
2016-06-19,3
2016-06-20,23
2016-06-21,22
2016-06-22,22
2016-06-23,19
2016-06-24,64
2016-06-25,15
2016-06-26,7
2016-06-27,39
2016-06-28,39
2016-06-29,27
2016-06-30,28
2016-07-01,27
2016-07-02,10
2016-07-03,6
2016-07-04,4
2016-07-05,23
2016-07-06,27
2016-07-07,25
2016-07-08,24
2016-07-09,8
2016-07-10,7
2016-07-11,26
2016-07-12,29
2016-07-13,21
2016-07-14,23
2016-07-15,32
2016-07-16,10
2016-07-17,6
2016-07-18,23
2016-07-19,25
2016-07-20,35
2016-07-21,27
2016-07-22,19
2016-07-23,8
2016-07-24,6
2016-07-25,23
2016-07-26,25
2016-07-27,39
2016-07-28,98
2016-07-29,100
2016-07-30,20
2016-07-31,10
2016-08-01,40
2016-08-02,35
2016-08-03,27
2016-08-04,26
2016-08-05,30
2016-08-06,10
2016-08-07,7
2016-08-08,26
2016-08-09,23
2016-08-10,14
2016-08-11,21
2016-08-12,14
2016-08-13,8
2016-08-14,4
2016-08-15,20
2016-08-16,19
2016-08-17,15
2016-08-18,18
2016-08-19,14
2016-08-20,8
2016-08-21,3
2016-08-22,17
2016-08-23,17
2016-08-24,18
2016-08-25,13
2016-08-26,16
2016-08-27,5
2016-08-28,7
2016-08-29,18
2016-08-30,19
2016-08-31,17
2016-09-01,16
2016-09-02,19
2016-09-03,8
2016-09-04,5
2016-09-05,6
2016-09-06,16
2016-09-07,15
2016-09-08,19
2016-09-09,18
2016-09-10,6
2016-09-11,3
2016-09-12,14
2016-09-13,13
2016-09-14,18
2016-09-15,18
2016-09-16,18
2016-09-17,7
2016-09-18,2
2016-09-19,14
2016-09-20,15
2016-09-21,21
2016-09-22,18
2016-09-23,21
2016-09-24,3
2016-09-25,8
2016-09-26,17
2016-09-27,23
2016-09-28,21
2016-09-29,21
2016-09-30,22
2016-10-01,4
2016-10-02,7
2016-10-03,25
2016-10-04,37
2016-10-05,25
2016-10-06,23
2016-10-07,24
2016-10-08,5
2016-10-09,3
2016-10-10,22
2016-10-11,26
2016-10-12,17
2016-10-13,17
2016-10-14,14
2016-10-15,6
2016-10-16,8
2016-10-17,15
2016-10-18,27
2016-10-19,31
2016-10-20,22
2016-10-21,26
2016-10-22,12
2016-10-23,7
2016-10-24,28
2016-10-25,31
2016-10-26,28
2016-10-27,71
2016-10-28,71
2016-10-29,11
2016-10-30,12
2016-10-31,34
2016-11-01,37
2016-11-02,32
2016-11-03,39
2016-11-04,26
2016-11-05,5
2016-11-06,9
2016-11-07,32
2016-11-08,30
2016-11-09,75
2016-11-10,49
2016-11-11,49
2016-11-12,16
2016-11-13,9
2016-11-14,34
2016-11-15,35
2016-11-16,37
2016-11-17,35
2016-11-18,35
2016-11-19,9
2016-11-20,8
2016-11-21,26
2016-11-22,24
2016-11-23,21
2016-11-24,8
2016-11-25,16
2016-11-26,8
2016-11-27,7
2016-11-28,23
2016-11-29,20
2016-11-30,23
2016-12-01,28
2016-12-02,27
2016-12-03,10
2016-12-04,5
2016-12-05,32
2016-12-06,27
2016-12-07,29
2016-12-08,30
2016-12-09,27
2016-12-10,10
2016-12-11,6
2016-12-12,25
2016-12-13,31
2016-12-14,25
2016-12-15,27
2016-12-16,21
2016-12-17,12
2016-12-18,7
2016-12-19,20
2016-12-20,23
2016-12-21,23
2016-12-22,25
2016-12-23,17
2016-12-24,6
2016-12-25,9
2016-12-26,5
2016-12-27,24
2016-12-28,19
2016-12-29,21
2016-12-30,22
2016-12-31,6
2017-01-01,5
2017-01-02,10
2017-01-03,25
2017-01-04,30
2017-01-05,20
2017-01-06,27
2017-01-07,12
2017-01-08,5
2017-01-09,23
2017-01-10,26
2017-01-11,28
2017-01-12,24
2017-01-13,28
2017-01-14,10
2017-01-15,5
2017-01-16,9
2017-01-17,19
2017-01-18,24
2017-01-19,26
