date,GOOG stock
2010-08-24,46
2010-08-25,31
2010-08-26,31
2010-08-27,25
2010-08-28,0
2010-08-29,20
2010-08-30,15
2010-08-31,22
2010-09-01,30
2010-09-02,23
2010-09-03,8
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,7
2010-09-08,8
2010-09-09,23
2010-09-10,16
2010-09-11,10
2010-09-12,9
2010-09-13,15
2010-09-14,15
2010-09-15,7
2010-09-16,45
2010-09-17,32
2010-09-18,10
2010-09-19,9
2010-09-20,30
2010-09-21,22
2010-09-22,30
2010-09-23,37
2010-09-24,23
2010-09-25,0
2010-09-26,0
2010-09-27,22
2010-09-28,50
2010-09-29,14
2010-09-30,7
2010-10-01,23
2010-10-02,9
2010-10-03,9
2010-10-04,29
2010-10-05,65
2010-10-06,29
2010-10-07,23
2010-10-08,16
2010-10-09,19
2010-10-10,9
2010-10-11,15
2010-10-12,52
2010-10-13,58
2010-10-14,44
2010-10-15,99
2010-10-16,36
2010-10-17,27
2010-10-18,92
2010-10-19,84
2010-10-20,64
2010-10-21,15
2010-10-22,38
2010-10-23,9
2010-10-24,0
2010-10-25,56
2010-10-26,35
2010-10-27,56
2010-10-28,22
2010-10-29,45
2010-10-30,0
2010-10-31,9
2010-11-01,22
2010-11-02,28
2010-11-03,55
2010-11-04,42
2010-11-05,45
2010-11-06,18
2010-11-07,17
2010-11-08,41
2010-11-09,42
2010-11-10,49
2010-11-11,65
2010-11-12,52
2010-11-13,0
2010-11-14,9
2010-11-15,36
2010-11-16,28
2010-11-17,42
2010-11-18,42
2010-11-19,22
2010-11-20,18
2010-11-21,0
2010-11-22,27
2010-11-23,35
2010-11-24,7
2010-11-25,8
2010-11-26,38
2010-11-27,0
2010-11-28,17
2010-11-29,40
2010-11-30,27
2010-12-01,27
2010-12-02,0
2010-12-03,36
2010-12-04,0
2010-12-05,8
2010-12-06,21
2010-12-07,48
2010-12-08,28
2010-12-09,21
2010-12-10,29
2010-12-11,18
2010-12-12,9
2010-12-13,7
2010-12-14,41
2010-12-15,42
2010-12-16,43
2010-12-17,23
2010-12-18,0
2010-12-19,18
2010-12-20,36
2010-12-21,22
2010-12-22,30
2010-12-23,8
2010-12-24,9
2010-12-25,11
2010-12-26,10
2010-12-27,16
2010-12-28,31
2010-12-29,53
2010-12-30,40
2010-12-31,37
2011-01-01,30
2011-01-02,0
2011-01-03,21
2011-01-04,7
2011-01-05,28
2011-01-06,28
2011-01-07,43
2011-01-08,34
2011-01-09,0
2011-01-10,13
2011-01-11,39
2011-01-12,46
2011-01-13,27
2011-01-14,0
2011-01-15,8
2011-01-16,8
2011-01-17,20
2011-01-18,46
2011-01-19,20
2011-01-20,46
2011-01-21,61
2011-01-22,24
2011-01-23,16
2011-01-24,19
2011-01-25,32
2011-01-26,52
2011-01-27,7
2011-01-28,34
2011-01-29,16
2011-01-30,8
2011-01-31,30
2011-02-01,37
2011-02-02,31
2011-02-03,6
2011-02-04,13
2011-02-05,8
2011-02-06,15
2011-02-07,44
2011-02-08,38
2011-02-09,38
2011-02-10,39
2011-02-11,48
2011-02-12,40
2011-02-13,0
2011-02-14,45
2011-02-15,31
2011-02-16,44
2011-02-17,0
2011-02-18,47
2011-02-19,23
2011-02-20,0
2011-02-21,19
2011-02-22,25
2011-02-23,38
2011-02-24,39
2011-02-25,13
2011-02-26,16
2011-02-27,8
2011-02-28,31
2011-03-01,50
2011-03-02,13
2011-03-03,77
2011-03-04,33
2011-03-05,32
2011-03-06,16
2011-03-07,32
2011-03-08,39
2011-03-09,13
2011-03-10,32
2011-03-11,32
2011-03-12,0
2011-03-13,8
2011-03-14,13
2011-03-15,19
2011-03-16,19
2011-03-17,13
2011-03-18,20
2011-03-19,16
2011-03-20,0
2011-03-21,13
2011-03-22,25
2011-03-23,13
2011-03-24,19
2011-03-25,13
2011-03-26,8
2011-03-27,8
2011-03-28,43
2011-03-29,25
2011-03-30,32
2011-03-31,26
2011-04-01,20
2011-04-02,8
2011-04-03,8
2011-04-04,49
2011-04-05,19
2011-04-06,38
2011-04-07,26
2011-04-08,20
2011-04-09,16
2011-04-10,16
2011-04-11,37
2011-04-12,25
2011-04-13,31
2011-04-14,45
2011-04-15,100
2011-04-16,8
2011-04-17,16
2011-04-18,38
2011-04-19,39
2011-04-20,40
2011-04-21,28
2011-04-22,46
2011-04-23,0
2011-04-24,26
2011-04-25,21
2011-04-26,56
2011-04-27,13
2011-04-28,6
2011-04-29,7
2011-04-30,8
2011-05-01,8
2011-05-02,31
2011-05-03,37
2011-05-04,38
2011-05-05,19
2011-05-06,40
2011-05-07,8
2011-05-08,16
2011-05-09,6
2011-05-10,12
2011-05-11,19
