date,GOOG stock
2012-06-04,17
2012-06-05,10
2012-06-06,13
2012-06-07,9
2012-06-08,16
2012-06-09,8
2012-06-10,3
2012-06-11,17
2012-06-12,19
2012-06-13,13
2012-06-14,11
2012-06-15,5
2012-06-16,8
2012-06-17,0
2012-06-18,11
2012-06-19,11
2012-06-20,17
2012-06-21,6
2012-06-22,9
2012-06-23,0
2012-06-24,0
2012-06-25,4
2012-06-26,10
2012-06-27,9
2012-06-28,11
2012-06-29,21
2012-06-30,3
2012-07-01,0
2012-07-02,11
2012-07-03,6
2012-07-04,2
2012-07-05,4
2012-07-06,11
2012-07-07,3
2012-07-08,3
2012-07-09,13
2012-07-10,17
2012-07-11,13
2012-07-12,0
2012-07-13,14
2012-07-14,5
2012-07-15,5
2012-07-16,13
2012-07-17,15
2012-07-18,9
2012-07-19,18
2012-07-20,21
2012-07-21,11
2012-07-22,8
2012-07-23,9
2012-07-24,11
2012-07-25,13
2012-07-26,20
2012-07-27,16
2012-07-28,8
2012-07-29,5
2012-07-30,6
2012-07-31,15
2012-08-01,15
2012-08-02,7
2012-08-03,11
2012-08-04,8
2012-08-05,3
2012-08-06,17
2012-08-07,9
2012-08-08,11
2012-08-09,15
2012-08-10,5
2012-08-11,3
2012-08-12,8
2012-08-13,19
2012-08-14,24
2012-08-15,11
2012-08-16,4
2012-08-17,21
2012-08-18,3
2012-08-19,5
2012-08-20,13
2012-08-21,13
2012-08-22,13
2012-08-23,2
2012-08-24,11
2012-08-25,3
2012-08-26,8
2012-08-27,8
2012-08-28,8
2012-08-29,21
2012-08-30,6
2012-08-31,7
2012-09-01,3
2012-09-02,3
2012-09-03,6
2012-09-04,12
2012-09-05,8
2012-09-06,19
2012-09-07,22
2012-09-08,15
2012-09-09,5
2012-09-10,33
2012-09-11,12
2012-09-12,25
2012-09-13,20
2012-09-14,11
2012-09-15,15
2012-09-16,5
2012-09-17,14
2012-09-18,12
2012-09-19,23
2012-09-20,23
2012-09-21,11
2012-09-22,2
2012-09-23,10
2012-09-24,24
2012-09-25,24
2012-09-26,33
2012-09-27,23
2012-09-28,32
2012-09-29,12
2012-09-30,7
2012-10-01,8
2012-10-02,18
2012-10-03,10
2012-10-04,18
2012-10-05,11
2012-10-06,15
2012-10-07,2
2012-10-08,26
2012-10-09,16
2012-10-10,24
2012-10-11,20
2012-10-12,21
2012-10-13,7
2012-10-14,2
2012-10-15,25
2012-10-16,16
2012-10-17,10
2012-10-18,100
2012-10-19,86
2012-10-20,26
2012-10-21,12
2012-10-22,37
2012-10-23,45
2012-10-24,25
2012-10-25,26
2012-10-26,13
2012-10-27,12
2012-10-28,7
2012-10-29,8
2012-10-30,10
2012-10-31,16
2012-11-01,25
2012-11-02,6
2012-11-03,7
2012-11-04,0
2012-11-05,19
2012-11-06,11
2012-11-07,30
2012-11-08,24
2012-11-09,14
2012-11-10,14
2012-11-11,5
2012-11-12,17
2012-11-13,10
2012-11-14,12
2012-11-15,24
2012-11-16,8
2012-11-17,0
2012-11-18,2
2012-11-19,17
2012-11-20,13
2012-11-21,23
2012-11-22,8
2012-11-23,4
2012-11-24,5
2012-11-25,4
2012-11-26,17
2012-11-27,11
2012-11-28,24
2012-11-29,11
2012-11-30,22
2012-12-01,5
2012-12-02,2
2012-12-03,11
2012-12-04,20
2012-12-05,21
2012-12-06,6
2012-12-07,20
2012-12-08,12
2012-12-09,7
2012-12-10,2
2012-12-11,26
2012-12-12,13
2012-12-13,15
2012-12-14,22
2012-12-15,2
2012-12-16,7
2012-12-17,15
2012-12-18,25
2012-12-19,23
2012-12-20,18
2012-12-21,6
2012-12-22,5
2012-12-23,5
2012-12-24,12
2012-12-25,5
2012-12-26,13
2012-12-27,22
2012-12-28,6
2012-12-29,7
2012-12-30,0
2012-12-31,12
2013-01-01,2
2013-01-02,20
2013-01-03,19
2013-01-04,12
2013-01-05,2
2013-01-06,11
2013-01-07,17
2013-01-08,22
2013-01-09,9
2013-01-10,13
2013-01-11,19
2013-01-12,4
2013-01-13,4
2013-01-14,26
2013-01-15,23
2013-01-16,13
2013-01-17,11
2013-01-18,17
2013-01-19,9
2013-01-20,4
2013-01-21,5
2013-01-22,35
2013-01-23,43
2013-01-24,47
2013-01-25,28
2013-01-26,13
2013-01-27,4
2013-01-28,16
2013-01-29,21
2013-01-30,28
2013-01-31,13
2013-02-01,23
2013-02-02,17
2013-02-03,2
2013-02-04,13
2013-02-05,19
2013-02-06,18
2013-02-07,16
2013-02-08,32
2013-02-09,6
2013-02-10,9
2013-02-11,13
2013-02-12,24
2013-02-13,20
2013-02-14,15
2013-02-15,17
2013-02-16,9
2013-02-17,0
2013-02-18,13
2013-02-19,30
