date,GOOG stock
2013-11-06,27
2013-11-07,21
2013-11-08,19
2013-11-09,15
2013-11-10,7
2013-11-11,13
2013-11-12,16
2013-11-13,27
2013-11-14,35
2013-11-15,25
2013-11-16,15
2013-11-17,7
2013-11-18,23
2013-11-19,19
2013-11-20,19
2013-11-21,21
2013-11-22,27
2013-11-23,6
2013-11-24,7
2013-11-25,23
2013-11-26,20
2013-11-27,19
2013-11-28,8
2013-11-29,20
2013-11-30,11
2013-12-01,5
2013-12-02,18
2013-12-03,20
2013-12-04,29
2013-12-05,25
2013-12-06,19
2013-12-07,20
2013-12-08,7
2013-12-09,27
2013-12-10,29
2013-12-11,22
2013-12-12,19
2013-12-13,15
2013-12-14,12
2013-12-15,8
2013-12-16,20
2013-12-17,23
2013-12-18,21
2013-12-19,22
2013-12-20,34
2013-12-21,17
2013-12-22,17
2013-12-23,22
2013-12-24,32
2013-12-25,11
2013-12-26,24
2013-12-27,24
2013-12-28,18
2013-12-29,12
2013-12-30,22
2013-12-31,39
2014-01-01,14
2014-01-02,20
2014-01-03,17
2014-01-04,14
2014-01-05,9
2014-01-06,26
2014-01-07,20
2014-01-08,28
2014-01-09,30
2014-01-10,28
2014-01-11,4
2014-01-12,14
2014-01-13,26
2014-01-14,40
2014-01-15,35
2014-01-16,29
2014-01-17,34
2014-01-18,21
2014-01-19,11
2014-01-20,12
2014-01-21,22
2014-01-22,33
2014-01-23,18
2014-01-24,35
2014-01-25,20
2014-01-26,11
2014-01-27,35
2014-01-28,36
2014-01-29,38
2014-01-30,75
2014-01-31,100
2014-02-01,36
2014-02-02,15
2014-02-03,50
2014-02-04,40
2014-02-05,35
2014-02-06,32
2014-02-07,37
2014-02-08,24
2014-02-09,14
2014-02-10,32
2014-02-11,37
2014-02-12,37
2014-02-13,32
2014-02-14,49
2014-02-15,19
2014-02-16,13
2014-02-17,23
2014-02-18,29
2014-02-19,26
2014-02-20,34
2014-02-21,32
2014-02-22,12
2014-02-23,8
2014-02-24,39
2014-02-25,40
2014-02-26,31
2014-02-27,34
2014-02-28,39
2014-03-01,14
2014-03-02,16
2014-03-03,27
2014-03-04,33
2014-03-05,32
2014-03-06,31
2014-03-07,33
2014-03-08,19
2014-03-09,9
2014-03-10,17
2014-03-11,31
2014-03-12,39
2014-03-13,28
2014-03-14,27
2014-03-15,8
2014-03-16,3
2014-03-17,15
2014-03-18,16
2014-03-19,17
2014-03-20,15
2014-03-21,10
2014-03-22,3
2014-03-23,6
2014-03-24,19
2014-03-25,24
2014-03-26,17
2014-03-27,22
2014-03-28,17
2014-03-29,9
2014-03-30,6
2014-03-31,15
2014-04-01,25
2014-04-02,17
2014-04-03,75
2014-04-04,60
2014-04-05,15
2014-04-06,7
2014-04-07,29
2014-04-08,22
2014-04-09,23
2014-04-10,20
2014-04-11,22
2014-04-12,6
2014-04-13,10
2014-04-14,18
2014-04-15,21
2014-04-16,49
2014-04-17,51
2014-04-18,13
2014-04-19,8
2014-04-20,10
2014-04-21,23
2014-04-22,30
2014-04-23,21
2014-04-24,24
2014-04-25,22
2014-04-26,7
2014-04-27,4
2014-04-28,21
2014-04-29,18
2014-04-30,29
2014-05-01,11
2014-05-02,16
2014-05-03,5
2014-05-04,5
2014-05-05,13
2014-05-06,17
2014-05-07,28
2014-05-08,24
2014-05-09,19
2014-05-10,14
2014-05-11,9
2014-05-12,20
2014-05-13,31
2014-05-14,29
2014-05-15,24
2014-05-16,29
2014-05-17,9
2014-05-18,6
2014-05-19,27
2014-05-20,26
2014-05-21,20
2014-05-22,18
2014-05-23,21
2014-05-24,18
2014-05-25,8
2014-05-26,5
2014-05-27,25
2014-05-28,21
2014-05-29,18
2014-05-30,19
2014-05-31,12
2014-06-01,5
2014-06-02,17
2014-06-03,18
2014-06-04,23
2014-06-05,20
2014-06-06,22
2014-06-07,10
2014-06-08,8
2014-06-09,14
2014-06-10,22
2014-06-11,24
2014-06-12,18
2014-06-13,22
2014-06-14,15
2014-06-15,5
2014-06-16,11
2014-06-17,17
2014-06-18,19
2014-06-19,22
2014-06-20,14
2014-06-21,13
2014-06-22,3
2014-06-23,19
2014-06-24,18
2014-06-25,26
2014-06-26,24
2014-06-27,20
2014-06-28,9
2014-06-29,11
2014-06-30,16
2014-07-01,25
2014-07-02,13
2014-07-03,9
2014-07-04,8
2014-07-05,4
2014-07-06,5
2014-07-07,8
2014-07-08,21
2014-07-09,17
2014-07-10,14
2014-07-11,8
2014-07-12,8
2014-07-13,3
2014-07-14,15
2014-07-15,13
2014-07-16,14
2014-07-17,19
2014-07-18,22
2014-07-19,14
2014-07-20,9
2014-07-21,13
2014-07-22,14
2014-07-23,12
2014-07-24,19
