date,ILMN stock
2018-02-13,50
2018-02-14,68
2018-02-15,17
2018-02-16,53
2018-02-17,19
2018-02-18,19
2018-02-19,0
2018-02-20,50
2018-02-21,67
2018-02-22,0
2018-02-23,52
2018-02-24,38
2018-02-25,0
2018-02-26,33
2018-02-27,16
2018-02-28,0
2018-03-01,16
2018-03-02,52
2018-03-03,19
2018-03-04,0
2018-03-05,49
2018-03-06,16
2018-03-07,100
2018-03-08,17
2018-03-09,35
2018-03-10,0
2018-03-11,19
2018-03-12,66
2018-03-13,50
2018-03-14,50
2018-03-15,17
2018-03-16,52
2018-03-17,19
2018-03-18,0
2018-03-19,50
2018-03-20,49
2018-03-21,33
2018-03-22,0
2018-03-23,17
2018-03-24,0
2018-03-25,19
2018-03-26,17
2018-03-27,17
2018-03-28,35
2018-03-29,0
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,18
2018-04-03,17
2018-04-04,34
2018-04-05,51
2018-04-06,18
2018-04-07,0
2018-04-08,0
2018-04-09,17
