date,ILMN stock
2015-04-10,33
2015-04-11,0
2015-04-12,0
2015-04-13,20
2015-04-14,10
2015-04-15,0
2015-04-16,10
2015-04-17,21
2015-04-18,12
2015-04-19,12
2015-04-20,20
2015-04-21,31
2015-04-22,41
2015-04-23,21
2015-04-24,21
2015-04-25,0
2015-04-26,0
2015-04-27,40
2015-04-28,20
2015-04-29,0
2015-04-30,11
2015-05-01,0
2015-05-02,12
2015-05-03,0
2015-05-04,0
2015-05-05,0
2015-05-06,0
2015-05-07,10
2015-05-08,22
2015-05-09,0
2015-05-10,0
2015-05-11,20
2015-05-12,30
2015-05-13,10
2015-05-14,10
2015-05-15,0
2015-05-16,12
2015-05-17,0
2015-05-18,10
2015-05-19,0
2015-05-20,0
2015-05-21,21
2015-05-22,32
2015-05-23,0
2015-05-24,0
2015-05-25,21
2015-05-26,0
2015-05-27,0
2015-05-28,20
2015-05-29,11
2015-05-30,12
2015-05-31,0
2015-06-01,10
2015-06-02,20
2015-06-03,0
2015-06-04,11
2015-06-05,11
2015-06-06,0
2015-06-07,12
2015-06-08,20
2015-06-09,100
2015-06-10,0
2015-06-11,51
2015-06-12,11
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,0
2015-06-17,20
2015-06-18,10
2015-06-19,22
2015-06-20,12
2015-06-21,0
2015-06-22,10
2015-06-23,20
2015-06-24,31
2015-06-25,0
2015-06-26,11
2015-06-27,25
2015-06-28,0
2015-06-29,10
2015-06-30,20
2015-07-01,62
2015-07-02,10
2015-07-03,0
2015-07-04,13
2015-07-05,0
2015-07-06,0
2015-07-07,10
2015-07-08,20
2015-07-09,10
2015-07-10,0
2015-07-11,0
2015-07-12,0
2015-07-13,10
2015-07-14,31
2015-07-15,31
2015-07-16,10
2015-07-17,11
2015-07-18,0
2015-07-19,27
2015-07-20,11
2015-07-21,52
2015-07-22,72
2015-07-23,31
2015-07-24,32
2015-07-25,12
2015-07-26,0
2015-07-27,0
2015-07-28,20
2015-07-29,41
2015-07-30,10
2015-07-31,0
2015-08-01,0
2015-08-02,0
2015-08-03,10
2015-08-04,10
2015-08-05,10
2015-08-06,31
2015-08-07,11
2015-08-08,0
2015-08-09,0
2015-08-10,0
2015-08-11,0
2015-08-12,0
2015-08-13,0
2015-08-14,0
2015-08-15,25
2015-08-16,0
2015-08-17,10
2015-08-18,0
2015-08-19,31
2015-08-20,20
2015-08-21,11
2015-08-22,0
2015-08-23,12
2015-08-24,49
2015-08-25,20
2015-08-26,10
2015-08-27,40
2015-08-28,10
2015-08-29,24
2015-08-30,0
2015-08-31,29
2015-09-01,0
2015-09-02,40
2015-09-03,10
2015-09-04,10
2015-09-05,0
2015-09-06,0
2015-09-07,10
2015-09-08,10
2015-09-09,0
2015-09-10,20
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,19
2015-09-15,19
2015-09-16,10
2015-09-17,0
2015-09-18,0
2015-09-19,0
2015-09-20,0
2015-09-21,28
2015-09-22,0
2015-09-23,29
2015-09-24,20
2015-09-25,31
2015-09-26,0
2015-09-27,0
2015-09-28,28
2015-09-29,9
2015-09-30,10
2015-10-01,19
2015-10-02,41
2015-10-03,0
2015-10-04,11
2015-10-05,38
2015-10-06,47
2015-10-07,19
2015-10-08,10
2015-10-09,0
2015-10-10,0
2015-10-11,23
2015-10-12,20
2015-10-13,19
2015-10-14,19
2015-10-15,0
2015-10-16,0
2015-10-17,22
2015-10-18,0
2015-10-19,0
2015-10-20,19
2015-10-21,9
2015-10-22,19
2015-10-23,0
2015-10-24,0
2015-10-25,11
2015-10-26,28
2015-10-27,9
2015-10-28,19
2015-10-29,10
2015-10-30,0
2015-10-31,0
2015-11-01,0
2015-11-02,38
2015-11-03,9
2015-11-04,9
2015-11-05,0
2015-11-06,30
2015-11-07,11
2015-11-08,0
2015-11-09,0
2015-11-10,9
2015-11-11,0
2015-11-12,0
2015-11-13,40
2015-11-14,22
2015-11-15,0
2015-11-16,19
2015-11-17,0
2015-11-18,38
2015-11-19,19
2015-11-20,10
2015-11-21,0
2015-11-22,0
2015-11-23,10
2015-11-24,0
2015-11-25,0
2015-11-26,10
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,37
2015-12-01,9
2015-12-02,38
2015-12-03,0
2015-12-04,20
2015-12-05,23
2015-12-06,0
2015-12-07,9
2015-12-08,10
2015-12-09,0
2015-12-10,10
2015-12-11,20
2015-12-12,0
2015-12-13,0
2015-12-14,19
2015-12-15,20
2015-12-16,10
2015-12-17,10
2015-12-18,32
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,51
2015-12-23,22
2015-12-24,12
2015-12-25,0
2015-12-26,0
