date,ILMN stock
2016-05-04,28
2016-05-05,20
2016-05-06,18
2016-05-07,13
2016-05-08,0
2016-05-09,22
2016-05-10,8
2016-05-11,11
2016-05-12,22
2016-05-13,12
2016-05-14,6
2016-05-15,0
2016-05-16,8
2016-05-17,8
2016-05-18,11
2016-05-19,11
2016-05-20,20
2016-05-21,7
2016-05-22,6
2016-05-23,5
2016-05-24,19
2016-05-25,11
2016-05-26,12
2016-05-27,9
2016-05-28,0
2016-05-29,0
2016-05-30,6
2016-05-31,6
2016-06-01,6
2016-06-02,20
2016-06-03,9
2016-06-04,7
2016-06-05,0
2016-06-06,11
2016-06-07,11
2016-06-08,8
2016-06-09,14
2016-06-10,12
2016-06-11,7
2016-06-12,0
2016-06-13,16
2016-06-14,8
2016-06-15,11
2016-06-16,8
2016-06-17,15
2016-06-18,7
2016-06-19,13
2016-06-20,0
2016-06-21,14
2016-06-22,0
2016-06-23,6
2016-06-24,6
2016-06-25,0
2016-06-26,0
2016-06-27,11
2016-06-28,11
2016-06-29,11
2016-06-30,15
2016-07-01,24
2016-07-02,0
2016-07-03,7
2016-07-04,0
2016-07-05,6
2016-07-06,12
2016-07-07,6
2016-07-08,13
2016-07-09,0
2016-07-10,7
2016-07-11,9
2016-07-12,12
2016-07-13,18
2016-07-14,17
2016-07-15,15
2016-07-16,0
2016-07-17,0
2016-07-18,9
2016-07-19,12
2016-07-20,6
2016-07-21,6
2016-07-22,6
2016-07-23,0
2016-07-24,0
2016-07-25,6
2016-07-26,24
2016-07-27,41
2016-07-28,42
2016-07-29,25
2016-07-30,0
2016-07-31,7
2016-08-01,18
2016-08-02,12
2016-08-03,12
2016-08-04,9
2016-08-05,13
2016-08-06,0
2016-08-07,0
2016-08-08,6
2016-08-09,6
2016-08-10,12
2016-08-11,6
2016-08-12,10
2016-08-13,0
2016-08-14,0
2016-08-15,6
2016-08-16,13
2016-08-17,12
2016-08-18,26
2016-08-19,13
2016-08-20,0
2016-08-21,14
2016-08-22,9
2016-08-23,0
2016-08-24,0
2016-08-25,6
2016-08-26,6
2016-08-27,0
2016-08-28,0
2016-08-29,12
2016-08-30,6
2016-08-31,6
2016-09-01,0
2016-09-02,12
2016-09-03,7
2016-09-04,0
2016-09-05,12
2016-09-06,0
2016-09-07,18
2016-09-08,6
2016-09-09,6
2016-09-10,7
2016-09-11,0
2016-09-12,6
2016-09-13,20
2016-09-14,12
2016-09-15,12
2016-09-16,18
2016-09-17,0
2016-09-18,0
2016-09-19,9
2016-09-20,6
2016-09-21,17
2016-09-22,12
2016-09-23,30
2016-09-24,7
2016-09-25,0
2016-09-26,17
2016-09-27,6
2016-09-28,9
2016-09-29,11
2016-09-30,9
2016-10-01,13
2016-10-02,6
2016-10-03,6
2016-10-04,8
2016-10-05,14
2016-10-06,6
2016-10-07,6
2016-10-08,0
2016-10-09,0
2016-10-10,45
2016-10-11,94
2016-10-12,55
2016-10-13,23
2016-10-14,12
2016-10-15,13
2016-10-16,6
2016-10-17,8
2016-10-18,22
2016-10-19,6
2016-10-20,20
2016-10-21,6
2016-10-22,0
2016-10-23,6
2016-10-24,14
2016-10-25,20
2016-10-26,6
2016-10-27,9
2016-10-28,12
2016-10-29,10
2016-10-30,0
2016-10-31,9
2016-11-01,17
2016-11-02,17
2016-11-03,22
2016-11-04,23
2016-11-05,6
2016-11-06,6
2016-11-07,11
2016-11-08,16
2016-11-09,31
2016-11-10,20
2016-11-11,9
2016-11-12,13
2016-11-13,0
2016-11-14,11
2016-11-15,8
2016-11-16,17
2016-11-17,14
2016-11-18,12
2016-11-19,0
2016-11-20,6
2016-11-21,8
2016-11-22,16
2016-11-23,14
2016-11-24,6
2016-11-25,6
2016-11-26,0
2016-11-27,9
2016-11-28,13
2016-11-29,8
2016-11-30,8
2016-12-01,22
2016-12-02,17
2016-12-03,0
2016-12-04,0
2016-12-05,10
2016-12-06,10
2016-12-07,21
2016-12-08,16
2016-12-09,11
2016-12-10,6
2016-12-11,6
2016-12-12,13
2016-12-13,11
2016-12-14,13
2016-12-15,28
2016-12-16,12
2016-12-17,6
2016-12-18,6
2016-12-19,25
2016-12-20,11
2016-12-21,17
2016-12-22,9
2016-12-23,30
2016-12-24,7
2016-12-25,7
2016-12-26,0
2016-12-27,11
2016-12-28,14
2016-12-29,9
2016-12-30,9
2016-12-31,7
2017-01-01,7
2017-01-02,9
2017-01-03,8
2017-01-04,16
2017-01-05,16
2017-01-06,37
2017-01-07,6
2017-01-08,6
2017-01-09,74
2017-01-10,100
2017-01-11,24
2017-01-12,19
2017-01-13,27
2017-01-14,15
2017-01-15,0
2017-01-16,5
2017-01-17,21
2017-01-18,8
2017-01-19,16
