date,CSX Corp,isPartial
2017-03-02,0,False
2017-03-03,0,False
2017-03-04,46,False
2017-03-05,0,False
2017-03-06,77,False
2017-03-07,25,False
2017-03-08,26,False
2017-03-09,26,False
2017-03-10,0,False
2017-03-11,0,False
2017-03-12,29,False
2017-03-13,50,False
2017-03-14,0,False
2017-03-15,54,False
2017-03-16,0,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,0,False
2017-03-20,0,False
2017-03-21,27,False
2017-03-22,0,False
2017-03-23,27,False
2017-03-24,0,False
2017-03-25,0,False
2017-03-26,0,False
2017-03-27,0,False
2017-03-28,27,False
2017-03-29,27,False
2017-03-30,0,False
2017-03-31,0,False
2017-04-01,32,False
2017-04-02,0,False
2017-04-03,27,False
2017-04-04,0,False
2017-04-05,0,False
2017-04-06,0,False
2017-04-07,28,False
2017-04-08,0,False
2017-04-09,0,False
2017-04-10,54,False
2017-04-11,27,False
2017-04-12,28,False
2017-04-13,29,False
2017-04-14,61,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,0,False
2017-04-18,27,False
2017-04-19,27,False
2017-04-20,55,False
2017-04-21,56,False
2017-04-22,0,False
2017-04-23,30,False
2017-04-24,27,False
2017-04-25,0,False
2017-04-26,26,False
2017-04-27,54,False
2017-04-28,0,False
2017-04-29,0,False
2017-04-30,0,False
2017-05-01,29,False
2017-05-02,0,False
2017-05-03,0,False
2017-05-04,0,False
2017-05-05,28,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,0,False
2017-05-09,0,False
2017-05-10,0,False
2017-05-11,0,False
2017-05-12,28,False
2017-05-13,32,False
2017-05-14,0,False
2017-05-15,28,False
2017-05-16,29,False
2017-05-17,0,False
2017-05-18,29,False
2017-05-19,30,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,29,False
2017-05-23,0,False
2017-05-24,29,False
2017-05-25,30,False
2017-05-26,0,False
2017-05-27,0,False
2017-05-28,35,False
2017-05-29,0,False
