date,MYL stock
2016-09-11,19
2016-09-12,17
2016-09-13,0
2016-09-14,67
2016-09-15,68
2016-09-16,52
2016-09-17,0
2016-09-18,0
2016-09-19,82
2016-09-20,16
2016-09-21,33
2016-09-22,17
2016-09-23,53
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,16
2016-09-28,0
2016-09-29,17
2016-09-30,34
2016-10-01,0
2016-10-02,0
2016-10-03,33
2016-10-04,16
2016-10-05,33
2016-10-06,67
2016-10-07,85
2016-10-08,38
2016-10-09,19
2016-10-10,33
2016-10-11,66
2016-10-12,100
2016-10-13,33
2016-10-14,35
2016-10-15,19
2016-10-16,0
2016-10-17,32
2016-10-18,16
2016-10-19,49
2016-10-20,49
2016-10-21,34
2016-10-22,19
2016-10-23,19
2016-10-24,65
2016-10-25,16
2016-10-26,49
2016-10-27,33
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,17
2016-11-01,34
2016-11-02,17
2016-11-03,16
2016-11-04,68
2016-11-05,0
2016-11-06,0
2016-11-07,48
2016-11-08,32
2016-11-09,74
2016-11-10,66
2016-11-11,85
2016-11-12,0
2016-11-13,0
2016-11-14,32
2016-11-15,65
2016-11-16,32
2016-11-17,0
2016-11-18,0
2016-11-19,0
2016-11-20,0
2016-11-21,48
2016-11-22,80
2016-11-23,16
2016-11-24,17
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,15
2016-11-29,31
2016-11-30,78
2016-12-01,0
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,14
2016-12-06,15
2016-12-07,16
2016-12-08,32
2016-12-09,32
2016-12-10,0
2016-12-11,18
2016-12-12,61
2016-12-13,0
2016-12-14,62
2016-12-15,0
2016-12-16,50
2016-12-17,37
2016-12-18,18
2016-12-19,0
2016-12-20,0
2016-12-21,33
2016-12-22,17
2016-12-23,53
2016-12-24,20
2016-12-25,0
2016-12-26,0
2016-12-27,17
2016-12-28,0
2016-12-29,17
2016-12-30,53
2016-12-31,38
2017-01-01,0
2017-01-02,17
2017-01-03,16
2017-01-04,48
2017-01-05,48
2017-01-06,33
2017-01-07,0
2017-01-08,0
2017-01-09,15
2017-01-10,15
2017-01-11,15
2017-01-12,92
2017-01-13,47
2017-01-14,0
2017-01-15,0
2017-01-16,15
2017-01-17,0
2017-01-18,61
2017-01-19,30
2017-01-20,16
2017-01-21,0
2017-01-22,17
2017-01-23,15
2017-01-24,0
2017-01-25,0
2017-01-26,60
2017-01-27,31
2017-01-28,0
2017-01-29,0
2017-01-30,30
2017-01-31,31
2017-02-01,30
2017-02-02,46
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,15
2017-02-07,30
2017-02-08,30
2017-02-09,30
2017-02-10,32
2017-02-11,17
2017-02-12,0
2017-02-13,44
2017-02-14,15
2017-02-15,15
2017-02-16,15
2017-02-17,30
2017-02-18,0
2017-02-19,0
2017-02-20,30
2017-02-21,45
2017-02-22,59
2017-02-23,0
2017-02-24,16
2017-02-25,0
2017-02-26,0
2017-02-27,15
2017-02-28,44
2017-03-01,57
2017-03-02,86
2017-03-03,30
2017-03-04,0
2017-03-05,33
2017-03-06,28
2017-03-07,70
2017-03-08,0
2017-03-09,15
2017-03-10,0
2017-03-11,0
2017-03-12,16
2017-03-13,42
2017-03-14,29
2017-03-15,0
2017-03-16,45
2017-03-17,16
2017-03-18,17
2017-03-19,17
2017-03-20,30
2017-03-21,15
2017-03-22,59
2017-03-23,0
2017-03-24,16
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,45
2017-03-29,30
2017-03-30,45
2017-03-31,48
2017-04-01,17
2017-04-02,18
2017-04-03,88
2017-04-04,0
2017-04-05,0
2017-04-06,60
2017-04-07,0
2017-04-08,0
2017-04-09,18
2017-04-10,0
2017-04-11,15
2017-04-12,0
2017-04-13,32
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,47
2017-04-18,0
2017-04-19,0
2017-04-20,30
2017-04-21,16
2017-04-22,17
2017-04-23,0
2017-04-24,0
2017-04-25,45
2017-04-26,15
2017-04-27,15
2017-04-28,0
2017-04-29,0
2017-04-30,18
2017-05-01,16
2017-05-02,15
2017-05-03,15
2017-05-04,30
2017-05-05,15
2017-05-06,0
2017-05-07,0
2017-05-08,60
2017-05-09,44
2017-05-10,60
2017-05-11,61
2017-05-12,47
2017-05-13,17
2017-05-14,0
2017-05-15,0
2017-05-16,32
2017-05-17,32
2017-05-18,0
2017-05-19,17
2017-05-20,0
2017-05-21,0
2017-05-22,16
2017-05-23,31
2017-05-24,16
2017-05-25,66
2017-05-26,52
2017-05-27,0
2017-05-28,0
2017-05-29,0
