date,MYL stock
2017-01-19,0
2017-01-20,9
2017-01-21,0
2017-01-22,0
2017-01-23,16
2017-01-24,17
2017-01-25,8
2017-01-26,0
2017-01-27,9
2017-01-28,0
2017-01-29,0
2017-01-30,8
2017-01-31,33
2017-02-01,8
2017-02-02,33
2017-02-03,9
2017-02-04,0
2017-02-05,0
2017-02-06,8
2017-02-07,24
2017-02-08,0
2017-02-09,8
2017-02-10,17
2017-02-11,0
2017-02-12,0
2017-02-13,48
2017-02-14,8
2017-02-15,17
2017-02-16,0
2017-02-17,33
2017-02-18,0
2017-02-19,9
2017-02-20,0
2017-02-21,16
2017-02-22,8
2017-02-23,25
2017-02-24,9
2017-02-25,0
2017-02-26,0
2017-02-27,16
2017-02-28,16
2017-03-01,31
2017-03-02,47
2017-03-03,33
2017-03-04,0
2017-03-05,0
2017-03-06,16
2017-03-07,31
2017-03-08,8
2017-03-09,0
2017-03-10,9
2017-03-11,0
2017-03-12,0
2017-03-13,7
2017-03-14,8
2017-03-15,0
2017-03-16,0
2017-03-17,0
2017-03-18,0
2017-03-19,0
2017-03-20,8
2017-03-21,16
2017-03-22,8
2017-03-23,16
2017-03-24,17
2017-03-25,0
2017-03-26,0
2017-03-27,24
2017-03-28,8
2017-03-29,41
2017-03-30,25
2017-03-31,17
2017-04-01,0
2017-04-02,0
2017-04-03,16
2017-04-04,24
2017-04-05,57
2017-04-06,17
2017-04-07,0
2017-04-08,0
2017-04-09,0
2017-04-10,25
2017-04-11,25
2017-04-12,0
2017-04-13,0
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,0
2017-04-18,0
2017-04-19,16
2017-04-20,16
2017-04-21,17
2017-04-22,0
2017-04-23,0
2017-04-24,8
2017-04-25,24
2017-04-26,16
2017-04-27,0
2017-04-28,0
2017-04-29,19
2017-04-30,0
2017-05-01,26
2017-05-02,0
2017-05-03,8
2017-05-04,0
2017-05-05,34
2017-05-06,0
2017-05-07,0
2017-05-08,24
2017-05-09,8
2017-05-10,32
2017-05-11,25
2017-05-12,9
2017-05-13,0
2017-05-14,0
2017-05-15,17
2017-05-16,0
2017-05-17,9
2017-05-18,0
2017-05-19,0
2017-05-20,21
2017-05-21,0
2017-05-22,9
2017-05-23,9
2017-05-24,18
2017-05-25,27
2017-05-26,28
2017-05-27,0
2017-05-28,0
2017-05-29,9
2017-05-30,9
2017-05-31,9
2017-06-01,9
2017-06-02,0
2017-06-03,10
2017-06-04,0
2017-06-05,0
2017-06-06,0
2017-06-07,8
2017-06-08,17
2017-06-09,9
2017-06-10,0
2017-06-11,10
2017-06-12,17
2017-06-13,17
2017-06-14,17
2017-06-15,18
2017-06-16,9
2017-06-17,11
2017-06-18,0
2017-06-19,9
2017-06-20,25
2017-06-21,0
2017-06-22,0
2017-06-23,26
2017-06-24,0
2017-06-25,0
2017-06-26,27
2017-06-27,0
2017-06-28,27
2017-06-29,18
2017-06-30,9
2017-07-01,0
2017-07-02,0
2017-07-03,0
2017-07-04,0
2017-07-05,0
2017-07-06,9
2017-07-07,28
2017-07-08,0
2017-07-09,10
2017-07-10,0
2017-07-11,9
2017-07-12,0
2017-07-13,0
2017-07-14,18
2017-07-15,0
2017-07-16,0
2017-07-17,9
2017-07-18,18
2017-07-19,9
2017-07-20,9
2017-07-21,9
2017-07-22,0
2017-07-23,0
2017-07-24,9
2017-07-25,0
2017-07-26,17
2017-07-27,17
2017-07-28,18
2017-07-29,10
2017-07-30,0
2017-07-31,9
2017-08-01,17
2017-08-02,24
2017-08-03,17
2017-08-04,36
2017-08-05,20
2017-08-06,0
2017-08-07,8
2017-08-08,41
2017-08-09,17
2017-08-10,9
2017-08-11,9
2017-08-12,0
2017-08-13,0
2017-08-14,35
2017-08-15,0
2017-08-16,43
2017-08-17,26
2017-08-18,0
2017-08-19,10
2017-08-20,0
2017-08-21,8
2017-08-22,0
2017-08-23,9
2017-08-24,9
2017-08-25,9
2017-08-26,10
2017-08-27,0
2017-08-28,0
2017-08-29,0
2017-08-30,9
2017-08-31,17
2017-09-01,9
2017-09-02,10
2017-09-03,10
2017-09-04,0
2017-09-05,25
2017-09-06,17
2017-09-07,9
2017-09-08,0
2017-09-09,0
2017-09-10,0
2017-09-11,8
2017-09-12,0
2017-09-13,8
2017-09-14,8
2017-09-15,9
2017-09-16,0
2017-09-17,0
2017-09-18,0
2017-09-19,0
2017-09-20,0
2017-09-21,17
2017-09-22,9
2017-09-23,0
2017-09-24,9
2017-09-25,8
2017-09-26,0
2017-09-27,0
2017-09-28,8
2017-09-29,9
2017-09-30,0
2017-10-01,0
2017-10-02,0
2017-10-03,17
2017-10-04,100
2017-10-05,25
2017-10-06,17
