date,VRTX stock
2013-11-06,10
2013-11-07,0
2013-11-08,32
2013-11-09,0
2013-11-10,12
2013-11-11,10
2013-11-12,10
2013-11-13,10
2013-11-14,10
2013-11-15,0
2013-11-16,12
2013-11-17,12
2013-11-18,10
2013-11-19,0
2013-11-20,10
2013-11-21,10
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,20
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,20
2013-12-04,0
2013-12-05,0
2013-12-06,10
2013-12-07,12
2013-12-08,0
2013-12-09,10
2013-12-10,0
2013-12-11,10
2013-12-12,0
2013-12-13,21
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,10
2013-12-18,10
2013-12-19,11
2013-12-20,11
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,11
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,12
2014-01-01,0
2014-01-02,10
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,10
2014-01-08,10
2014-01-09,19
2014-01-10,15
2014-01-11,12
2014-01-12,0
2014-01-13,10
2014-01-14,10
2014-01-15,0
2014-01-16,10
2014-01-17,10
2014-01-18,0
2014-01-19,0
2014-01-20,10
2014-01-21,10
2014-01-22,14
2014-01-23,10
2014-01-24,30
2014-01-25,11
2014-01-26,0
2014-01-27,0
2014-01-28,9
2014-01-29,19
2014-01-30,10
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,0
2014-02-04,0
2014-02-05,10
2014-02-06,26
2014-02-07,0
2014-02-08,0
2014-02-09,22
2014-02-10,9
2014-02-11,0
2014-02-12,9
2014-02-13,10
2014-02-14,10
2014-02-15,0
2014-02-16,0
2014-02-17,19
2014-02-18,38
2014-02-19,0
2014-02-20,10
2014-02-21,20
2014-02-22,11
2014-02-23,0
2014-02-24,28
2014-02-25,9
2014-02-26,9
2014-02-27,0
2014-02-28,10
2014-03-01,11
2014-03-02,0
2014-03-03,19
2014-03-04,10
2014-03-05,0
2014-03-06,10
2014-03-07,0
2014-03-08,0
2014-03-09,0
2014-03-10,10
2014-03-11,9
2014-03-12,0
2014-03-13,10
2014-03-14,10
2014-03-15,0
2014-03-16,11
2014-03-17,10
2014-03-18,9
2014-03-19,9
2014-03-20,0
2014-03-21,10
2014-03-22,0
2014-03-23,0
2014-03-24,0
2014-03-25,9
2014-03-26,14
2014-03-27,0
2014-03-28,10
2014-03-29,11
2014-03-30,0
2014-03-31,9
2014-04-01,9
2014-04-02,0
2014-04-03,19
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,19
2014-04-08,9
2014-04-09,10
2014-04-10,10
2014-04-11,10
2014-04-12,0
2014-04-13,0
2014-04-14,10
2014-04-15,10
2014-04-16,10
2014-04-17,0
2014-04-18,0
2014-04-19,12
2014-04-20,0
2014-04-21,21
2014-04-22,9
2014-04-23,0
2014-04-24,19
2014-04-25,0
2014-04-26,11
2014-04-27,11
2014-04-28,9
2014-04-29,19
2014-04-30,0
2014-05-01,16
2014-05-02,0
2014-05-03,11
2014-05-04,0
2014-05-05,10
2014-05-06,0
2014-05-07,0
2014-05-08,10
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,0
2014-05-14,19
2014-05-15,0
2014-05-16,20
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,0
2014-05-21,0
2014-05-22,16
2014-05-23,11
2014-05-24,0
2014-05-25,13
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,11
2014-05-30,11
2014-05-31,0
2014-06-01,13
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,11
2014-06-06,0
2014-06-07,13
2014-06-08,0
2014-06-09,11
2014-06-10,11
2014-06-11,0
2014-06-12,0
2014-06-13,11
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,11
2014-06-19,0
2014-06-20,11
2014-06-21,0
2014-06-22,0
2014-06-23,11
2014-06-24,100
2014-06-25,63
2014-06-26,11
2014-06-27,17
2014-06-28,0
2014-06-29,0
2014-06-30,16
2014-07-01,32
2014-07-02,16
2014-07-03,11
2014-07-04,18
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,11
2014-07-09,11
2014-07-10,11
2014-07-11,0
2014-07-12,13
2014-07-13,0
2014-07-14,11
2014-07-15,10
2014-07-16,0
2014-07-17,11
2014-07-18,11
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,11
2014-07-24,11
