date,VRTX stock
2015-04-10,0
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,0
2015-04-15,0
2015-04-16,31
2015-04-17,16
2015-04-18,0
2015-04-19,0
2015-04-20,15
2015-04-21,0
2015-04-22,16
2015-04-23,0
2015-04-24,16
2015-04-25,0
2015-04-26,0
2015-04-27,31
2015-04-28,15
2015-04-29,31
2015-04-30,0
2015-05-01,0
2015-05-02,0
2015-05-03,0
2015-05-04,31
2015-05-05,0
2015-05-06,0
2015-05-07,0
2015-05-08,49
2015-05-09,19
2015-05-10,0
2015-05-11,31
2015-05-12,61
2015-05-13,47
2015-05-14,48
2015-05-15,16
2015-05-16,18
2015-05-17,0
2015-05-18,15
2015-05-19,15
2015-05-20,0
2015-05-21,16
2015-05-22,16
2015-05-23,18
2015-05-24,0
2015-05-25,0
2015-05-26,0
2015-05-27,0
2015-05-28,0
2015-05-29,16
2015-05-30,0
2015-05-31,0
2015-06-01,0
2015-06-02,0
2015-06-03,16
2015-06-04,49
2015-06-05,17
2015-06-06,0
2015-06-07,19
2015-06-08,0
2015-06-09,15
2015-06-10,16
2015-06-11,16
2015-06-12,49
2015-06-13,0
2015-06-14,0
2015-06-15,31
2015-06-16,0
2015-06-17,0
2015-06-18,0
2015-06-19,33
2015-06-20,0
2015-06-21,0
2015-06-22,31
2015-06-23,0
2015-06-24,0
2015-06-25,16
2015-06-26,0
2015-06-27,0
2015-06-28,0
2015-06-29,0
2015-06-30,0
2015-07-01,0
2015-07-02,80
2015-07-03,34
2015-07-04,19
2015-07-05,0
2015-07-06,0
2015-07-07,46
2015-07-08,31
2015-07-09,0
2015-07-10,32
2015-07-11,0
2015-07-12,0
2015-07-13,31
2015-07-14,16
2015-07-15,47
2015-07-16,16
2015-07-17,17
2015-07-18,0
2015-07-19,0
2015-07-20,16
2015-07-21,31
2015-07-22,47
2015-07-23,0
2015-07-24,33
2015-07-25,19
2015-07-26,0
2015-07-27,0
2015-07-28,0
2015-07-29,16
2015-07-30,16
2015-07-31,49
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,31
2015-08-05,0
2015-08-06,48
2015-08-07,0
2015-08-08,0
2015-08-09,0
2015-08-10,15
2015-08-11,15
2015-08-12,31
2015-08-13,0
2015-08-14,0
2015-08-15,0
2015-08-16,18
2015-08-17,31
2015-08-18,0
2015-08-19,16
2015-08-20,31
2015-08-21,0
2015-08-22,0
2015-08-23,0
2015-08-24,0
2015-08-25,30
2015-08-26,0
2015-08-27,0
2015-08-28,0
2015-08-29,0
2015-08-30,0
2015-08-31,15
2015-09-01,0
2015-09-02,15
2015-09-03,30
2015-09-04,31
2015-09-05,0
2015-09-06,18
2015-09-07,0
2015-09-08,30
2015-09-09,0
2015-09-10,15
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,14
2015-09-15,15
2015-09-16,15
2015-09-17,0
2015-09-18,15
2015-09-19,0
2015-09-20,0
2015-09-21,14
2015-09-22,29
2015-09-23,0
2015-09-24,15
2015-09-25,16
2015-09-26,35
2015-09-27,0
2015-09-28,29
2015-09-29,14
2015-09-30,29
2015-10-01,29
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,43
2015-10-06,14
2015-10-07,0
2015-10-08,15
2015-10-09,0
2015-10-10,17
2015-10-11,0
2015-10-12,30
2015-10-13,0
2015-10-14,0
2015-10-15,44
2015-10-16,30
2015-10-17,0
2015-10-18,0
2015-10-19,14
2015-10-20,0
2015-10-21,14
2015-10-22,15
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,0
2015-10-27,0
2015-10-28,100
2015-10-29,29
2015-10-30,0
2015-10-31,0
2015-11-01,0
2015-11-02,29
2015-11-03,0
2015-11-04,57
2015-11-05,0
2015-11-06,0
2015-11-07,0
2015-11-08,0
2015-11-09,29
2015-11-10,0
2015-11-11,0
2015-11-12,0
2015-11-13,0
2015-11-14,0
2015-11-15,0
2015-11-16,0
2015-11-17,0
2015-11-18,14
2015-11-19,14
2015-11-20,15
2015-11-21,17
2015-11-22,0
2015-11-23,14
2015-11-24,28
2015-11-25,0
2015-11-26,0
2015-11-27,15
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,14
2015-12-02,0
2015-12-03,29
2015-12-04,60
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,0
2015-12-09,29
2015-12-10,15
2015-12-11,15
2015-12-12,0
2015-12-13,0
2015-12-14,14
2015-12-15,15
2015-12-16,0
2015-12-17,0
2015-12-18,16
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,31
2015-12-23,0
2015-12-24,0
2015-12-25,0
2015-12-26,0
