date,VRTX stock
2018-02-13,64
2018-02-14,64
2018-02-15,48
2018-02-16,100
2018-02-17,73
2018-02-18,0
2018-02-19,63
2018-02-20,47
2018-02-21,63
2018-02-22,95
2018-02-23,49
2018-02-24,0
2018-02-25,0
2018-02-26,94
2018-02-27,63
2018-02-28,93
2018-03-01,92
2018-03-02,65
2018-03-03,0
2018-03-04,36
2018-03-05,46
2018-03-06,47
2018-03-07,63
2018-03-08,32
2018-03-09,66
2018-03-10,0
2018-03-11,36
2018-03-12,93
2018-03-13,94
2018-03-14,78
2018-03-15,0
2018-03-16,33
2018-03-17,36
2018-03-18,0
2018-03-19,94
2018-03-20,0
2018-03-21,63
2018-03-22,64
2018-03-23,33
2018-03-24,0
2018-03-25,36
2018-03-26,32
2018-03-27,64
2018-03-28,66
2018-03-29,0
2018-03-30,36
2018-03-31,0
2018-04-01,0
2018-04-02,0
2018-04-03,0
2018-04-04,47
2018-04-05,32
2018-04-06,50
2018-04-07,0
2018-04-08,36
2018-04-09,0
