date,VRTX stock
2017-05-29,0
2017-05-30,4
2017-05-31,10
2017-06-01,8
2017-06-02,17
2017-06-03,0
2017-06-04,5
2017-06-05,4
2017-06-06,6
2017-06-07,12
2017-06-08,8
2017-06-09,6
2017-06-10,0
2017-06-11,5
2017-06-12,4
2017-06-13,4
2017-06-14,4
2017-06-15,6
2017-06-16,0
2017-06-17,0
2017-06-18,0
2017-06-19,21
2017-06-20,12
2017-06-21,4
2017-06-22,10
2017-06-23,12
2017-06-24,10
2017-06-25,0
2017-06-26,4
2017-06-27,13
2017-06-28,4
2017-06-29,4
2017-06-30,13
2017-07-01,5
2017-07-02,5
2017-07-03,4
2017-07-04,0
2017-07-05,13
2017-07-06,9
2017-07-07,7
2017-07-08,0
2017-07-09,5
2017-07-10,8
2017-07-11,4
2017-07-12,4
2017-07-13,0
2017-07-14,4
2017-07-15,0
2017-07-16,5
2017-07-17,6
2017-07-18,65
2017-07-19,100
2017-07-20,31
2017-07-21,22
2017-07-22,10
2017-07-23,0
2017-07-24,20
2017-07-25,23
2017-07-26,12
2017-07-27,21
2017-07-28,19
2017-07-29,10
2017-07-30,5
2017-07-31,12
2017-08-01,12
2017-08-02,11
2017-08-03,16
2017-08-04,8
2017-08-05,5
2017-08-06,5
2017-08-07,4
2017-08-08,8
2017-08-09,10
2017-08-10,10
2017-08-11,4
2017-08-12,0
2017-08-13,5
2017-08-14,10
2017-08-15,4
2017-08-16,8
2017-08-17,8
2017-08-18,8
2017-08-19,9
2017-08-20,0
2017-08-21,6
2017-08-22,12
2017-08-23,4
2017-08-24,12
2017-08-25,15
2017-08-26,5
2017-08-27,0
2017-08-28,4
2017-08-29,4
2017-08-30,6
2017-08-31,10
2017-09-01,4
2017-09-02,5
2017-09-03,5
2017-09-04,4
2017-09-05,4
2017-09-06,12
2017-09-07,4
2017-09-08,4
2017-09-09,0
2017-09-10,0
2017-09-11,8
2017-09-12,0
2017-09-13,0
2017-09-14,6
2017-09-15,12
2017-09-16,5
2017-09-17,0
2017-09-18,12
2017-09-19,8
2017-09-20,16
2017-09-21,4
2017-09-22,4
2017-09-23,5
2017-09-24,0
2017-09-25,0
2017-09-26,8
2017-09-27,4
2017-09-28,8
2017-09-29,4
2017-09-30,0
2017-10-01,4
2017-10-02,8
2017-10-03,12
2017-10-04,0
2017-10-05,0
2017-10-06,10
2017-10-07,0
2017-10-08,4
2017-10-09,8
2017-10-10,0
2017-10-11,4
2017-10-12,4
2017-10-13,4
2017-10-14,0
2017-10-15,4
2017-10-16,0
2017-10-17,19
2017-10-18,4
2017-10-19,6
2017-10-20,4
2017-10-21,0
2017-10-22,4
2017-10-23,0
2017-10-24,8
2017-10-25,12
2017-10-26,14
2017-10-27,16
2017-10-28,0
2017-10-29,9
2017-10-30,8
2017-10-31,4
2017-11-01,8
2017-11-02,10
2017-11-03,0
2017-11-04,4
2017-11-05,8
2017-11-06,8
2017-11-07,4
2017-11-08,4
2017-11-09,6
2017-11-10,8
2017-11-11,4
2017-11-12,4
2017-11-13,7
2017-11-14,4
2017-11-15,9
2017-11-16,11
2017-11-17,4
2017-11-18,0
2017-11-19,8
2017-11-20,8
2017-11-21,11
2017-11-22,8
2017-11-23,4
2017-11-24,4
2017-11-25,0
2017-11-26,4
2017-11-27,6
2017-11-28,0
2017-11-29,6
2017-11-30,4
2017-12-01,6
2017-12-02,0
2017-12-03,4
2017-12-04,9
2017-12-05,0
2017-12-06,6
2017-12-07,8
2017-12-08,8
2017-12-09,0
2017-12-10,4
2017-12-11,7
2017-12-12,4
2017-12-13,11
2017-12-14,8
2017-12-15,8
2017-12-16,4
2017-12-17,0
2017-12-18,0
2017-12-19,0
2017-12-20,4
2017-12-21,10
2017-12-22,0
2017-12-23,0
2017-12-24,5
2017-12-25,0
2017-12-26,4
2017-12-27,4
2017-12-28,10
2017-12-29,4
2017-12-30,5
2017-12-31,5
2018-01-01,0
2018-01-02,4
2018-01-03,9
2018-01-04,4
2018-01-05,6
2018-01-06,9
2018-01-07,4
2018-01-08,11
2018-01-09,9
2018-01-10,6
2018-01-11,0
2018-01-12,6
2018-01-13,4
2018-01-14,0
2018-01-15,0
2018-01-16,5
2018-01-17,4
2018-01-18,6
2018-01-19,8
2018-01-20,0
2018-01-21,0
2018-01-22,4
2018-01-23,22
2018-01-24,9
2018-01-25,9
2018-01-26,8
2018-01-27,8
2018-01-28,4
2018-01-29,15
2018-01-30,15
2018-01-31,15
2018-02-01,37
2018-02-02,11
2018-02-03,4
2018-02-04,4
2018-02-05,7
2018-02-06,15
2018-02-07,7
2018-02-08,7
2018-02-09,8
2018-02-10,8
2018-02-11,0
2018-02-12,9
2018-02-13,17
