date,VRTX stock
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,52
2015-12-30,26
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,0
2016-01-05,0
2016-01-06,51
2016-01-07,26
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,0
2016-01-12,0
2016-01-13,25
2016-01-14,0
2016-01-15,26
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,0
2016-01-20,99
2016-01-21,0
2016-01-22,26
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,0
2016-01-27,74
2016-01-28,50
2016-01-29,0
2016-01-30,0
2016-01-31,0
2016-02-01,25
2016-02-02,49
2016-02-03,74
2016-02-04,25
2016-02-05,26
2016-02-06,0
2016-02-07,0
2016-02-08,50
2016-02-09,0
2016-02-10,0
2016-02-11,0
2016-02-12,51
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,25
2016-02-17,0
2016-02-18,25
2016-02-19,50
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,24
2016-02-24,49
2016-02-25,0
2016-02-26,0
2016-02-27,0
2016-02-28,0
2016-02-29,24
2016-03-01,0
2016-03-02,24
2016-03-03,24
2016-03-04,0
2016-03-05,0
2016-03-06,0
2016-03-07,0
2016-03-08,24
2016-03-09,74
2016-03-10,25
2016-03-11,26
2016-03-12,29
2016-03-13,0
2016-03-14,49
2016-03-15,0
2016-03-16,24
2016-03-17,0
2016-03-18,26
2016-03-19,28
2016-03-20,0
2016-03-21,74
2016-03-22,0
2016-03-23,0
2016-03-24,53
2016-03-25,0
2016-03-26,29
2016-03-27,0
2016-03-28,0
2016-03-29,24
2016-03-30,0
2016-03-31,25
2016-04-01,0
2016-04-02,0
2016-04-03,0
2016-04-04,0
2016-04-05,48
2016-04-06,25
2016-04-07,50
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,0
2016-04-12,0
2016-04-13,0
2016-04-14,0
2016-04-15,0
2016-04-16,29
2016-04-17,0
2016-04-18,0
2016-04-19,24
2016-04-20,25
2016-04-21,0
2016-04-22,26
2016-04-23,57
2016-04-24,0
2016-04-25,0
2016-04-26,0
2016-04-27,73
2016-04-28,50
2016-04-29,52
2016-04-30,0
2016-05-01,0
2016-05-02,0
2016-05-03,49
2016-05-04,0
2016-05-05,26
2016-05-06,79
2016-05-07,0
2016-05-08,0
2016-05-09,0
2016-05-10,99
2016-05-11,0
2016-05-12,0
2016-05-13,0
2016-05-14,0
2016-05-15,0
2016-05-16,25
2016-05-17,24
2016-05-18,0
2016-05-19,0
2016-05-20,0
2016-05-21,29
2016-05-22,29
2016-05-23,25
2016-05-24,0
2016-05-25,25
2016-05-26,0
2016-05-27,27
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,0
2016-06-01,50
2016-06-02,25
2016-06-03,78
2016-06-04,0
2016-06-05,0
2016-06-06,50
2016-06-07,0
2016-06-08,50
2016-06-09,25
2016-06-10,0
2016-06-11,0
2016-06-12,29
2016-06-13,0
2016-06-14,25
2016-06-15,25
2016-06-16,0
2016-06-17,26
2016-06-18,0
2016-06-19,0
2016-06-20,0
2016-06-21,50
2016-06-22,49
2016-06-23,0
2016-06-24,27
2016-06-25,0
2016-06-26,0
2016-06-27,100
2016-06-28,0
2016-06-29,0
2016-06-30,0
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,0
2016-07-06,0
2016-07-07,0
2016-07-08,0
2016-07-09,0
2016-07-10,0
2016-07-11,26
2016-07-12,0
2016-07-13,27
2016-07-14,25
2016-07-15,27
2016-07-16,0
2016-07-17,0
2016-07-18,80
2016-07-19,26
2016-07-20,53
2016-07-21,54
2016-07-22,27
2016-07-23,0
2016-07-24,0
2016-07-25,52
2016-07-26,26
2016-07-27,26
2016-07-28,53
2016-07-29,28
2016-07-30,0
2016-07-31,0
2016-08-01,0
2016-08-02,26
2016-08-03,27
2016-08-04,54
2016-08-05,28
2016-08-06,0
2016-08-07,0
2016-08-08,0
2016-08-09,54
2016-08-10,27
2016-08-11,84
2016-08-12,0
2016-08-13,0
2016-08-14,0
2016-08-15,29
2016-08-16,28
2016-08-17,0
2016-08-18,0
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,27
2016-08-23,0
2016-08-24,0
2016-08-25,0
2016-08-26,0
2016-08-27,0
2016-08-28,0
2016-08-29,26
2016-08-30,0
2016-08-31,26
2016-09-01,52
2016-09-02,27
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,51
2016-09-07,26
2016-09-08,0
2016-09-09,0
2016-09-10,30
2016-09-11,0
