date,VRTX stock
2014-07-24,0
2014-07-25,0
2014-07-26,0
2014-07-27,30
2014-07-28,25
2014-07-29,51
2014-07-30,0
2014-07-31,0
2014-08-01,53
2014-08-02,0
2014-08-03,0
2014-08-04,25
2014-08-05,50
2014-08-06,100
2014-08-07,0
2014-08-08,53
2014-08-09,0
2014-08-10,30
2014-08-11,0
2014-08-12,0
2014-08-13,25
2014-08-14,0
2014-08-15,54
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,0
2014-08-20,24
2014-08-21,24
2014-08-22,25
2014-08-23,29
2014-08-24,0
2014-08-25,24
2014-08-26,24
2014-08-27,0
2014-08-28,0
2014-08-29,51
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,23
2014-09-03,0
2014-09-04,24
2014-09-05,0
2014-09-06,29
2014-09-07,0
2014-09-08,0
2014-09-09,23
2014-09-10,0
2014-09-11,24
2014-09-12,0
2014-09-13,0
2014-09-14,28
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,49
2014-09-20,56
2014-09-21,0
2014-09-22,23
2014-09-23,23
2014-09-24,23
2014-09-25,36
2014-09-26,98
2014-09-27,0
2014-09-28,0
2014-09-29,23
2014-09-30,35
2014-10-01,0
2014-10-02,24
2014-10-03,25
2014-10-04,29
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,23
2014-10-09,47
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,23
2014-10-14,0
2014-10-15,23
2014-10-16,23
2014-10-17,24
2014-10-18,0
2014-10-19,0
2014-10-20,23
2014-10-21,0
2014-10-22,23
2014-10-23,0
2014-10-24,36
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,34
2014-10-29,68
2014-10-30,0
2014-10-31,25
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,22
2014-11-05,34
2014-11-06,23
2014-11-07,0
2014-11-08,0
2014-11-09,26
2014-11-10,23
2014-11-11,34
2014-11-12,56
2014-11-13,0
2014-11-14,0
2014-11-15,26
2014-11-16,52
2014-11-17,0
2014-11-18,24
2014-11-19,23
2014-11-20,23
2014-11-21,24
2014-11-22,26
2014-11-23,0
2014-11-24,44
2014-11-25,0
2014-11-26,34
2014-11-27,23
2014-11-28,24
2014-11-29,0
2014-11-30,0
2014-12-01,22
2014-12-02,22
2014-12-03,67
2014-12-04,0
2014-12-05,0
2014-12-06,0
2014-12-07,26
2014-12-08,68
2014-12-09,22
2014-12-10,0
2014-12-11,0
2014-12-12,24
2014-12-13,0
2014-12-14,0
2014-12-15,22
2014-12-16,0
2014-12-17,0
2014-12-18,23
2014-12-19,25
2014-12-20,0
2014-12-21,0
2014-12-22,24
2014-12-23,25
2014-12-24,55
2014-12-25,0
2014-12-26,27
2014-12-27,0
2014-12-28,0
2014-12-29,24
2014-12-30,49
2014-12-31,27
2015-01-01,0
2015-01-02,0
2015-01-03,26
2015-01-04,0
2015-01-05,0
2015-01-06,0
2015-01-07,44
2015-01-08,44
2015-01-09,22
2015-01-10,0
2015-01-11,0
2015-01-12,65
2015-01-13,21
2015-01-14,0
2015-01-15,22
2015-01-16,0
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,21
2015-01-21,0
2015-01-22,43
2015-01-23,0
2015-01-24,25
2015-01-25,0
2015-01-26,0
2015-01-27,21
2015-01-28,0
2015-01-29,0
2015-01-30,22
2015-01-31,25
2015-02-01,49
2015-02-02,0
2015-02-03,0
2015-02-04,42
2015-02-05,0
2015-02-06,22
2015-02-07,25
2015-02-08,25
2015-02-09,21
2015-02-10,0
2015-02-11,0
2015-02-12,0
2015-02-13,45
2015-02-14,25
2015-02-15,0
2015-02-16,0
2015-02-17,44
2015-02-18,44
2015-02-19,43
2015-02-20,22
2015-02-21,25
2015-02-22,0
2015-02-23,31
2015-02-24,21
2015-02-25,0
2015-02-26,43
2015-02-27,43
2015-02-28,0
2015-03-01,0
2015-03-02,0
2015-03-03,42
2015-03-04,42
2015-03-05,21
2015-03-06,44
2015-03-07,0
2015-03-08,0
2015-03-09,21
2015-03-10,21
2015-03-11,0
2015-03-12,21
2015-03-13,22
2015-03-14,25
2015-03-15,0
2015-03-16,0
2015-03-17,32
2015-03-18,21
2015-03-19,42
2015-03-20,43
2015-03-21,25
2015-03-22,24
2015-03-23,42
2015-03-24,0
2015-03-25,31
2015-03-26,0
2015-03-27,22
2015-03-28,0
2015-03-29,0
2015-03-30,0
2015-03-31,0
2015-04-01,0
2015-04-02,22
2015-04-03,0
2015-04-04,0
2015-04-05,0
2015-04-06,0
2015-04-07,0
2015-04-08,21
2015-04-09,0
2015-04-10,0
