date,BMRN stock
2015-08-18,20
2015-08-19,41
2015-08-20,0
2015-08-21,21
2015-08-22,25
2015-08-23,0
2015-08-24,20
2015-08-25,60
2015-08-26,20
2015-08-27,21
2015-08-28,0
2015-08-29,0
2015-08-30,24
2015-08-31,0
2015-09-01,59
2015-09-02,0
2015-09-03,0
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,39
2015-09-09,0
2015-09-10,0
2015-09-11,42
2015-09-12,0
2015-09-13,0
2015-09-14,20
2015-09-15,20
2015-09-16,0
2015-09-17,0
2015-09-18,0
2015-09-19,47
2015-09-20,0
2015-09-21,0
2015-09-22,0
2015-09-23,39
2015-09-24,41
2015-09-25,21
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,19
2015-09-30,39
2015-10-01,20
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,19
2015-10-06,58
2015-10-07,19
2015-10-08,39
2015-10-09,20
2015-10-10,0
2015-10-11,0
2015-10-12,20
2015-10-13,39
2015-10-14,19
2015-10-15,20
2015-10-16,20
2015-10-17,0
2015-10-18,0
2015-10-19,38
2015-10-20,0
2015-10-21,0
2015-10-22,0
2015-10-23,0
2015-10-24,23
2015-10-25,0
2015-10-26,19
2015-10-27,19
2015-10-28,38
2015-10-29,19
2015-10-30,0
2015-10-31,0
2015-11-01,0
2015-11-02,19
2015-11-03,19
2015-11-04,39
2015-11-05,0
2015-11-06,40
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,0
2015-11-11,20
2015-11-12,0
2015-11-13,0
2015-11-14,22
2015-11-15,0
2015-11-16,0
2015-11-17,0
2015-11-18,19
2015-11-19,20
2015-11-20,0
2015-11-21,23
2015-11-22,0
2015-11-23,19
2015-11-24,19
2015-11-25,76
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,38
2015-12-02,19
2015-12-03,0
2015-12-04,20
2015-12-05,0
2015-12-06,0
2015-12-07,39
2015-12-08,39
2015-12-09,19
2015-12-10,20
2015-12-11,0
2015-12-12,0
2015-12-13,0
2015-12-14,19
2015-12-15,20
2015-12-16,20
2015-12-17,0
2015-12-18,22
2015-12-19,24
2015-12-20,0
2015-12-21,0
2015-12-22,21
2015-12-23,22
2015-12-24,24
2015-12-25,0
2015-12-26,25
2015-12-27,0
2015-12-28,42
2015-12-29,21
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,21
2016-01-05,42
2016-01-06,21
2016-01-07,0
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,40
2016-01-12,0
2016-01-13,41
2016-01-14,20
2016-01-15,0
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,20
2016-01-20,0
2016-01-21,21
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,20
2016-01-27,40
2016-01-28,20
2016-01-29,0
2016-01-30,0
2016-01-31,0
2016-02-01,0
2016-02-02,0
2016-02-03,0
2016-02-04,0
2016-02-05,0
2016-02-06,0
2016-02-07,0
2016-02-08,41
2016-02-09,21
2016-02-10,20
2016-02-11,0
2016-02-12,0
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,20
2016-02-17,0
2016-02-18,0
2016-02-19,0
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,0
2016-02-24,20
2016-02-25,20
2016-02-26,0
2016-02-27,0
2016-02-28,23
2016-02-29,39
2016-03-01,40
2016-03-02,20
2016-03-03,40
2016-03-04,0
2016-03-05,0
2016-03-06,0
2016-03-07,20
2016-03-08,0
2016-03-09,60
2016-03-10,20
2016-03-11,42
2016-03-12,23
2016-03-13,0
2016-03-14,0
2016-03-15,0
2016-03-16,20
2016-03-17,0
2016-03-18,21
2016-03-19,0
2016-03-20,0
2016-03-21,61
2016-03-22,0
2016-03-23,0
2016-03-24,21
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,0
2016-03-29,20
2016-03-30,20
2016-03-31,41
2016-04-01,0
2016-04-02,0
2016-04-03,23
2016-04-04,40
2016-04-05,20
2016-04-06,20
2016-04-07,20
2016-04-08,21
2016-04-09,23
2016-04-10,0
2016-04-11,20
2016-04-12,20
2016-04-13,20
2016-04-14,0
2016-04-15,21
2016-04-16,0
2016-04-17,0
2016-04-18,0
2016-04-19,100
2016-04-20,61
2016-04-21,21
2016-04-22,21
2016-04-23,0
2016-04-24,0
2016-04-25,20
2016-04-26,20
2016-04-27,20
2016-04-28,20
2016-04-29,0
2016-04-30,0
2016-05-01,0
2016-05-02,0
2016-05-03,60
2016-05-04,20
