date,BMRN stock
2013-11-06,71
2013-11-07,36
2013-11-08,37
2013-11-09,42
2013-11-10,0
2013-11-11,36
2013-11-12,35
2013-11-13,0
2013-11-14,71
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,35
2013-11-19,70
2013-11-20,35
2013-11-21,71
2013-11-22,0
2013-11-23,42
2013-11-24,0
2013-11-25,34
2013-11-26,0
2013-11-27,36
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,34
2013-12-03,35
2013-12-04,35
2013-12-05,0
2013-12-06,37
2013-12-07,0
2013-12-08,0
2013-12-09,34
2013-12-10,0
2013-12-11,35
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,37
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,44
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,40
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,43
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,35
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,80
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,34
2014-01-16,34
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,67
2014-01-28,0
2014-01-29,34
2014-01-30,0
2014-01-31,36
2014-02-01,0
2014-02-02,0
2014-02-03,34
2014-02-04,0
2014-02-05,0
2014-02-06,0
2014-02-07,0
2014-02-08,39
2014-02-09,0
2014-02-10,33
2014-02-11,0
2014-02-12,100
2014-02-13,0
2014-02-14,71
2014-02-15,0
2014-02-16,0
2014-02-17,34
2014-02-18,33
2014-02-19,0
2014-02-20,68
2014-02-21,70
2014-02-22,39
2014-02-23,0
2014-02-24,33
2014-02-25,0
2014-02-26,33
2014-02-27,34
2014-02-28,36
2014-03-01,0
2014-03-02,0
2014-03-03,68
2014-03-04,0
2014-03-05,0
2014-03-06,34
2014-03-07,0
2014-03-08,0
2014-03-09,0
2014-03-10,34
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,0
2014-03-16,0
2014-03-17,34
2014-03-18,0
2014-03-19,33
2014-03-20,0
2014-03-21,35
2014-03-22,0
2014-03-23,0
2014-03-24,0
2014-03-25,0
2014-03-26,0
2014-03-27,0
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,33
2014-04-02,34
2014-04-03,0
2014-04-04,70
2014-04-05,40
2014-04-06,0
2014-04-07,0
2014-04-08,33
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,34
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,43
2014-04-21,0
2014-04-22,34
2014-04-23,33
2014-04-24,0
2014-04-25,0
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,0
2014-05-02,0
2014-05-03,40
2014-05-04,0
2014-05-05,0
2014-05-06,0
2014-05-07,33
2014-05-08,33
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,33
2014-05-14,0
2014-05-15,0
2014-05-16,35
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,34
2014-05-21,37
2014-05-22,0
2014-05-23,38
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,36
2014-05-29,0
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,73
2014-06-04,0
2014-06-05,38
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,38
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,0
2014-06-26,0
2014-06-27,39
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,0
2014-07-02,0
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,37
2014-07-10,0
2014-07-11,39
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0
2014-07-17,0
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,37
2014-07-22,37
2014-07-23,0
2014-07-24,0
