date,BMRN stock
2017-10-06,0
2017-10-07,0
2017-10-08,0
2017-10-09,0
2017-10-10,24
2017-10-11,25
2017-10-12,25
2017-10-13,26
2017-10-14,29
2017-10-15,0
2017-10-16,0
2017-10-17,25
2017-10-18,25
2017-10-19,25
2017-10-20,0
2017-10-21,0
2017-10-22,28
2017-10-23,0
2017-10-24,25
2017-10-25,0
2017-10-26,100
2017-10-27,78
2017-10-28,28
2017-10-29,0
2017-10-30,0
2017-10-31,25
2017-11-01,25
2017-11-02,0
2017-11-03,0
2017-11-04,0
2017-11-05,0
2017-11-06,72
2017-11-07,0
2017-11-08,0
2017-11-09,24
2017-11-10,0
2017-11-11,0
2017-11-12,0
2017-11-13,0
2017-11-14,48
2017-11-15,0
2017-11-16,48
2017-11-17,25
2017-11-18,27
2017-11-19,27
2017-11-20,0
2017-11-21,24
2017-11-22,24
2017-11-23,0
2017-11-24,0
2017-11-25,0
2017-11-26,0
2017-11-27,0
2017-11-28,48
2017-11-29,24
2017-11-30,0
2017-12-01,25
2017-12-02,28
2017-12-03,0
2017-12-04,0
2017-12-05,24
2017-12-06,24
2017-12-07,74
2017-12-08,77
2017-12-09,0
2017-12-10,27
2017-12-11,24
2017-12-12,48
2017-12-13,0
2017-12-14,0
2017-12-15,0
2017-12-16,28
2017-12-17,0
2017-12-18,24
2017-12-19,25
2017-12-20,0
2017-12-21,0
2017-12-22,0
2017-12-23,0
2017-12-24,0
2017-12-25,31
2017-12-26,27
2017-12-27,26
2017-12-28,0
2017-12-29,0
2017-12-30,0
2017-12-31,0
2018-01-01,0
2018-01-02,25
2018-01-03,49
2018-01-04,49
2018-01-05,75
2018-01-06,0
2018-01-07,0
2018-01-08,24
2018-01-09,24
2018-01-10,24
2018-01-11,24
2018-01-12,0
2018-01-13,27
2018-01-14,0
2018-01-15,0
2018-01-16,0
2018-01-17,0
2018-01-18,47
2018-01-19,0
2018-01-20,0
2018-01-21,0
2018-01-22,46
2018-01-23,46
2018-01-24,0
2018-01-25,0
2018-01-26,0
2018-01-27,0
2018-01-28,27
2018-01-29,23
2018-01-30,23
2018-01-31,23
2018-02-01,24
2018-02-02,24
2018-02-03,27
2018-02-04,0
2018-02-05,94
2018-02-06,23
2018-02-07,70
2018-02-08,23
2018-02-09,0
2018-02-10,0
2018-02-11,0
2018-02-12,0
2018-02-13,24
2018-02-14,23
2018-02-15,24
2018-02-16,0
2018-02-17,0
2018-02-18,0
2018-02-19,0
2018-02-20,23
2018-02-21,23
2018-02-22,0
2018-02-23,0
2018-02-24,27
2018-02-25,0
2018-02-26,0
2018-02-27,0
2018-02-28,0
2018-03-01,46
2018-03-02,0
2018-03-03,0
2018-03-04,26
2018-03-05,0
2018-03-06,46
2018-03-07,0
2018-03-08,23
2018-03-09,24
2018-03-10,0
2018-03-11,0
2018-03-12,23
2018-03-13,46
2018-03-14,0
2018-03-15,47
2018-03-16,0
2018-03-17,0
2018-03-18,0
2018-03-19,23
2018-03-20,46
2018-03-21,0
2018-03-22,24
2018-03-23,48
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,0
2018-03-28,48
2018-03-29,50
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,25
2018-04-03,23
2018-04-04,0
2018-04-05,24
2018-04-06,0
2018-04-07,0
2018-04-08,0
2018-04-09,0
2018-04-10,23
