date,BMRN stock
2018-02-13,0
2018-02-14,32
2018-02-15,65
2018-02-16,34
2018-02-17,0
2018-02-18,0
2018-02-19,33
2018-02-20,32
2018-02-21,31
2018-02-22,97
2018-02-23,100
2018-02-24,36
2018-02-25,0
2018-02-26,63
2018-02-27,63
2018-02-28,63
2018-03-01,63
2018-03-02,0
2018-03-03,0
2018-03-04,0
2018-03-05,63
2018-03-06,0
2018-03-07,64
2018-03-08,0
2018-03-09,33
2018-03-10,0
2018-03-11,0
2018-03-12,0
2018-03-13,0
2018-03-14,95
2018-03-15,0
2018-03-16,0
2018-03-17,0
2018-03-18,0
2018-03-19,32
2018-03-20,32
2018-03-21,0
2018-03-22,32
2018-03-23,33
2018-03-24,0
2018-03-25,0
2018-03-26,96
2018-03-27,0
2018-03-28,0
2018-03-29,68
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,34
2018-04-03,64
2018-04-04,32
2018-04-05,0
2018-04-06,0
2018-04-07,0
2018-04-08,0
2018-04-09,0
2018-04-10,0
