date,BMRN stock
2016-05-04,0
2016-05-05,19
2016-05-06,0
2016-05-07,0
2016-05-08,0
2016-05-09,0
2016-05-10,19
2016-05-11,37
2016-05-12,56
2016-05-13,20
2016-05-14,22
2016-05-15,0
2016-05-16,56
2016-05-17,0
2016-05-18,19
2016-05-19,0
2016-05-20,20
2016-05-21,0
2016-05-22,0
2016-05-23,19
2016-05-24,19
2016-05-25,38
2016-05-26,0
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,0
2016-06-01,19
2016-06-02,19
2016-06-03,0
2016-06-04,0
2016-06-05,0
2016-06-06,19
2016-06-07,0
2016-06-08,0
2016-06-09,0
2016-06-10,0
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,19
2016-06-15,19
2016-06-16,0
2016-06-17,20
2016-06-18,45
2016-06-19,0
2016-06-20,0
2016-06-21,0
2016-06-22,0
2016-06-23,0
2016-06-24,0
2016-06-25,0
2016-06-26,0
2016-06-27,19
2016-06-28,19
2016-06-29,0
2016-06-30,20
2016-07-01,20
2016-07-02,23
2016-07-03,0
2016-07-04,0
2016-07-05,20
2016-07-06,41
2016-07-07,83
2016-07-08,43
2016-07-09,47
2016-07-10,0
2016-07-11,40
2016-07-12,40
2016-07-13,41
2016-07-14,20
2016-07-15,0
2016-07-16,0
2016-07-17,0
2016-07-18,40
2016-07-19,20
2016-07-20,21
2016-07-21,20
2016-07-22,0
2016-07-23,0
2016-07-24,0
2016-07-25,40
2016-07-26,60
2016-07-27,100
2016-07-28,60
2016-07-29,42
2016-07-30,0
2016-07-31,0
2016-08-01,20
2016-08-02,40
2016-08-03,60
2016-08-04,21
2016-08-05,66
2016-08-06,0
2016-08-07,0
2016-08-08,20
2016-08-09,0
2016-08-10,42
2016-08-11,0
2016-08-12,0
2016-08-13,0
2016-08-14,0
2016-08-15,0
2016-08-16,42
2016-08-17,0
2016-08-18,22
2016-08-19,22
2016-08-20,0
2016-08-21,0
2016-08-22,42
2016-08-23,21
2016-08-24,21
2016-08-25,20
2016-08-26,41
2016-08-27,23
2016-08-28,23
2016-08-29,0
2016-08-30,20
2016-08-31,0
2016-09-01,20
2016-09-02,21
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,0
2016-09-07,40
2016-09-08,0
2016-09-09,0
2016-09-10,0
2016-09-11,0
2016-09-12,20
2016-09-13,19
2016-09-14,0
2016-09-15,0
2016-09-16,61
2016-09-17,0
2016-09-18,0
2016-09-19,19
2016-09-20,0
2016-09-21,96
2016-09-22,39
2016-09-23,20
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,20
2016-09-29,0
2016-09-30,20
2016-10-01,0
2016-10-02,0
2016-10-03,0
2016-10-04,19
2016-10-05,19
2016-10-06,19
2016-10-07,0
2016-10-08,22
2016-10-09,0
2016-10-10,0
2016-10-11,19
2016-10-12,0
2016-10-13,0
2016-10-14,60
2016-10-15,22
2016-10-16,0
2016-10-17,19
2016-10-18,19
2016-10-19,0
2016-10-20,19
2016-10-21,0
2016-10-22,0
2016-10-23,22
2016-10-24,0
2016-10-25,19
2016-10-26,0
2016-10-27,19
2016-10-28,20
2016-10-29,0
2016-10-30,0
2016-10-31,39
2016-11-01,0
2016-11-02,19
2016-11-03,19
2016-11-04,0
2016-11-05,0
2016-11-06,21
2016-11-07,37
2016-11-08,37
2016-11-09,70
2016-11-10,58
2016-11-11,0
2016-11-12,22
2016-11-13,0
2016-11-14,37
2016-11-15,0
2016-11-16,0
2016-11-17,57
2016-11-18,60
2016-11-19,0
2016-11-20,0
2016-11-21,19
2016-11-22,19
2016-11-23,0
2016-11-24,0
2016-11-25,19
2016-11-26,0
2016-11-27,0
2016-11-28,35
2016-11-29,0
2016-11-30,0
2016-12-01,18
2016-12-02,0
2016-12-03,21
2016-12-04,0
2016-12-05,16
2016-12-06,35
2016-12-07,18
2016-12-08,18
2016-12-09,57
2016-12-10,0
2016-12-11,0
2016-12-12,0
2016-12-13,18
2016-12-14,36
2016-12-15,19
2016-12-16,20
2016-12-17,0
2016-12-18,0
2016-12-19,0
2016-12-20,0
2016-12-21,20
2016-12-22,0
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,21
2016-12-27,39
2016-12-28,20
2016-12-29,20
2016-12-30,21
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,37
2017-01-04,55
2017-01-05,0
2017-01-06,19
2017-01-07,0
2017-01-08,0
2017-01-09,72
2017-01-10,0
2017-01-11,36
2017-01-12,18
2017-01-13,19
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,0
2017-01-18,17
2017-01-19,0
