date,dow,isPartial
2016-05-04,10,False
2016-05-05,10,False
2016-05-06,10,False
2016-05-07,5,False
2016-05-08,4,False
2016-05-09,9,False
2016-05-10,9,False
2016-05-11,10,False
2016-05-12,10,False
2016-05-13,9,False
2016-05-14,4,False
2016-05-15,4,False
2016-05-16,9,False
2016-05-17,10,False
2016-05-18,10,False
2016-05-19,10,False
2016-05-20,9,False
2016-05-21,4,False
2016-05-22,4,False
2016-05-23,9,False
2016-05-24,10,False
2016-05-25,10,False
2016-05-26,21,False
2016-05-27,13,False
2016-05-28,5,False
2016-05-29,4,False
2016-05-30,5,False
2016-05-31,9,False
2016-06-01,9,False
2016-06-02,10,False
2016-06-03,9,False
2016-06-04,4,False
2016-06-05,4,False
2016-06-06,9,False
2016-06-07,9,False
2016-06-08,10,False
2016-06-09,9,False
2016-06-10,9,False
2016-06-11,4,False
2016-06-12,4,False
2016-06-13,9,False
2016-06-14,10,False
2016-06-15,9,False
2016-06-16,10,False
2016-06-17,9,False
2016-06-18,4,False
2016-06-19,4,False
2016-06-20,10,False
2016-06-21,10,False
2016-06-22,10,False
2016-06-23,11,False
2016-06-24,44,False
2016-06-25,11,False
2016-06-26,6,False
2016-06-27,24,False
2016-06-28,21,False
2016-06-29,16,False
2016-06-30,15,False
2016-07-01,14,False
2016-07-02,5,False
2016-07-03,4,False
2016-07-04,6,False
2016-07-05,11,False
2016-07-06,12,False
2016-07-07,11,False
2016-07-08,12,False
2016-07-09,5,False
2016-07-10,4,False
2016-07-11,12,False
2016-07-12,13,False
2016-07-13,13,False
2016-07-14,12,False
2016-07-15,12,False
2016-07-16,5,False
2016-07-17,5,False
2016-07-18,11,False
2016-07-19,11,False
2016-07-20,12,False
2016-07-21,11,False
2016-07-22,10,False
2016-07-23,5,False
2016-07-24,4,False
2016-07-25,10,False
2016-07-26,10,False
2016-07-27,11,False
2016-07-28,10,False
2016-07-29,10,False
2016-07-30,5,False
2016-07-31,4,False
2016-08-01,10,False
2016-08-02,10,False
2016-08-03,10,False
2016-08-04,10,False
2016-08-05,10,False
2016-08-06,5,False
2016-08-07,4,False
2016-08-08,9,False
2016-08-09,10,False
2016-08-10,9,False
2016-08-11,10,False
2016-08-12,10,False
2016-08-13,5,False
2016-08-14,4,False
2016-08-15,9,False
2016-08-16,9,False
2016-08-17,9,False
2016-08-18,9,False
2016-08-19,9,False
2016-08-20,4,False
2016-08-21,5,False
2016-08-22,9,False
2016-08-23,9,False
2016-08-24,9,False
2016-08-25,10,False
2016-08-26,9,False
2016-08-27,5,False
2016-08-28,4,False
2016-08-29,8,False
2016-08-30,9,False
2016-08-31,9,False
2016-09-01,9,False
2016-09-02,9,False
2016-09-03,5,False
2016-09-04,4,False
2016-09-05,5,False
2016-09-06,9,False
2016-09-07,9,False
2016-09-08,9,False
2016-09-09,12,False
2016-09-10,6,False
2016-09-11,4,False
2016-09-12,12,False
2016-09-13,12,False
2016-09-14,11,False
2016-09-15,11,False
2016-09-16,10,False
2016-09-17,5,False
2016-09-18,4,False
2016-09-19,9,False
2016-09-20,9,False
2016-09-21,10,False
2016-09-22,10,False
2016-09-23,10,False
2016-09-24,5,False
2016-09-25,5,False
2016-09-26,9,False
2016-09-27,10,False
2016-09-28,10,False
2016-09-29,11,False
2016-09-30,10,False
2016-10-01,5,False
2016-10-02,4,False
2016-10-03,9,False
2016-10-04,10,False
2016-10-05,9,False
2016-10-06,9,False
2016-10-07,9,False
2016-10-08,5,False
2016-10-09,4,False
2016-10-10,8,False
2016-10-11,9,False
2016-10-12,10,False
2016-10-13,10,False
2016-10-14,10,False
2016-10-15,5,False
2016-10-16,4,False
2016-10-17,9,False
2016-10-18,9,False
2016-10-19,9,False
2016-10-20,9,False
2016-10-21,9,False
2016-10-22,5,False
2016-10-23,4,False
2016-10-24,8,False
2016-10-25,9,False
2016-10-26,9,False
2016-10-27,9,False
2016-10-28,10,False
2016-10-29,5,False
2016-10-30,4,False
2016-10-31,8,False
2016-11-01,9,False
2016-11-02,10,False
2016-11-03,10,False
